,transcript_id,EffectiveLength,NumReads,Length,TPM,eq_param,mean,faulty,count,predict_diff,diff,new_std,new_mean,new_deviation
6031,ENST00000394903,2998.991,1483.0,3198,15.218052,3.6,848.167971,1,1890,959.28270513,1041.832029,32,1807,2
11299,ENST00000376901,924.991,592.15774,1124,19.701218,2.83333333333,1244.44307,1,849,-490.992112587,-395.44307,36,753,2
5202,ENST00000276431,3946.991,4719.0,4146,36.793991,2.0,3190.728653,1,5775,2408.57800526,2584.271347,65,5599,2
8693,ENST00000234800,5726.991,3025.75859,5926,16.259261,2.75,2169.091355,1,3789,1431.2357181,1619.908645,89,3600,2
5194,ENST00000411696,5834.991,765.466295,6034,4.037188,2.57142857143,27.35164142,1,1001,911.643083041,973.64835858,24,938,2
7524,ENST00000292599,5523.991,1372.0,5723,7.643534,1.0,1056.85,1,1724,582.523788685,667.15,29,1639,2
14842,ENST00000389658,9457.991,115.0,9657,0.37419,1.0,97.47,1,145,29.8213673431,47.53,9,127,2
8713,ENST00000397133,562.999,286.092572,762,15.638385,1.5,113.4143806,1,434,282.274757782,320.5856194,17,395,2
10058,ENST00000306801,6208.991,1372.89548,6408,6.804708,2.71428571429,860.2210134,1,1857,789.450326189,996.7789866,71,1649,2
7560,ENST00000394817,1723.991,1780.769577,1923,31.788192,4.75,1116.365882,1,2283,1050.69243344,1166.634118,51,2167,2
7561,ENST00000396070,241.009,1709.678205,440,218.309894,3.14285714286,1014.535642,1,2069,952.428956785,1054.464358,46,1966,2
8666,ENST00000330537,4152.991,2879.396305,4352,21.337007,3.91666666667,2426.315851,1,3619,1015.62434616,1192.684149,65,3441,2
11157,ENST00000372458,1277.991,1491.340851,1477,35.91222,1.5,1438.765701,1,1877,358.882517048,438.234299,38,1797,2
3110,ENST00000381341,2617.991,4856.174227,2817,57.084629,2.0,205.2637831,1,5986,5581.84904383,5780.7362169,68,5787,2
5293,ENST00000378503,2920.991,629.204587,3120,6.629102,3.5,8.370377508,1,870,797.275192451,861.629622492,22,805,2
5285,ENST00000316562,2080.991,775.729809,2280,11.471847,2.4,121.187238,1,1026,853.290568416,904.812762,23,974,2
10148,ENST00000372841,1856.991,1019.387902,2056,16.893622,2.0,906.8796606,1,1315,345.588567978,408.1203394,29,1252,2
7652,ENST00000324225,4206.991,1582.776415,4406,11.5782,3.42857142857,801.5872203,1,2042,1116.2298409,1240.4127797,55,1917,2
11140,ENST00000413384,3942.991,1558.0,4142,12.160032,5.18181818182,926.7203571,1,2151,974.974543159,1224.2796429,108,1901,2
7632,ENST00000358602,10584.991,699.535425,10784,2.033819,2.9,209.8755244,1,907,614.767456369,697.1244756,31,824,2
5281,ENST00000367602,9111.991,686.422222,9311,2.318308,2.0,210.8832394,1,861,603.251254285,650.1167606,16,814,2
15013,ENST00000548925,372.005,769.042406,571,63.62017,4.0,875.8772704,1,1033,76.4874344936,157.1227296,33,952,2
7624,ENST00000591747,377.005,439.020492,576,35.836946,2.5,160.2193305,1,620,412.877233337,459.7806695,20,573,2
7611,ENST00000358502,2344.991,748.455267,2544,9.822403,3.0,2394.439511,1,1088,-1469.5607843,-1306.439511,58,924,2
7601,ENST00000404338,8689.991,2616.0,8889,9.264275,1.0,2122.71,1,3175,959.086304905,1052.29,46,3081,2
8639,ENST00000222219,1755.991,896.0,1955,15.702862,2.0,672.6269562,1,1172,436.869933591,499.3730438,27,1109,2
7597,ENST00000373713,525.999,2861.733652,725,167.431407,1.5,2346.39,1,3466,995.338094707,1119.61,49,3341,2
8653,ENST00000397061,2767.991,1167.0,2967,12.974758,1.0,914.915,1,1508,500.823509389,593.085,32,1415,2
5252,ENST00000371579,1390.991,741.773287,1590,16.411187,2.0,3521.749817,1,1079,-2618.69259048,-2442.749817,62,903,2
10215,ENST00000296292,4908.991,279.664165,5108,1.753225,2.0,177.9987772,1,399,187.017715964,221.0012228,16,365,2
10254,ENST00000240364,2165.991,783.363677,2365,11.13012,2.5,1642.844726,1,1069,-672.727688031,-573.844726,42,970,2
15504,ENST00000261464,3772.991,725.696311,3972,5.919189,2.5,696.9026734,1,1150,203.602942982,453.0973266,110,900,2
17205,ENST00000293349,2787.991,325.21304,2987,3.589795,2.5,427.0268344,1,563,9.31550479697,135.9731656,55,436,2
5590,ENST00000428445,663.998,997.639757,863,46.238088,2.0,192.3507143,1,1289,1031.87886677,1096.6492857,30,1224,2
5813,ENST00000606142,1676.991,5478.0,1876,100.527388,2.5,4215.425818,1,6687,2258.52819141,2471.574182,73,6473,2
8021,ENST00000342745,5188.991,2938.0,5388,17.424564,1.0,2564.185,1,3594,919.19323217,1029.815,49,3483,2
8291,ENST00000354694,2095.991,1117.735182,2295,16.411285,3.54545454545,3812.604986,1,1656,-2459.8214067,-2156.604986,109,1352,2
2770,ENST00000471387,654.998,417.722453,854,19.626404,2.83333333333,17.8962514,1,572,541.504879694,554.1037486,5,559,2
16901,ENST00000320431,2662.991,0.003777,2862,4.4e-05,3.0,45.4905793,1,103,14.6798401675,57.5094207,21,60,2
8293,ENST00000372813,1862.991,2345.0,2062,38.736929,1.0,1974.945,1,2907,822.284920414,932.055,47,2797,2
16875,ENST00000264705,7065.991,2826.072014,7265,12.308445,2.4,3274.676417,1,3700,67.6265776328,425.323583,155,3342,2
10650,ENST00000380605,2191.991,992.0,2391,13.92727,1.0,919.865,1,1299,291.872555249,379.135,30,1211,2
5844,ENST00000358355,4171.991,941.997851,4371,6.948637,2.0,34.81945885,1,1248,1121.23494736,1213.18054115,36,1156,2
10372,ENST00000291041,3281.991,659.0,3481,6.179326,1.0,569.515,1,862,245.774542916,292.485,22,815,2
16682,ENST00000307864,3040.991,1130.232718,3240,11.437887,1.5,1591.617039,1,1475,-223.260452714,-116.617039,40,1368,2
2802,ENST00000548931,875.991,927.0,1075,32.566664,3.25,22.44250323,1,1185,1135.2816105,1162.55749677,11,1157,2
10666,ENST00000312049,2561.991,1185.681256,2761,14.242408,9.57142857143,792.8773401,1,1637,709.104045859,844.1226599,67,1501,2
16582,ENST00000261842,6558.991,473.044171,6758,2.219513,1.5,486.9805888,1,772,87.954422906,285.0194112,94,574,2
5527,ENST00000398208,1922.991,824.0,2122,13.18691,1.5,234.6771081,1,1082,789.81381876,847.3228919,23,1024,2
5522,ENST00000536218,2686.991,1426.087329,2886,16.333264,3.14285714286,114.2592237,1,1869,1630.64663908,1754.7407763,48,1744,2
10672,ENST00000367701,18928.991,363.0,19128,0.590163,2.83333333333,199.0950691,1,389,159.393538346,189.9049309,15,358,2
10675,ENST00000372583,11993.991,1374.812995,12193,3.527548,2.5,920.060358,1,1775,685.579676607,854.939642,68,1605,2
5521,ENST00000396398,3494.991,2079.640746,3694,18.31198,2.0,1049.490968,1,2607,1447.6927475,1557.509032,43,2497,2
8330,ENST00000314103,4280.991,1423.0,4480,10.229482,1.0,1149.07,1,1776,558.404941024,626.93,32,1707,2
5876,ENST00000258105,962.991,2106.0,1162,67.302207,1.5,1374.178876,1,2588,1137.37221229,1213.821124,36,2511,2
10681,ENST00000375911,2275.991,1245.0,2475,16.834177,1.0,1176.97,1,1600,330.623990272,423.03,34,1507,2
7951,ENST00000366641,6897.991,1668.0,7097,7.441602,1.0,1309.04,1,2055,668.963055601,745.96,35,1978,2
16395,ENST00000370223,2683.991,530.441664,2883,6.082045,3.5,868.8555938,1,771,-186.082519677,-97.8555938,30,682,2
2736,ENST00000436400,51.461,199.0,249,119.005059,2.5,4.133372639,1,245,236.525689863,240.866627361,2,240,2
17324,ENST00000398104,3987.991,3572.327758,4187,27.567043,5.11764705882,4302.862756,1,4524,-48.2183007944,221.137244,94,4254,2
5899,ENST00000372164,5276.991,1880.68138,5476,10.96786,4.09090909091,1159.833742,1,2370,1105.40721013,1210.166258,36,2265,2
8036,ENST00000248846,5412.991,1263.0,5612,7.180573,2.2,468.271348,1,1672,1056.73454892,1203.728652,58,1525,2
5708,ENST00000503427,5075.991,1188.974414,5275,7.208497,2.16666666667,70.58889494,1,1563,1372.46083899,1492.41110506,43,1443,2
5695,ENST00000424142,1538.991,2463.286817,1738,49.25746,2.85714285714,1132.715334,1,3072,1822.12163883,1939.284666,56,2954,2
8155,ENST00000370377,3404.991,1465.0,3604,13.240815,3.0,1158.02306,1,1877,618.892784261,718.97694,35,1776,2
8163,ENST00000398022,3778.991,2199.0,3978,17.907808,1.5,1700.670656,1,2773,926.858239005,1072.329344,53,2627,2
5689,ENST00000407471,3282.991,3409.695419,3482,31.962368,3.54545454545,808.8343591,1,4391,3275.47684157,3582.1656409,103,4084,2
2667,ENST00000411651,631.998,322.610566,831,15.709261,2.5,8.324875197,1,455,438.354241143,446.675124803,4,446,2
5741,ENST00000395307,1252.991,218.355795,1452,5.363026,2.0,41.02568337,1,339,279.347884593,297.97431663,8,320,2
10473,ENST00000545156,3111.991,144.87154,3311,1.432642,3.5,15.07100869,1,287,216.665576565,271.92899131,21,231,2
10553,ENST00000318596,2920.991,645.0,3120,6.795518,1.0,561.225,1,870,240.00346136,308.775,24,801,2
8110,ENST00000368608,3126.991,1652.0,3326,16.25835,1.0,1332.025,1,2053,651.400105627,720.975,35,1983,2
5747,ENST00000399451,6364.991,1324.779518,6564,6.405291,1.5,114.9363352,1,1692,1474.46663844,1577.0636648,46,1589,2
8108,ENST00000361677,3628.991,1038.0,3828,8.802469,1.5,773.5878771,1,1324,489.467657058,550.4121229,27,1263,2
8210,ENST00000202017,1185.991,1366.0,1385,35.445609,1.0,1036.25,1,1720,613.472773541,683.75,34,1649,2
10455,ENST00000268154,4417.991,677.586004,4617,4.719898,2.0,1368.282068,1,902,-539.020929766,-466.282068,36,829,2
10446,ENST00000378026,2893.991,1159.0,3093,12.324784,1.0,1069.6,1,1478,334.638713136,408.4,31,1404,2
10557,ENST00000511747,2151.991,416.217457,2351,5.952137,8.5,81.43750341,1,742,513.233864981,660.56249659,52,594,2
8078,ENST00000377890,1961.991,1036.640582,2161,16.26014,5.55555555556,306.9048093,1,1454,996.777152673,1147.0951907,56,1303,2
5763,ENST00000403396,3376.991,1198.649098,3576,10.923334,5.16666666667,606.9387281,1,1542,875.777909441,935.0612719,27,1482,2
8216,ENST00000306090,1442.991,13862.06603,1642,295.636095,6.93333333333,13338.86229,1,16698,2928.35068863,3359.13771,168,16267,2
8219,ENST00000262395,2721.991,2205.346735,2921,24.933501,3.5,4217.498535,1,2777,-1586.52835158,-1440.498535,72,2630,2
5644,ENST00000394077,424.003,28316.84001,623,2055.267788,2.0,26511.09376,1,32578,5686.38052736,6066.90624,173,32197,2
10568,ENST00000572515,1729.991,495.205308,1929,8.809161,3.0,248.5368576,1,731,400.244695482,482.4631424,38,648,2
8056,ENST00000309594,2046.991,1863.0,2246,28.00851,1.0,1516.562268,1,2318,717.234633477,801.437732,39,2233,2
8041,ENST00000555507,1711.991,625.180276,1911,11.238203,3.57142857143,232.5850377,1,877,573.563076698,644.4149623,31,806,2
10392,ENST00000232501,1500.991,776.0,1700,15.910241,1.66666666667,700.7372632,1,1017,265.39574711,316.2627368,24,966,2
8340,ENST00000340381,3576.991,963.0,3776,8.285171,2.75,329.3416832,1,1299,858.376689832,969.6583168,50,1187,2
7940,ENST00000541112,6654.991,613.444037,6854,2.836746,5.125,52.31206754,1,872,718.48764086,819.68793246,39,770,2
10987,ENST00000390665,1951.991,498.993261,2151,7.867015,1.5,445.63,1,696,193.828071363,250.37,21,639,2
8466,ENST00000367595,1470.991,2169.0,1670,45.377718,1.0,1860.785,1,2703,727.294905786,842.215,44,2588,2
15929,ENST00000360835,9608.991,5.0,9808,0.016013,1.0,23.24130902,1,5,-26.9878959027,-18.24130902,4,-3,2
5935,ENST00000360264,13562.991,773.567174,13762,1.755236,6.4,275.8376333,1,973,637.898634129,697.1623667,21,913,2
2959,ENST00000448958,1725.991,517.514192,1925,9.227347,2.57142857143,19.59502488,1,688,654.423684328,668.40497512,7,674,2
5416,ENST00000299202,2627.991,529.0,2827,6.194765,1.5,7.387810433,1,728,667.312747814,720.612189567,19,674,2
10250,ENST00000253083,4339.991,419.0,4539,2.971107,1.5,322.2941037,1,575,207.175425276,252.7058963,18,529,2
10872,ENST00000247225,3112.991,1042.0,3312,10.301084,1.0,971.505,1,1325,294.0904751,353.495,29,1265,2
5408,ENST00000259457,780.998,5095.0,980,200.764649,2.0,3724.305005,1,6141,2239.72028308,2416.694995,64,5964,2
10929,ENST00000389501,2393.991,1109.0,2593,14.256145,1.5,1042.152475,1,1431,309.32614492,388.847525,32,1351,2
7806,ENST00000350743,1594.991,667.663355,1794,12.88227,4.26086956522,141.9555846,1,934,720.395089661,792.0444154,36,862,2
10248,ENST00000378536,5413.991,553.0,5613,3.143407,1.0,438.42,1,724,236.928114877,285.58,21,675,2
8497,ENST00000429586,2424.991,1630.0,2624,20.685716,1.5,955.1471696,1,2131,1011.98988047,1175.8528304,62,1967,2
5397,ENST00000220325,3403.991,5895.0,3603,53.295245,1.0,4689.805,1,7162,2280.32370624,2472.195,66,6970,2
8498,ENST00000440097,2561.991,313.265353,2773,3.762945,1.5,130.4970861,1,445,281.754452207,314.5029139,16,412,2
5938,ENST00000428361,642.998,637.065588,842,30.490701,3.22222222222,161.4874087,1,861,653.398059024,699.5125913,21,814,2
5373,ENST00000311403,5756.991,1744.999846,5956,9.328093,1.5,130.3327506,1,2252,1961.348405,2121.6672494,56,2091,2
7760,ENST00000533920,616.998,837.16096,816,41.755922,2.2,472.3473977,1,1110,563.282792327,637.6526023,29,1035,2
8509,ENST00000380752,7147.991,1766.0,7347,7.603258,1.5,1457.944355,1,2191,636.701726461,733.055645,39,2094,2
5372,ENST00000438831,2458.991,816.0,2658,10.212364,3.16666666667,43.78915208,1,1087,982.560125971,1043.21084792,27,1026,2
3018,ENST00000520214,4094.991,2868.0,4294,21.553572,5.69230769231,32.73122345,1,3550,3430.39297274,3517.26877655,39,3463,2
7753,ENST00000325881,3414.991,1803.199272,3614,16.24977,1.5,1426.292817,1,2266,737.290712562,839.707183,38,2163,2
5364,ENST00000534871,967.991,2106.440391,1167,66.968569,5.5652173913,343.4378477,1,2689,2207.52741067,2345.5621523,62,2550,2
15518,ENST00000318149,3232.991,67.373171,3432,0.641321,2.0,46.29750702,1,210,81.7220236984,163.70249298,39,128,2
7749,ENST00000300793,3018.991,1507.0,3218,15.361885,1.0,1165.45,1,1905,648.583125878,739.55,33,1814,2
7723,ENST00000298248,1285.991,2852.0,1485,68.250324,1.5,2442.65,1,3493,942.645220358,1050.35,47,3385,2
5981,ENST00000320785,7719.991,1575.657365,7919,6.281133,1.5,4154.841897,1,2031,-2314.40893646,-2123.841897,65,1840,2
8479,ENST00000435891,3629.991,1944.0,3829,16.481008,3.0,1349.793519,1,2456,990.805068756,1106.206481,58,2340,2
7811,ENST00000282605,2548.991,1060.553322,2748,12.804342,3.5,606.9986957,1,1397,704.978692628,790.0013043,36,1311,2
2863,ENST00000382021,6008.991,3379.710217,6208,17.308959,7.0,235.8504099,1,4160,3830.37538183,3924.1495901,40,4066,2
2935,ENST00000220166,1990.991,3560.078663,2190,55.027957,1.5,16608.62576,1,4468,-12506.6819515,-12140.62576,130,4101,2
5917,ENST00000526856,492.001,733.891804,691,45.904933,2.0,188.1385959,1,978,724.280947816,789.8614041,24,912,2
10310,ENST00000377069,5024.991,1525.972088,5224,9.345539,5.12,1155.431731,1,1990,698.80356049,834.568269,62,1854,2
8361,ENST00000261588,6416.991,705.0,6616,3.381043,1.5,473.7716758,1,904,377.343552668,430.2283242,22,851,2
5466,ENST00000330817,5150.991,1503.195828,5350,8.980858,2.0,735.0005581,1,1894,1072.57028767,1158.9994419,31,1807,2
2878,ENST00000392529,1321.991,1432.245541,1521,33.341267,2.6,82.25046468,1,1798,1666.60074267,1715.74953532,17,1748,2
8413,ENST00000528157,953.991,1708.0,1153,55.098117,1.0,1428.505,1,2149,613.669722819,720.495,37,2042,2
16047,ENST00000402291,4316.991,33.338111,4516,0.237658,3.0,66.32033021,1,139,19.8985714204,72.67966979,20,86,2
5926,ENST00000342518,918.991,380.0,1118,12.725226,3.0,19.5654741,1,553,498.403459134,533.4345259,16,517,2
7883,ENST00000251289,1348.991,1073.72361,1548,24.494951,2.42857142857,2448.030307,1,1420,-1142.44740479,-1028.030307,48,1305,2
5927,ENST00000592810,1157.991,207.731133,1357,5.520642,2.4,22.23064875,1,331,289.244573511,308.76935125,9,311,2
2899,ENST00000571843,1092.991,4164.609572,1292,117.260261,3.83333333333,703.1346217,1,5061,4245.46407948,4357.8653783,45,4948,2
16023,ENST00000233616,2695.991,308.936875,2895,3.526504,3.27272727273,775.0845037,1,554,-354.843171971,-221.0845037,62,420,2
10811,ENST00000319363,8407.991,395.0,8607,1.445766,1.0,298.37,1,497,167.588932408,198.63,16,465,2
5929,ENST00000262197,1019.991,414.910725,1219,12.518477,1.5,44.24412384,1,579,503.445921778,534.75587616,16,547,2
7875,ENST00000453195,3118.991,3267.108049,3318,32.236096,3.375,2063.348758,1,4155,1840.13195459,2091.651242,98,3903,2
7865,ENST00000331334,1364.991,470.881178,1564,10.616336,1.5,1455.728776,1,676,-855.792979655,-779.728776,36,599,2
8436,ENST00000353704,1632.991,1232.991478,1832,23.236429,2.5,999.5520055,1,1571,507.368733425,571.4479945,30,1506,2
15959,ENST00000397979,3161.991,706.953995,3361,6.880557,3.25,819.6805478,1,999,67.1654272947,179.3194522,49,886,2
10842,ENST00000259241,3732.991,519.0,3932,4.278618,1.0,451.575,1,699,195.984402344,247.425,20,647,2
5436,ENST00000453963,4634.991,3263.817456,4834,21.670554,5.11111111111,1131.769951,1,4112,2783.24640073,2980.230049,80,3915,2
7847,ENST00000416649,2725.991,1812.0,2925,20.456289,3.7,629.1589321,1,2433,1570.86972518,1803.8410679,84,2200,2
10843,ENST00000164133,2545.991,525.0,2745,6.345933,2.0,459.0188014,1,729,211.047822853,269.9811986,22,670,2
8459,ENST00000225525,1177.991,1276.0,1377,33.335106,1.0,1006.485,1,1616,537.936084755,609.515,32,1544,2
7511,ENST00000355199,1043.991,1139.637117,1243,33.594098,2.6,243.8596735,1,1546,1157.87147555,1302.1403265,56,1401,2
2928,ENST00000301665,1858.991,646.818808,2058,10.707755,1.5,57.57807087,1,836,760.010721916,778.42192913,8,817,2
5182,ENST00000367998,1671.991,974.0,1871,17.927434,1.5,78.41493909,1,1282,1124.77980707,1203.58506091,30,1203,2
4286,ENST00000370873,796.998,1080.169098,996,41.708781,2.42857142857,5541.253838,1,1435,-4262.19871749,-4106.253838,78,1279,2
8741,ENST00000362007,1404.991,989.917039,1604,21.68295,1.5,726.5767716,1,1279,489.486425527,552.4232284,30,1216,2
4499,ENST00000371554,2474.991,1321.902761,2674,16.436864,2.0,84.43749373,1,1678,1530.27750672,1593.56250627,32,1614,2
12021,ENST00000294008,7107.991,603.0,7307,2.610739,1.0,556.565,1,776,163.923449817,219.435,23,720,2
3918,ENST00000395532,2329.991,574.573422,2529,7.588997,5.0625,8.256024306,1,790,747.912469354,781.743975694,13,756,2
6357,ENST00000411751,776.998,612.350618,976,24.253434,2.25,146.8743423,1,852,634.561618358,705.1256577,24,781,2
3932,ENST00000597185,575.998,351.0,775,18.753348,2.5,29.50034311,1,495,449.268221689,465.49965689,7,478,2
3937,ENST00000472410,2330.991,568.0,2530,7.498956,2.66666666667,17.87062943,1,759,713.092906807,741.12937057,12,730,2
4557,ENST00000525158,331.007,720.0,530,66.940495,2.0,116.2277323,1,917,768.453694055,800.7722677,16,884,2
9723,ENST00000383024,4219.991,998.896794,4419,7.28454,2.8,89.33567295,1,1427,1139.04692853,1337.66432705,89,1228,2
13138,ENST00000373203,2848.991,468.0,3048,5.055311,1.5,451.5459124,1,654,145.612484414,202.4540876,27,597,2
12071,ENST00000311085,10872.991,526.833109,11072,1.491135,2.0,1308.681788,1,736,-707.645388803,-572.681788,61,601,2
9297,ENST00000436527,997.991,1715.132,1197,52.888845,2.0,1101.402456,1,2242,960.465791221,1140.597544,70,2061,2
4529,ENST00000396979,1089.991,956.554519,1289,27.007225,2.4,36.09300607,1,1244,1152.24149882,1207.90699393,24,1188,2
6421,ENST00000455780,844.991,898.340078,1044,32.717633,2.5,109.7172573,1,1198,1007.88315657,1088.2827427,37,1117,2
2640,ENST00000590592,4669.991,1135.114865,4869,7.480262,4.5,27.78795097,1,1433,1371.62060037,1405.21204903,13,1399,2
12162,ENST00000260061,4007.991,256.269696,4207,1.967721,2.75,848.0733993,1,453,-504.382361272,-395.0733993,43,343,2
4494,ENST00000588049,639.998,733.391226,839,35.265494,5.42857142857,57.89970295,1,989,885.407284014,931.10029705,19,943,2
4483,ENST00000372969,349.005,6169.464383,548,544.012025,1.5,2657.289775,1,7236,4378.18902044,4578.710225,93,7035,2
9663,ENST00000425753,1162.991,1737.235365,1362,45.9701,3.375,1260.526868,1,2258,839.148400471,997.473132,65,2099,2
6455,ENST00000368881,1133.991,1562.93986,1333,42.415618,2.6,382.639802,1,2047,1514.64719119,1664.360198,57,1897,2
9634,ENST00000418194,3737.991,665.334112,3937,5.477654,2.33333333333,238.8328582,1,944,593.409787352,705.1671418,46,832,2
12991,ENST00000254846,6513.991,774.079831,6713,3.657056,2.0,640.9082662,1,1040,293.469839734,399.0917338,52,934,2
6469,ENST00000551466,2366.991,472.398423,2566,6.141931,2.0,14.61200764,1,658,598.5017055,643.38799236,22,613,2
12983,ENST00000366835,3898.991,527.857992,4098,4.166371,1.66666666667,546.0837884,1,713,114.723728708,166.9162116,22,660,2
9615,ENST00000393308,3993.991,402.652552,4193,3.102533,5.875,19.64209666,1,650,527.500536332,630.35790334,41,547,2
12975,ENST00000255613,2108.991,316.061872,2308,4.612012,1.5,330.4093097,1,458,93.4744373841,127.5906903,16,423,2
9614,ENST00000266744,2272.991,1611.0,2472,21.81177,1.5,1465.692639,1,2037,474.782344222,571.307361,37,1940,2
6543,ENST00000416614,3338.991,4379.0,3538,40.360148,2.57142857143,3531.47668,1,5356,1667.48349534,1824.52332,64,5198,2
9256,ENST00000395176,2285.991,825.0,2485,11.10638,1.0,671.86,1,1081,344.662735402,409.14,25,1016,2
4566,ENST00000515098,3866.991,1069.740301,4066,8.513306,3.4,298.7977471,1,1371,1018.29010898,1072.2022529,22,1317,2
6908,ENST00000354858,821.991,2523.27478,1021,94.469295,3.66666666667,1580.767995,1,3143,1424.62423614,1562.232005,60,3005,2
4579,ENST00000557894,1191.991,1103.483415,1391,28.489575,3.0,226.6605114,1,1436,1137.16992737,1209.3394886,25,1363,2
13525,ENST00000400337,5236.991,0.0,5436,0.0,3.75,17.32536487,1,61,27.939003119,43.67463513,6,45,2
6280,ENST00000485128,759.998,217.914974,959,8.824043,2.57142857143,25.15225098,1,356,300.760390999,330.84774902,11,325,2
6955,ENST00000344843,522.0,3161.985415,721,186.415607,2.0,2526.501674,1,3813,1162.19139026,1286.498326,50,3688,2
3791,ENST00000550104,4387.991,671.23308,4587,4.707612,5.63157894737,15.55564176,1,896,844.881248746,880.44435824,14,860,2
3805,ENST00000328194,4831.991,6134.066548,5031,39.067481,3.8,2290.045393,1,7485,5003.54532967,5194.954607,83,7293,2
4640,ENST00000330423,1818.991,1435.355542,2018,24.284101,2.8,376.6136704,1,1827,1376.42790725,1450.3863296,31,1753,2
4636,ENST00000397269,3458.991,1525.194556,3658,13.569657,2.66666666667,148.9886218,1,1933,1705.48793816,1784.0113782,38,1854,2
9168,ENST00000290079,568.999,938.839367,768,50.777664,1.5,747.3657356,1,1205,396.289496321,457.6342644,27,1143,2
13395,ENST00000436587,6008.991,137.747321,6208,0.705464,3.28571428571,78.95863551,1,272,119.468360565,193.04136449,27,198,2
4604,ENST00000474120,715.998,516.810706,915,22.213276,2.4,99.60355578,1,703,571.571140167,603.39644422,12,671,2
9169,ENST00000250156,1657.991,669.0,1857,12.417582,1.5,484.9645388,1,909,355.675996701,424.0354612,25,840,2
6310,ENST00000257787,1462.991,3164.0,1662,66.556111,1.0,2448.135,1,3891,1303.90965626,1442.865,48,3752,2
9823,ENST00000314891,1775.991,1126.0,1975,19.511503,1.0,992.705,1,1456,377.452474399,463.295,31,1370,2
9817,ENST00000471507,692.998,560.812763,892,24.904557,3.2,335.4255359,1,789,390.213094067,453.5744641,30,725,2
6936,ENST00000457278,1112.991,649.0,1312,17.945113,1.5,204.8208679,1,871,615.471670423,666.1791321,25,820,2
13336,ENST00000269349,1534.991,3664.105032,1734,73.460722,1.5,4010.104999,1,4476,320.926753193,465.895001,66,4331,2
6331,ENST00000307602,14198.991,1271.0,14398,2.754743,1.66666666667,712.6295406,1,1520,748.317844117,807.3704594,27,1460,2
3859,ENST00000557933,2741.991,718.696378,2941,8.066265,5.53333333333,15.4230981,1,965,911.770922957,949.5769019,15,927,2
