transcript_id,times
ENST00000307632,0
ENST00000550553,0
ENST00000550552,6
ENST00000550551,1
ENST00000510536,0
ENST00000510533,6
ENST00000527296,2
ENST00000582165,9
ENST00000528935,0
ENST00000582161,1
ENST00000582160,9
ENST00000582169,10
ENST00000297347,2
ENST00000552955,4
ENST00000429031,6
ENST00000322165,5
ENST00000429036,0
ENST00000429035,3
ENST00000322166,19
ENST00000316218,1
ENST00000316219,2
ENST00000429039,0
ENST00000429038,3
ENST00000552959,9
ENST00000552958,0
ENST00000422298,13
ENST00000567328,0
ENST00000383131,4
ENST00000266037,1
ENST00000266031,1
ENST00000591512,0
ENST00000591513,0
ENST00000266039,0
ENST00000598633,4
ENST00000457508,1
ENST00000338965,1
ENST00000338962,1
ENST00000338963,2
ENST00000338961,3
ENST00000457500,7
ENST00000338969,1
ENST00000264895,0
ENST00000264896,2
ENST00000333007,6
ENST00000549447,0
ENST00000549446,0
ENST00000549445,5
ENST00000264893,11
ENST00000558945,3
ENST00000558940,0
ENST00000264899,0
ENST00000558943,4
ENST00000448743,8
ENST00000582486,11
ENST00000503767,9
ENST00000497946,0
ENST00000497947,0
ENST00000340941,4
ENST00000340940,0
ENST00000582485,11
ENST00000497948,1
ENST00000341099,4
ENST00000315741,2
ENST00000231188,2
ENST00000597227,7
ENST00000323699,3
ENST00000504771,8
ENST00000463642,0
ENST00000253788,7
ENST00000298992,1
ENST00000273398,5
ENST00000424789,1
ENST00000424786,0
ENST00000424787,0
ENST00000424784,3
ENST00000273390,2
ENST00000273395,1
ENST00000424781,12
ENST00000274629,1
ENST00000286918,6
ENST00000427255,0
ENST00000427254,0
ENST00000427257,1
ENST00000427256,2
ENST00000274625,0
ENST00000371228,0
ENST00000542791,1
ENST00000589574,2
ENST00000542797,1
ENST00000371222,1
ENST00000557672,0
ENST00000371220,1
ENST00000371221,2
ENST00000371226,9
ENST00000371227,5
ENST00000371224,2
ENST00000371225,1
ENST00000426788,2
ENST00000426789,1
ENST00000593918,1
ENST00000393029,6
ENST00000593916,4
ENST00000426783,1
ENST00000426784,5
ENST00000426787,2
ENST00000460298,5
ENST00000371370,4
ENST00000335879,2
ENST00000335877,8
ENST00000268082,0
ENST00000335875,1
ENST00000599877,1
ENST00000557723,0
ENST00000335870,2
ENST00000507489,1
ENST00000507488,19
ENST00000507481,2
ENST00000507483,0
ENST00000507482,0
ENST00000428245,0
ENST00000242577,0
ENST00000242576,2
ENST00000371376,2
ENST00000371377,4
ENST00000425952,0
ENST00000371378,3
ENST00000425953,1
ENST00000462598,1
ENST00000505420,0
ENST00000505425,6
ENST00000568369,18
ENST00000505427,6
ENST00000505426,5
ENST00000536306,15
ENST00000484100,0
ENST00000290942,0
ENST00000537516,0
ENST00000392776,10
ENST00000290949,7
ENST00000328945,1
ENST00000296733,0
ENST00000296734,1
ENST00000372935,4
ENST00000296736,4
ENST00000328942,0
ENST00000426124,0
ENST00000296739,0
ENST00000426126,6
ENST00000426127,0
ENST00000426121,0
ENST00000426123,26
ENST00000370578,7
ENST00000308448,6
ENST00000370571,3
ENST00000370570,1
ENST00000308440,1
ENST00000588717,2
ENST00000370575,1
ENST00000370574,2
ENST00000435603,4
ENST00000435602,2
ENST00000543448,5
ENST00000300692,5
ENST00000430545,0
ENST00000430547,0
ENST00000584137,3
ENST00000430541,0
ENST00000430540,0
ENST00000430542,0
ENST00000537776,4
ENST00000537770,1
ENST00000430548,1
ENST00000582995,1
ENST00000515286,0
ENST00000515287,3
ENST00000515280,2
ENST00000515282,0
ENST00000515283,2
ENST00000343638,10
ENST00000456755,0
ENST00000526468,0
ENST00000537512,1
ENST00000343631,5
ENST00000343632,9
ENST00000532694,3
ENST00000407192,6
ENST00000393614,3
ENST00000393612,5
ENST00000393611,4
ENST00000532693,2
ENST00000321453,5
ENST00000509223,1
ENST00000406829,1
ENST00000333822,0
ENST00000483457,3
ENST00000297063,1
ENST00000406824,0
ENST00000503489,0
ENST00000503488,1
ENST00000570702,0
ENST00000503485,3
ENST00000553805,2
ENST00000538974,0
ENST00000570709,5
ENST00000553802,4
ENST00000551099,6
ENST00000309318,3
ENST00000432378,10
ENST00000432379,5
ENST00000438710,3
ENST00000432376,4
ENST00000309315,11
ENST00000438715,2
ENST00000438716,3
ENST00000438717,3
ENST00000358065,5
ENST00000547879,5
ENST00000358067,1
ENST00000358066,5
ENST00000549858,0
ENST00000439442,1
ENST00000439440,0
ENST00000547871,0
ENST00000549856,0
ENST00000547876,0
ENST00000431635,1
ENST00000431636,4
ENST00000431637,0
ENST00000431630,0
ENST00000396398,4
ENST00000431632,2
ENST00000440121,2
ENST00000440122,0
ENST00000396396,0
ENST00000396391,19
ENST00000431639,2
ENST00000440126,1
ENST00000396392,0
ENST00000508791,1
ENST00000599300,4
ENST00000162391,2
ENST00000583641,16
ENST00000508793,3
ENST00000478909,0
ENST00000583648,5
ENST00000312962,4
ENST00000312960,2
ENST00000377084,0
ENST00000377086,1
ENST00000377080,2
ENST00000377081,1
ENST00000377083,4
ENST00000531342,0
ENST00000298569,6
ENST00000531340,0
ENST00000531349,0
ENST00000531348,8
ENST00000298564,4
ENST00000376936,4
ENST00000376931,6
ENST00000379696,9
ENST00000530697,2
ENST00000530692,3
ENST00000376939,0
ENST00000282282,2
ENST00000327857,0
ENST00000282286,4
ENST00000327858,1
ENST00000409345,0
ENST00000392432,11
ENST00000574717,0
ENST00000256324,10
ENST00000158166,2
ENST00000447475,4
ENST00000393799,22
ENST00000447473,3
ENST00000447472,7
ENST00000558829,0
ENST00000447478,0
ENST00000524077,3
ENST00000209668,0
ENST00000524074,2
ENST00000524073,0
ENST00000600021,1
ENST00000524070,0
ENST00000379698,12
ENST00000209665,0
ENST00000409545,3
ENST00000409544,7
ENST00000298386,0
ENST00000409845,0
ENST00000336128,5
ENST00000372181,2
ENST00000311434,1
ENST00000311437,2
ENST00000543444,3
ENST00000409541,2
ENST00000539026,0
ENST00000378123,0
ENST00000346986,1
ENST00000409543,13
ENST00000372185,4
ENST00000472991,6
ENST00000472994,1
ENST00000261211,6
ENST00000261210,3
ENST00000435208,1
ENST00000261219,6
ENST00000400256,1
ENST00000594268,0
ENST00000594261,0
ENST00000594262,1
ENST00000400259,11
ENST00000375240,5
ENST00000375241,6
ENST00000375242,7
ENST00000375244,2
ENST00000375245,3
ENST00000375247,2
ENST00000375248,3
ENST00000375249,2
ENST00000290378,0
ENST00000288699,0
ENST00000560558,2
ENST00000367612,2
ENST00000367614,0
ENST00000367615,0
ENST00000367616,0
ENST00000367618,7
ENST00000367619,3
ENST00000560552,0
ENST00000559547,0
ENST00000559540,10
ENST00000252318,0
ENST00000247270,3
ENST00000216341,0
ENST00000405755,1
ENST00000472333,2
ENST00000548981,3
ENST00000522028,1
ENST00000522024,17
ENST00000522025,0
ENST00000317876,0
ENST00000440909,2
ENST00000546918,18
ENST00000546919,3
ENST00000440902,2
ENST00000440903,0
ENST00000546917,0
ENST00000546910,0
ENST00000546911,0
ENST00000508247,4
ENST00000403750,3
ENST00000403751,0
ENST00000403754,8
ENST00000358894,2
ENST00000358896,5
ENST00000358897,2
ENST00000358892,0
ENST00000284027,2
ENST00000412601,10
ENST00000412606,2
ENST00000412608,2
ENST00000413551,2
ENST00000413553,3
ENST00000413555,18
ENST00000413554,3
ENST00000413557,0
ENST00000287598,2
ENST00000561201,0
ENST00000398391,5
ENST00000561208,20
ENST00000441059,4
ENST00000415389,1
ENST00000415386,1
ENST00000317296,11
ENST00000415384,1
ENST00000441054,0
ENST00000441053,0
ENST00000441052,6
ENST00000415380,6
ENST00000441050,0
ENST00000404406,3
ENST00000404405,9
ENST00000280614,1
ENST00000352241,2
ENST00000562955,9
ENST00000562958,13
ENST00000562959,1
ENST00000348628,0
ENST00000324382,0
ENST00000451023,0
ENST00000451021,1
ENST00000451027,0
ENST00000348624,1
ENST00000451024,0
ENST00000367820,6
ENST00000367826,3
ENST00000524858,0
ENST00000449407,4
ENST00000524851,26
ENST00000524850,2
ENST00000524853,0
ENST00000524855,0
ENST00000524854,2
ENST00000544516,1
ENST00000357542,1
ENST00000357540,9
ENST00000357546,0
ENST00000357545,0
ENST00000357544,0
ENST00000357549,1
ENST00000544518,0
ENST00000544519,2
ENST00000354082,5
ENST00000444100,2
ENST00000510085,1
ENST00000270257,6
ENST00000510080,5
ENST00000435572,0
ENST00000312513,2
ENST00000527507,0
ENST00000312511,1
ENST00000527502,5
ENST00000510088,0
ENST00000312515,4
ENST00000369073,2
ENST00000369070,2
ENST00000369071,0
ENST00000369076,2
ENST00000369077,2
ENST00000369075,5
ENST00000429543,2
ENST00000429542,0
ENST00000429541,11
ENST00000429546,3
ENST00000429544,7
ENST00000521908,0
ENST00000521903,2
ENST00000521904,0
ENST00000521905,0
ENST00000521906,0
ENST00000521907,0
ENST00000447532,36
ENST00000447531,2
ENST00000395743,0
ENST00000395839,21
ENST00000478006,8
ENST00000395831,6
ENST00000395833,2
ENST00000530224,2
ENST00000395835,3
ENST00000395834,4
ENST00000395837,21
ENST00000586065,3
ENST00000586066,1
ENST00000567206,0
ENST00000586061,0
ENST00000344629,11
ENST00000344626,1
ENST00000353533,2
ENST00000344624,4
ENST00000344622,0
ENST00000344620,12
ENST00000355560,3
ENST00000221999,0
ENST00000355568,1
ENST00000375626,0
ENST00000506442,2
ENST00000482155,0
ENST00000437626,1
ENST00000506446,3
ENST00000506447,5
ENST00000506445,3
ENST00000422595,11
ENST00000366543,16
ENST00000366542,18
ENST00000306065,6
ENST00000366541,8
ENST00000597515,8
ENST00000314583,2
ENST00000314586,2
ENST00000314584,10
ENST00000314589,2
ENST00000274392,17
ENST00000590959,1
ENST00000590958,9
ENST00000487657,0
ENST00000265272,0
ENST00000265271,2
ENST00000590950,3
ENST00000265277,3
ENST00000590956,7
ENST00000590955,0
ENST00000590954,7
ENST00000496529,3
ENST00000340635,1
ENST00000340634,0
ENST00000221992,0
ENST00000380367,0
ENST00000340630,1
ENST00000380365,1
ENST00000380368,6
ENST00000507311,1
ENST00000507310,4
ENST00000507313,2
ENST00000285928,1
ENST00000507319,4
ENST00000507318,0
ENST00000446526,4
ENST00000446524,0
ENST00000446525,0
ENST00000446520,0
ENST00000446521,0
ENST00000451813,4
ENST00000451816,0
ENST00000451814,7
ENST00000220062,0
ENST00000339772,2
ENST00000339773,1
ENST00000339775,3
ENST00000376257,1
ENST00000325568,51
ENST00000400445,2
ENST00000513040,8
ENST00000556831,6
ENST00000556834,0
ENST00000556835,0
ENST00000424011,11
ENST00000414248,6
ENST00000414245,3
ENST00000414247,3
ENST00000414241,16
ENST00000414242,4
ENST00000379799,6
ENST00000595820,0
ENST00000379792,8
ENST00000379791,0
ENST00000595828,0
ENST00000379795,7
ENST00000449294,5
ENST00000449297,4
ENST00000341947,3
ENST00000449291,3
ENST00000449290,0
ENST00000341942,2
ENST00000565224,11
ENST00000565227,3
ENST00000565226,2
ENST00000341948,0
ENST00000341949,13
ENST00000565223,3
ENST00000395290,13
ENST00000356876,5
ENST00000533150,0
ENST00000452543,7
ENST00000452542,0
ENST00000328432,2
ENST00000328435,0
ENST00000395297,1
ENST00000333598,0
ENST00000328439,1
ENST00000503085,0
ENST00000244891,0
ENST00000333592,0
ENST00000291525,2
ENST00000291526,1
ENST00000291527,0
ENST00000455001,0
ENST00000455005,0
ENST00000455004,1
ENST00000455009,13
ENST00000455008,0
ENST00000608263,4
ENST00000608264,1
ENST00000393708,2
ENST00000494311,0
ENST00000578740,0
ENST00000598962,4
ENST00000249910,8
ENST00000398536,0
ENST00000578749,4
ENST00000374429,2
ENST00000458550,4
ENST00000449878,1
ENST00000458552,1
ENST00000397885,1
ENST00000550295,1
ENST00000535764,0
ENST00000550298,2
ENST00000550299,1
ENST00000449873,1
ENST00000585577,2
ENST00000585575,4
ENST00000402259,1
ENST00000553929,1
ENST00000393703,5
ENST00000588164,1
ENST00000553921,0
ENST00000397881,7
ENST00000469730,0
ENST00000469731,4
ENST00000553924,7
ENST00000566758,0
ENST00000303892,4
ENST00000268942,4
ENST00000566752,3
ENST00000566753,6
ENST00000008876,1
ENST00000271277,2
ENST00000591726,4
ENST00000382181,1
ENST00000382180,0
ENST00000382183,15
ENST00000382185,13
ENST00000382186,8
ENST00000599029,9
ENST00000588162,6
ENST00000332645,6
ENST00000332644,0
ENST00000332647,0
ENST00000345913,0
ENST00000548619,0
ENST00000591236,7
ENST00000591231,0
ENST00000591230,6
ENST00000591232,0
ENST00000548610,5
ENST00000548613,0
ENST00000548615,0
ENST00000591238,2
ENST00000548617,0
ENST00000258214,1
ENST00000528553,0
ENST00000329908,28
ENST00000242827,9
ENST00000514608,0
ENST00000303236,1
ENST00000303230,0
ENST00000585669,0
ENST00000514600,0
ENST00000271857,2
ENST00000271854,3
ENST00000416480,1
ENST00000416481,0
ENST00000271850,14
ENST00000416488,12
ENST00000500728,1
ENST00000583937,0
ENST00000517559,9
ENST00000555518,0
ENST00000583930,0
ENST00000583932,0
ENST00000517552,2
ENST00000555516,1
ENST00000517551,1
ENST00000450636,0
ENST00000555512,0
ENST00000222033,0
ENST00000298816,1
ENST00000298815,2
ENST00000298819,0
ENST00000298818,1
ENST00000375143,7
ENST00000594587,0
ENST00000424425,0
ENST00000424424,3
ENST00000591492,3
ENST00000319471,3
ENST00000591497,5
ENST00000598776,0
ENST00000299140,0
ENST00000598774,2
ENST00000437900,0
ENST00000437901,8
ENST00000598770,3
ENST00000375147,2
ENST00000594583,7
ENST00000598779,4
ENST00000590544,0
ENST00000590545,0
ENST00000590546,6
ENST00000356740,2
ENST00000590542,0
ENST00000400198,4
ENST00000465739,1
ENST00000375144,11
ENST00000264914,3
ENST00000264917,11
ENST00000587941,2
ENST00000587943,5
ENST00000587945,1
ENST00000587947,0
ENST00000587948,8
ENST00000325962,0
ENST00000325963,0
ENST00000513381,0
ENST00000538105,5
ENST00000295992,0
ENST00000337963,6
ENST00000438025,5
ENST00000583463,5
ENST00000479780,4
ENST00000417752,0
ENST00000417751,1
ENST00000341116,8
ENST00000341115,3
ENST00000341114,41
ENST00000504637,1
ENST00000607795,0
ENST00000341119,1
ENST00000417758,15
ENST00000504630,9
ENST00000380125,4
ENST00000252487,8
ENST00000442316,0
ENST00000252482,0
ENST00000252483,0
ENST00000331523,4
ENST00000247706,5
ENST00000542617,8
ENST00000542616,0
ENST00000542614,4
ENST00000542613,2
ENST00000318709,4
ENST00000551505,1
ENST00000551509,2
ENST00000414281,19
ENST00000542619,0
ENST00000542618,4
ENST00000455871,0
ENST00000455873,0
ENST00000309902,2
ENST00000455876,1
ENST00000464068,2
ENST00000455878,1
ENST00000455879,4
ENST00000464064,0
ENST00000433119,1
ENST00000241704,2
ENST00000433112,1
ENST00000433111,3
ENST00000300150,1
ENST00000300151,2
ENST00000461727,0
ENST00000461724,1
ENST00000472031,1
ENST00000542479,0
ENST00000255432,0
ENST00000268122,0
ENST00000512039,0
ENST00000268124,4
ENST00000268125,0
ENST00000512036,0
ENST00000542912,6
ENST00000512035,0
ENST00000372856,17
ENST00000372857,18
ENST00000372850,5
ENST00000372851,0
ENST00000372852,1
ENST00000372853,4
ENST00000372858,21
ENST00000533848,1
ENST00000599809,4
ENST00000436693,4
ENST00000531169,4
ENST00000533842,0
ENST00000599803,1
ENST00000599801,0
ENST00000320602,2
ENST00000436699,0
ENST00000422218,8
ENST00000431503,3
ENST00000577745,1
ENST00000253354,0
ENST00000577747,21
ENST00000292614,5
ENST00000531165,17
ENST00000422211,2
ENST00000431501,0
ENST00000440072,0
ENST00000509924,0
ENST00000509927,0
ENST00000509921,6
ENST00000308769,5
ENST00000509923,0
ENST00000399728,8
ENST00000438699,1
ENST00000359273,11
ENST00000440292,3
ENST00000359271,1
ENST00000438696,0
ENST00000438691,0
ENST00000359276,2
ENST00000438693,0
ENST00000359274,10
ENST00000447923,1
ENST00000447924,2
ENST00000498107,7
ENST00000498104,2
ENST00000460890,0
ENST00000544286,4
ENST00000473783,1
ENST00000544284,3
ENST00000473781,3
ENST00000544280,4
ENST00000544281,3
ENST00000582818,0
ENST00000278187,6
ENST00000242057,1
ENST00000515560,0
ENST00000582812,4
ENST00000287202,3
ENST00000515567,3
ENST00000515566,0
ENST00000456596,3
ENST00000532719,0
ENST00000545843,3
ENST00000437124,7
ENST00000437125,0
ENST00000503843,0
ENST00000437120,3
ENST00000532713,0
ENST00000532715,0
ENST00000437129,3
ENST00000377988,4
ENST00000377984,1
ENST00000377981,0
ENST00000377982,3
ENST00000392867,8
ENST00000392865,2
ENST00000392863,2
ENST00000392861,0
ENST00000392869,12
