,EffectiveLength,Length,Name,NumReads,TPM,count,deviation,mean,std
36338,6883.991,7083,ENST00000608694,82.0,0.366578,98,1.983450535498226,79.695,9.228866398426188
72751,2997.991,3197,ENST00000556084,4.809993,0.049375,6,1.9823994742375053,15.170776409362094,4.626099092812497
7075,2040.991,2257,ENST00000453837,32.0,0.482505,45,1.982109765902885,33.4,5.852349955359815
7384,2728.991,2928,ENST00000373012,52.0,0.5864,82,1.9820452921012361,66.53,7.805068865807656
40017,5367.991,5567,ENST00000314641,5.279558,0.030268,8,1.981788828602787,3.7949523290595475,2.121844472150507
69819,558.999,758,ENST00000567415,3.0,0.165159,3,1.981517213164459,1.04,0.9891410415102596
39685,3358.991,3558,ENST00000369950,3.0,0.027486,3,1.9811539926889097,0.98,1.019607767722471
45598,775.998,975,ENST00000520755,49.273016999999996,1.954076,74,1.9809869925713193,42.0302961647297,16.13827044556898
88426,347.005,546,ENST00000595773,7.147815,0.633914,10,1.9808786978628923,26.53262744355823,8.346107947647052
82290,613.998,813,ENST00000302964,3.0,0.150365,3,1.9805782317274048,1.025,0.9971835337589571
3328,4280.991,4480,ENST00000263196,870.6514599999999,6.258829,1286,1.9798148757044882,1383.7196506907503,49.357973763066205
68617,1245.991,1445,ENST00000448430,6.85698,0.16935999999999998,5,1.9783332806815104,11.54,3.305813061865417
31626,350.005,549,ENST00000504082,109.340483,9.613896,110,1.9767444062667772,89.41141899605795,10.415398641661042
27603,215.01,414,ENST00000350025,3.0,0.42939399999999994,3,1.9765197081296464,0.665847687911618,1.1809405706848017
12564,3772.991,3972,ENST00000336184,362.931552,2.960275,58,1.9762151636088001,271.8233593865592,108.19842055866667
40787,222.01,421,ENST00000421450,51.645796999999995,7.159062,79,1.9760190673078561,61.05980351196353,9.078959198748185
26045,536.999,736,ENST00000506860,47.361376,2.71421,40,1.9748945227603503,26.8699762275744,6.648468371907527
25184,1675.991,1875,ENST00000430267,0.0,0.0,7,1.9747964209107227,22.486131864614684,7.8418877513829495
79792,505.0,704,ENST00000333383,8.872925,0.540715,16,1.972667433241785,7.132947202198572,4.494955737789896
56119,1064.991,1264,ENST00000393136,86.262309,2.49269,99,1.971758550778757,26.901733256803073,36.56546422213882
6155,4978.991,5178,ENST00000427824,6.0,0.037085,8,1.9713496698834239,3.97,2.044284715982586
6030,5277.991,5477,ENST00000312413,223.39671099999998,1.30257,202,1.9702367951899284,333.8728172485499,66.93247104637365
74647,546.999,746,ENST00000574838,287.881412,16.196448,296,1.9701705951865662,254.78921466663493,20.917369000455817
59107,4801.991,5001,ENST00000608229,20.0,0.128175,22,1.9701628686266757,14.805,3.65198233840198
60553,492.001,691,ENST00000418179,0.0,0.0,2,1.9676196027593569,16.707334478021306,7.474683855251282
55348,2293.991,2493,ENST00000526036,51.0,0.684182,60,1.9664052451685767,46.81829521589702,6.703452819041345
9566,5501.991,5701,ENST00000393276,0.0,0.0,1,1.9647185363872635,6.977200328015801,3.042267997840909
53614,3580.991,3780,ENST00000420244,46.57216,0.40023600000000004,65,1.9633836685104342,143.7202792222506,40.0941906998613
91332,644.998,844,ENST00000323813,49.081784000000006,2.341827,59,1.9630574193942059,77.21975393090003,9.281314825993523
83512,4020.991,4220,ENST00000306560,6.0,0.045921,7,1.962999466831136,15.943379765197852,4.555976665462433
54355,370.005,569,ENST00000534177,1.0,0.083174,1,1.962844277216465,0.19023413872299003,0.4125471748708204
44210,955.9910000000001,1155,ENST00000371911,7.733608,0.248955,13,1.962357997999097,4.289160213127301,4.438965670766822
80714,1862.991,2062,ENST00000382192,8.0,0.132152,8,1.9613123672502795,3.623600423422201,2.231362861752319
27580,2001.991,2201,ENST00000200652,1.0,0.015372,3,1.9611613513818402,1.0,1.019803902718557
29683,1390.991,1590,ENST00000515169,2.0,0.044249000000000004,3,1.9607118737213372,9.581899107822444,3.356892563378175
7857,753.998,953,ENST00000432082,18.272011,0.745777,24,1.9603326321577785,11.75736455499047,6.245182702250795
549,4540.991,4740,ENST00000377051,204.77666499999998,1.387787,223,1.960206885678471,63.622220440520124,81.30661142143458
70603,4579.991,4779,ENST00000258821,245.0,1.6462450000000002,282,1.9597635442590635,248.85506049175493,16.91272378514232
4113,2514.991,2714,ENST00000343605,41.661913,0.509795,56,1.959166968788971,42.18185686128952,7.0530706973137445
37097,2092.991,2292,ENST00000333319,112.0,1.646811,140,1.9589334844551007,116.955,11.76405436063605
61280,4325.991,4525,ENST00000377208,6.0,0.042683,8,1.9582976516036406,4.12,1.9813126961688825
14477,1922.991,2122,ENST00000607057,68.0,1.0882399999999999,75,1.9581619019881973,59.7,7.813449942247021
61014,33.025999999999996,225,ENST00000400396,1.0,0.9318420000000001,1,1.9574632380786146,0.13361576802827144,0.4426056209475201
34656,1137.991,1337,ENST00000609770,11.209064,0.303126,14,1.957354878915588,8.286960486085151,2.918755089051599
65063,6436.991,6636,ENST00000338356,93.69300799999999,0.447937,113,1.956107040112952,18.738037584953013,48.18855025929665
71363,434.00199999999995,633,ENST00000206446,1.0,0.070909,1,1.955684165690214,0.08602325353786,0.46734373703924365
47387,660.998,860,ENST00000607710,1.0,0.046557999999999995,2,1.9547717086843504,7.08,2.5987689393249247
5074,1181.991,1381,ENST00000381019,69.92219,1.820514,47,1.954067168011878,20.233975692878165,13.697596861194045
16919,364.005,563,ENST00000507330,0.0,0.0,1,1.9533077158170256,0.07136920002527158,0.47541449432420974
14645,3260.991,3460,ENST00000425755,264.172465,2.49305,339,1.951873994501877,263.4328481800001,38.71517937779831
11856,535.999,735,ENST00000458395,81.082954,4.655412999999999,69,1.9516827965974188,47.35822200789696,11.08877837619592
26238,8688.991,8888,ENST00000282878,3.0,0.010625,3,1.9516042990550762,1.035,1.0068639431422701
78063,1813.991,2013,ENST00000397861,3.3002029999999998,0.055987999999999996,12,1.9502172819201296,8.522048244850344,1.7833662881529597
79411,1530.991,1730,ENST00000409257,42.886133,0.86206,78,1.9497892615516799,138.9411179091085,31.25523312227619
23748,1873.991,2073,ENST00000272879,33.353095,0.547724,48,1.9488900576517725,25.759194196146936,11.412037183180628
5944,427.00300000000004,626,ENST00000470413,2.602193,0.18754300000000002,2,1.9476562106025703,10.71848111524835,4.476396331029595
50567,3945.991,4145,ENST00000335997,1199.647764,9.356011,1351,1.9472383174264174,1158.0253360090346,99.10171870796577
3756,368.005,567,ENST00000402849,914.8020119999999,76.500828,1118,1.9461545889102645,1192.127667693,38.08930087846063
49338,1650.991,1850,ENST00000479808,7.937428,0.147954,8,1.9459998776653453,3.3277452530274507,2.400953258320831
49627,4028.991,4228,ENST00000336279,639.9620160000001,4.888222,652,1.9457697737850967,525.3048477062802,65.11312592098723
14369,1657.991,1857,ENST00000465644,0.0,0.0,1,1.945281362864021,28.42080934099473,14.096063358476487
19672,801.9910000000001,1001,ENST00000402218,0.0,0.0,3,1.945086130348187,0.30043374881586127,1.3878903402086844
12143,8939.991,9139,ENST00000367302,6.774137,0.023319,25,1.9445017361929804,9.884937613684013,7.773231622774908
26007,4360.991,4560,ENST00000230882,0.0,0.0,15,1.9432633707215696,7.180779662356602,4.023757384332304
34657,290.007,489,ENST00000430244,2.0,0.212234,2,1.9408351374795387,6.86,2.5040766761423274
21246,2238.991,2438,ENST00000306279,0.0,0.0,1,1.9405977369282075,5.01,2.066373635139589
39515,2132.991,2332,ENST00000281156,2.0,0.028856,3,1.9401741657363691,1.105,0.9767164378672036
51470,470.001,669,ENST00000488769,13.874084,0.9084450000000001,19,1.9397880965828558,11.172785221593802,4.035087539816681
45147,1821.991,2021,ENST00000409586,89.99999100000001,1.52016,120,1.9394867878818598,63.89249109242665,28.929049302186343
88880,358.005,557,ENST00000569031,15.190159,1.305768,18,1.9379465800626956,36.73201121000044,9.665906894809467
11928,485.001,684,ENST00000457321,5.0,0.317264,5,1.9357023505908115,2.085,1.5059133441204373
35318,596.998,796,ENST00000609256,6.633338,0.341942,8,1.9348504314294623,2.844995914926,2.664290738620813
91831,1802.991,2002,ENST00000590868,15.322569,0.261536,50,1.9345411254600577,103.61587067080956,27.715032761611123
84263,753.998,953,ENST00000253461,76.638839,3.1280349999999997,102,1.9341540655133262,81.80763333642048,10.439895675125781
2688,2035.991,2235,ENST00000329553,23.0,0.347652,36,1.9335471567749425,26.025,5.158912191538059
88790,972.9910000000001,1172,ENST00000601181,3.0,0.094887,3,1.9329216548545252,1.045,1.011422265920621
20174,2302.991,2502,ENST00000294964,11.0,0.146992,16,1.9328170357459133,24.46,4.3770309571671975
54885,401.004,600,ENST00000529069,2.3655939999999998,0.181545,2,1.9323066139487513,7.9450652983835015,3.0766676755478812
84940,257.008,456,ENST00000482627,15.878353,1.901307,20,1.9319887816970167,31.760469738239003,6.0872350034604565
18932,6843.991,7043,ENST00000330198,51.025738,0.229442,51,1.9304492157096664,70.71201700185553,10.211103634036315
68108,1825.991,2025,ENST00000564494,85.86514,1.447143,80,1.9280335310060877,127.30731932165547,24.536564619272745
49350,2515.991,2715,ENST00000602455,25.0,0.305791,35,1.92596139513996,25.695,4.831353330072228
17816,50.582,248,ENST00000602890,14.01999,8.529952999999999,20,1.925042050896061,12.984537849198295,3.6443163137845094
82346,3947.991,4147,ENST00000565549,7.0,0.054564999999999995,9,1.923946702644445,4.93,2.1154432159715375
60371,2711.991,2911,ENST00000325980,3.0,0.034043000000000004,3,1.9237281323012616,1.05,1.0136567466356645
16754,2129.991,2329,ENST00000523403,2.435579,0.03519,1,1.9228890565895007,6.16930595991225,2.688301720891116
37827,2516.991,2716,ENST00000230582,16.823437,0.205696,30,1.922652950690765,17.684369275840393,6.405540178083041
24435,695.998,895,ENST00000409516,152.63556200000002,6.7490190000000005,181,1.9225163118270554,228.45271716203007,24.682608345171115
46750,1949.991,2149,ENST00000391681,40.976721999999995,0.646692,42,1.919688440925485,11.30720127230827,15.988427118358164
81651,239.00900000000001,438,ENST00000562842,0.0,0.0,1,1.9195731165658168,0.08765990978122,0.47528280238211934
68180,369.005,568,ENST00000409481,1.077329,0.089848,1,1.9192211819048683,6.248234415424202,2.7345646582616476
59790,3068.991,3268,ENST00000369839,192.08942,1.9261979999999999,162,1.9192076266527118,224.11880168236593,32.36690018302359
58033,246.00900000000001,445,ENST00000437302,22.196279,2.7766580000000003,15,1.918324452418278,4.617251234689406,5.4124049517389485
69951,1750.991,1950,ENST00000450735,43.690396,0.767883,53,1.9182122482300474,26.530204646841376,13.799200467822345
39563,5476.991,5676,ENST00000370479,93.153494,0.52342,140,1.9171043343551672,87.11616752938444,27.585265717112595
66573,909.9910000000001,1109,ENST00000548673,0.206,0.006967,18,1.917073839668356,4.20908705741251,7.193730704172171
18094,2103.991,2303,ENST00000358316,42.600474,0.623108,47,1.9165976162347376,33.31004511394604,7.142842488215464
68233,893.9910000000001,1093,ENST00000560750,12.186537,0.419508,13,1.9165335135706572,4.682408488789048,4.339914461351947
43311,362.005,561,ENST00000457681,1.0,0.085012,1,1.9162172349259248,5.88,2.546684118613851
37702,267.007,466,ENST00000607586,7.0,0.806804,8,1.9160916756276631,4.275,1.944061470221556
25815,448.00199999999995,647,ENST00000607051,0.0,0.0,1,1.9144474067518935,5.21,2.199067984397026
43675,2006.991,2206,ENST00000606827,2.0,0.030667000000000003,3,1.9139067660174387,8.8139369072153,3.0377325638036465
84915,325.007,524,ENST00000589363,28.494308,2.698106,44,1.9124909884279573,72.00038320492044,14.640792230836283
42249,1294.991,1494,ENST00000377753,41.531193,0.9869629999999999,40,1.912422893717386,20.077085931962756,10.417629977912936
64744,1300.991,1500,ENST00000542466,159.56284,3.7744230000000005,220,1.9123792515862963,191.10241800967486,15.110800834277473
87712,251.00900000000001,450,ENST00000413796,3.0,0.367811,3,1.912117615660089,8.035,2.633206220560784
18125,3109.991,3321,ENST00000232564,2.9096490000000004,0.028792,3,1.9118601522883953,9.715678674239195,3.5126411658305043
10019,1790.991,1990,ENST00000443602,7.082428,0.121698,10,1.9103556902909382,5.158046482001749,2.534582194617822
91912,2146.991,2346,ENST00000400466,0.0,0.0,15,1.9103061827137482,2.76858933804004,6.402853517745635
7042,1987.991,2187,ENST00000271064,0.0,0.0,3,1.9102874954905154,9.88963413520645,3.6065954216160323
17247,1087.991,1301,ENST00000324194,99.52069,2.8150180000000002,102,1.9094496392693787,62.21686631382947,20.83486930893497
59916,3606.991,3806,ENST00000265277,126.03188300000001,1.075297,159,1.9093040033666633,67.01889973678696,48.1751989735649
43590,1888.991,2088,ENST00000394215,405.391677,6.604471,439,1.9092814582128166,374.57920454604493,33.74085846633433
57323,379.005,578,ENST00000607898,7.0,0.56839,8,1.9090374452604997,4.035,2.0769629269681253
36184,390.005,589,ENST00000489978,1.4182219999999999,0.11191,1,1.9088387734584462,0.10992504033630299,0.46629132435897325
35628,873.9910000000001,1073,ENST00000422757,1.0,0.035212,1,1.9085106757558223,0.18629783834326702,0.4263545244956436
27647,517.0,716,ENST00000510685,0.0,0.0,1,1.9084674657811467,5.759978561991594,2.4941366029749465
4213,2455.991,2655,ENST00000266095,470.47852800000004,5.895303,1160,1.9078460068220056,1014.0498722636901,76.49995189047063
71181,994.9910000000001,1194,ENST00000267426,4.999975,0.154647,1,1.90730957808281,5.675820962358,2.451527017998852
11741,3926.991,4126,ENST00000367589,408.12978,3.1983900000000003,460,1.9071440497498746,409.0690623734151,26.705343853425546
22296,6820.991,7020,ENST00000451531,22.546481,0.101724,25,1.906892648102729,36.74077939453051,6.157021689821947
34703,2142.991,2342,ENST00000344575,13.0,0.18668800000000002,20,1.903731594123784,13.565,3.380203396247037
69038,486.001,685,ENST00000570251,8.788893,0.5565319999999999,14,1.9036685576958263,7.948390550617798,3.1789196837431537
60716,692.998,892,ENST00000454681,1.0,0.044407999999999996,1,1.9032645120191483,5.86,2.5535073918044584
66309,372.005,571,ENST00000602695,9.0,0.744538,10,1.902718889473659,5.59,2.317735964254772
10765,3282.991,3482,ENST00000359511,961.1554199999999,9.009838,1192,1.901784131569474,1127.285,34.02857292041498
39680,8465.991,8665,ENST00000369981,597.107329,2.1705389999999998,691,1.9001437594702744,484.6672824463952,108.58795105646462
12324,7539.991,7739,ENST00000367161,64.149625,0.261828,84,1.8999748479647391,29.773251225897756,28.54077191189671
11453,3471.991,3671,ENST00000236137,116.929654,1.0364280000000001,98,1.8997291542149752,142.31632821813662,23.327708647209473
30333,341.005,540,ENST00000509560,0.0,0.0,5,1.8991932755002834,1.143311807848471,2.030698108456394
22242,3940.991,4140,ENST00000259234,151.940309,1.186481,287,1.8991799477439117,399.823960089645,59.406671928940554
24552,3169.991,3369,ENST00000281828,431.867238,4.192618,492,1.8984680250761576,431.9097195538099,31.651984469835647
81272,1918.991,2118,ENST00000552015,1.605226,0.025743000000000002,1,1.8973502329216665,6.758675423635796,3.0351146160127764
92067,1316.991,1516,ENST00000591206,42.549924,0.994281,44,1.8950554813345868,22.941818333084843,11.112171582483167
38620,2445.991,2645,ENST00000418724,0.10017999999999999,0.00126,72,1.893981713450019,12.845789216153566,31.23272540794121
30984,811.9910000000001,1011,ENST00000512706,120.42613899999999,4.56418,133,1.893976135083382,101.01245816220697,16.88909445333892
9006,1201.991,1401,ENST00000545882,338.432004,8.664896,355,1.8939160807660278,275.28988214485014,42.08746029703158
66081,2027.991,2227,ENST00000578927,11.0,0.166924,16,1.8934422611616046,25.505,5.019957669144235
55598,1442.991,1642,ENST00000513207,9.0,0.191943,9,1.8933580994507146,4.92,2.154901389855229
63294,1209.991,1409,ENST00000440781,28.054056,0.713521,19,1.8932973314274173,3.3338648573023675,8.27452449367075
9358,2220.991,2420,ENST00000472422,0.0,0.0,1,1.8924952832439468,9.239638515126888,4.353848904184973
56101,1140.991,1340,ENST00000393150,681.7141889999999,18.387101,844,1.8921866327503076,896.8660556290843,27.93913386452955
80497,1101.991,1301,ENST00000567494,8.027339,0.224175,3,1.8918018179378724,14.000401701134598,5.814774886475902
20570,280.007,479,ENST00000410073,39.540076,4.345716,41,1.891488335393105,27.661916720586504,7.051633906397559
34597,1800.991,2000,ENST00000476120,21.024321,0.359256,24,1.89093641028468,41.796329525584014,9.411384448885185
66765,5769.991,5969,ENST00000604567,0.0,0.0,2,1.8902522724401076,42.515331981038834,21.43382265518348
5916,2081.991,2281,ENST00000377223,299.679821,4.4296739999999994,303,1.8890953015935228,267.0837281066249,19.012419258614624
39430,608.998,808,ENST00000370882,8.0,0.40426599999999996,10,1.888654759220362,4.191692971849184,3.0753672685782387
92953,3382.991,3582,ENST00000580243,0.0,0.0,3,1.8872755418347174,38.126027256652286,18.612029074728788
11725,1057.991,1257,ENST00000567904,19.0,0.552669,24,1.887178733484826,15.955,4.262977246010115
33582,1509.991,1709,ENST00000399310,9.0,0.183426,12,1.8866639881013991,3.495602358461453,4.507637658413543
12294,2019.991,2219,ENST00000444037,8.0,0.12188,11,1.8844459036110228,6.0,2.6532998322843198
36950,2032.991,2232,ENST00000357922,1.4326299999999998,0.021687,1,1.8834418953969978,11.046259575012899,5.333989649250802
14613,8887.991,9105,ENST00000396077,168.797654,0.584461,313,1.8831010645211324,417.6101939924098,55.55208690777937
51489,590.998,790,ENST00000397472,9.534669000000001,0.496492,15,1.878308483599578,29.870603702149648,7.917018866704856
34708,1373.991,1573,ENST00000432538,31.174645,0.69825,120,1.87805074944286,176.41296511607396,30.038040842511503
24006,3567.991,3767,ENST00000295414,211.28940699999998,1.822414,215,1.8772707170378928,244.67887960946516,15.809589602662559
19617,1657.991,1857,ENST00000545439,0.0,0.0,1,1.8770257257032603,22.706602813679357,11.564360848355768
5221,403.004,602,ENST00000609178,44.305979,3.383343,53,1.8767248552923226,39.493668324769,7.1967564329653575
25428,1103.991,1303,ENST00000511539,1.0,0.027875999999999998,1,1.8762773505927506,5.460714750234054,2.377428235129967
38195,1007.9910000000001,1207,ENST00000606743,55.0,1.6791880000000001,66,1.8762712320375465,52.805,7.032565321417214
61044,1289.991,1489,ENST00000457662,58.532458,1.396379,133,1.8760126336249012,87.96570089328249,24.00532826887235
73548,7190.991,7390,ENST00000330710,8.0,0.034237000000000004,8,1.875939981210096,3.759768815998001,2.2603234786151263
22238,431.00199999999995,630,ENST00000609350,34.576653,2.46886,44,1.8733799105330502,33.22861083680099,5.74970890988904
8844,2787.991,2987,ENST00000370456,74.427167,0.821548,84,1.872840755601419,120.95301606105642,19.730997390213147
1838,494.001,693,ENST00000604005,85.2731,5.312238,129,1.8726415647230286,99.3633245924225,15.826133503536159
16907,370.005,569,ENST00000507856,9.0,0.748562,13,1.872203563356045,7.905,2.7213921069923
45876,136.014,335,ENST00000517619,12.044637,2.72523,14,1.871587972624597,30.253038692989673,8.68409015804768
85434,862.9910000000001,1062,ENST00000221480,41.875442,1.4932969999999999,63,1.870489236751496,49.985,6.958072649807559
34926,2316.991,2516,ENST00000450574,21.567215,0.286459,29,1.870372145708137,19.0112854581783,5.340495774994499
54206,3997.991,4197,ENST00000279230,131.111193,1.009232,133,1.8702059439813001,203.20860980806802,37.54057676589762
10533,5667.991,5867,ENST00000368476,1.0,0.00543,3,1.8699068757929982,1.05,1.0428326807307104
18600,2195.991,2395,ENST00000340524,0.0,0.0,1,1.8694175296033357,6.634658106400951,3.014124997317505
74845,2115.991,2315,ENST00000575082,795.038089,11.562911999999999,781,1.8692249008352844,883.0339812397006,54.586251870551
17971,939.9910000000001,1139,ENST00000486975,1.329469,0.043526,1,1.8689640858411987,6.817337151560321,3.1125997527887255
66506,11958.991000000002,12158,ENST00000317775,7.210002,0.018553999999999998,9,1.8689286780579861,4.581518511026901,2.3641787623294257
27174,11919.991000000002,12119,ENST00000281092,522.3620179999999,1.348617,556,1.8682557345325423,604.2773940008299,25.840891644799044
43101,1858.991,2058,ENST00000334943,16.981268,0.281116,20,1.8681622000114928,13.113235361960955,3.6863847464618855
76191,313.007,512,ENST00000444464,6.0,0.589916,6,1.8664043598844837,2.86,1.682379267585049
70502,988.9910000000001,1188,ENST00000526049,779.073767,24.242612,847,1.8663527890171108,911.5769903692953,34.60063432235871
66344,287.007,486,ENST00000530818,9.191507000000001,0.985569,7,1.8661900014602788,16.336219441656855,5.00282363229432
44261,8268.991,8468,ENST00000371817,3.0,0.011165000000000001,4,1.8660313477613497,9.825,3.121598148384895
29248,1596.991,1796,ENST00000358344,3486.6848090000003,67.189797,4421,1.8657676119808964,4630.677696707451,112.38146453021288
39280,2344.991,2544,ENST00000230565,7.636908999999999,0.100223,9,1.8648198234327733,2.6471384780946954,3.4066891836289646
86070,379.005,578,ENST00000450087,2.0,0.162397,1,1.8639453084389082,0.12987040165281008,0.4668214214267591
18103,1285.991,1485,ENST00000314235,12.434679,0.29757,10,1.8639016235840755,22.980998384111953,6.964422488752886
80671,1611.991,1811,ENST00000389347,5.797527,0.11068099999999999,2,1.8627898333343926,7.125,2.7512497160381497
30537,1590.991,1790,ENST00000273861,2.0,0.038686,3,1.8625653082550642,1.025,1.0603655030224255
43842,162.013,361,ENST00000608093,40.0,7.598071000000001,46,1.8625236470703,34.475,6.187840899699994
76436,676.998,876,ENST00000429467,22.768046,1.0349780000000002,23,1.862353440274407,8.565608533015865,7.750618735859994
44533,1386.991,1586,ENST00000371421,355.56602999999996,7.889322999999999,505,1.8620321304826237,550.62,24.500114285447733
21308,760.998,960,ENST00000409310,52.622653,2.128052,59,1.8619732291020958,46.27185808088199,6.835835080859854
50064,2985.991,3185,ENST00000372782,36.503553000000004,0.376218,63,1.8615443556816043,41.74839908413244,11.416113105769265
66648,570.999,770,ENST00000351200,8.117365,0.43749499999999997,12,1.8615296086619646,4.080559337411853,4.254265215948139
70379,366.005,565,ENST00000560314,1.0,0.084083,1,1.86009353280092,4.965,2.13161323884048
81650,530.999,730,ENST00000570080,12.290327,0.712299,16,1.8578787980415983,8.477989533352849,4.048708922549818
37164,527.999,727,ENST00000436899,19.0,1.107422,21,1.8577976903072884,13.746204084430392,3.9045133673138523
69627,1382.991,1582,ENST00000561851,22.622212,0.503395,26,1.857138819759851,12.6706186641456,7.177374784281359
7810,1847.991,2047,ENST00000372207,19.0,0.31640799999999997,24,1.8557085983024977,16.835,3.861058792611165
42859,2877.991,3088,ENST00000375576,21.061938,0.225217,43,1.8556026705064055,24.780837208800467,9.818461182871337
59330,2345.991,2545,ENST00000311575,6.0,0.078708,6,1.8551282610784356,12.18,3.3313060501851233
4838,2055.991,2255,ENST00000328823,14.755916000000001,0.220871,19,1.8538545495683239,12.025513363284599,3.762154176733786
26210,218.01,417,ENST00000423328,8.0,1.129293,10,1.8535330782192039,5.857962447169902,2.234671504654016
15168,1551.991,1751,ENST00000327761,572.763378,11.357406,750,1.8532419444922692,671.648118247025,42.278279954666694
29866,4687.991,4887,ENST00000448507,171.788323,1.127716,206,1.8511375720599674,468.734403372993,141.9313223061099
72955,644.998,844,ENST00000557501,4.769679,0.227575,10,1.8500719048033862,2.3333004966386595,4.144000826917107
74646,260.007,459,ENST00000570330,396.27360699999997,46.903228999999996,448,1.8491722666889658,408.17948264259473,21.534238899605533
21790,558.999,774,ENST00000492785,1.3120610000000001,0.072233,1,1.8491216418670273,6.403996015730253,2.9224664799628477
12431,2942.991,3142,ENST00000461135,2.0,0.020914,2,1.8490932714712558,0.48174633364493485,0.8210800881596667
56633,674.998,874,ENST00000302783,0.0,0.0,4,1.8489651701035141,9.715,3.0909181483824524
26156,1397.991,1597,ENST00000307259,82.366861,1.8131810000000002,89,1.8486165676013777,72.58435490941301,8.879962117772571
71694,657.998,857,ENST00000556620,1.218552,0.056991999999999994,1,1.8482104096384842,5.836117342710651,2.616648687557501
14202,1664.991,1864,ENST00000383767,28.274890000000003,0.5226149999999999,27,1.8471252530847315,9.526099361709274,9.460051834118453
726,877.9910000000001,1077,ENST00000375966,341.892718,11.983756,321,1.846783427699395,248.40280841379,39.310073123542665
64522,2423.991,2623,ENST00000311966,108.74523500000001,1.380614,128,1.8459182180461462,109.39103998635001,10.08114001569748
90359,1052.991,1252,ENST00000391777,13.243322000000001,0.387049,15,1.844663914896534,3.8844282454495573,6.025797796979136
7212,3012.991,3212,ENST00000373377,1.0,0.010214,1,1.8426164533658127,5.325,2.347205785609775
17206,2457.991,2657,ENST00000502927,5.0,0.062601,4,1.84234846461217,0.965,1.6473539388971639
13730,3561.991,3761,ENST00000412055,623.592218,5.387669,932,1.8414479664786505,880.5699999999749,27.929108471293503
5174,6151.991,6351,ENST00000359337,2781.30733,13.913178,3837,1.8401600172808368,4315.653391698899,260.11509173326925
65039,1419.991,1619,ENST00000399333,9.0,0.195052,11,1.8401379130274635,6.855,2.2525485566353507
85573,1519.991,1719,ENST00000541807,0.0,0.0,1,1.839367005310886,7.408087646240666,3.483854841224351
24909,6028.991,6228,ENST00000409813,362.303502,1.8493580000000003,393,1.8386652033340516,662.6683585129301,146.66528633050785
71990,6467.991,6667,ENST00000339298,0.0,0.0,29,1.8380196831046078,1.3968432645344833,15.017878747000628
48094,1769.991,1969,ENST00000377412,154.163995,2.6804330000000003,214,1.8378921906490189,429.8112288679829,117.42322534804013
57728,518.0,717,ENST00000466335,5.241975,0.31142800000000004,3,1.8370461407228598,12.86140498901477,5.36807692001378
71894,370.005,569,ENST00000554736,4.843511,0.402852,17,1.8368622673577562,41.776441905841004,13.488459285235797
68185,4091.991,4291,ENST00000541030,9.025084,0.067875,7,1.8368233628526542,2.560634010883285,2.4168714743600694
