,EffectiveLength,Length,Name,NumReads,TPM,count,deviation,mean,std
11248,1742.991,1942,ENST00000540521,3068.119732,54.171425,3526,227093403854.5326,1.10065509893e-09,1.5526650885278558e-08
75141,7833.991,8033,ENST00000323816,2730.183082,10.72511,3228,219330755561.46848,2.7496126738075e-09,1.4717498199164268e-08
68246,7088.991,7288,ENST00000535302,5116.856447,22.213237,5320,201423478672.24435,1.87229812309e-09,2.641201529765462e-08
56381,2040.991,2240,ENST00000483239,133.773636,2.017077,145,194777482140.62653,5.2771898268999994e-11,7.444392360265716e-10
85105,1378.991,1578,ENST00000596722,175.84627700000001,3.924324,323,177628019715.62625,2.21981278143e-10,1.8184068060708282e-09
68253,1750.991,1950,ENST00000434130,141.972531,2.495247,191,131851638695.09413,1.4485398900050002e-10,1.4485978474756854e-09
13383,8551.991,8751,ENST00000366508,1319.578856,4.748551,1650,125420984897.39883,1.9355358720205e-09,1.3155693214718844e-08
20080,1973.991,2173,ENST00000407341,1401.370559,21.847458,1981,108000417924.97148,1.5180238143045e-09,1.8342521612969074e-08
4785,4186.991,4386,ENST00000406644,91.709939,0.674074,110,96673938915.50513,8.065972425e-11,1.1378454341874024e-09
26938,3663.991,3863,ENST00000500869,82.369784,0.691841,75,94369302780.34406,5.63383312255e-11,7.947499641330955e-10
87962,1842.991,2042,ENST00000588311,137.165053,2.290411,149,89013050041.79575,2.36323000695e-10,1.6739118582028284e-09
82056,735.998,935,ENST00000568435,25018.083205000003,1046.0930720000001,35070,79122169523.65115,3.14203516022e-08,4.432386044405099e-07
57050,1227.991,1427,ENST00000442061,237.62975299999997,5.955233,324,75132651848.716,3.05695998705e-10,4.31237274377174e-09
18393,4847.991,5047,ENST00000437079,1040.0,6.601833999999999,1110,71622991531.42433,1.6269850404444998e-09,1.54978167801238e-08
83687,3034.991,3234,ENST00000417828,248.651191,2.5213099999999997,316,68599862323.09898,3.265406856465e-10,4.606423239034253e-09
2994,7097.991,7297,ENST00000468090,530.129945,2.298476,801,68167946749.11651,1.9248831140449997e-09,1.175039058967192e-08
9819,3368.991,3568,ENST00000440491,257.915213,2.355972,311,52414730042.59638,5.288959576645e-10,5.933446566389405e-09
66878,3591.991,3791,ENST00000392439,108.984541,0.933733,149,50595959487.81499,2.08758368485e-10,2.9448991877636965e-09
74726,599.998,799,ENST00000583312,649.476235,33.312418,963,50491212411.15569,1.3520225952650003e-09,1.9072625789945965e-08
54033,390.005,589,ENST00000533671,354.0,27.933578999999998,436,48073536896.855286,6.4291546937e-10,9.069438783645601e-09
68826,11680.991000000002,11880,ENST00000561311,58.239437,0.153437,68,41443132179.11426,1.976160976875e-10,1.6408026233613626e-09
258,2175.991,2375,ENST00000424750,245.27306299999998,3.4688529999999997,286,39761694861.657845,5.0988778355e-10,7.192852341796918e-09
72304,2429.991,2629,ENST00000549115,822.158136,10.412230000000001,1355,39344451752.039345,4.715774548915998e-09,3.4439417494870806e-08
3568,6740.991,6940,ENST00000443632,0.0,0.0,59,38526735217.14583,1.47357613114e-10,1.5314040929581661e-09
76408,2447.991,2647,ENST00000394359,32.89535,0.41353999999999996,36,37913160710.809875,6.7310988854e-11,9.495383482936125e-10
40174,3727.991,3927,ENST00000368932,283.140067,2.337327,423,27997256656.254864,6.531830926507498e-09,1.510862314786709e-08
52869,3236.991,3436,ENST00000531159,1840.7736320000001,17.50056,2164,27484307257.457825,5.634728206900501e-09,7.873583931816827e-08
10828,5533.991,5733,ENST00000353795,400.526594,2.227337,749,24920776146.775085,3.013995667548e-09,3.0055243688464e-08
50400,3829.991,4029,ENST00000371825,732.0,5.881748,795,19963143979.77521,4.833595869339e-09,3.982338657681305e-08
80124,1715.991,1915,ENST00000409527,194.696637,3.4916970000000003,298,18301337938.331917,1.154268610325e-09,1.628296253547062e-08
42908,4198.991,4398,ENST00000288976,94.868515,0.695297,110,17656535491.307354,4.416321230685e-10,6.229987760266641e-09
12949,2302.991,2502,ENST00000438896,886.0,11.839533,1207,17091205608.984003,8.416679361160501e-09,7.062111518669713e-08
72784,366.005,565,ENST00000555694,124.671026,10.482652999999999,133,14216931084.091549,6.63161407395e-10,9.355042886024895e-09
39871,1980.991,2180,ENST00000538899,161.919253,2.515412,144,14005971260.799809,7.28824096665e-10,1.0281329107271642e-08
40335,1025.991,1225,ENST00000368573,8.269397999999999,0.24804099999999998,23,13899649851.160671,1.17299844886e-10,1.654717942262561e-09
21283,3703.991,3903,ENST00000542128,3359.0,27.908284000000002,3627,13689662533.655529,2.5054138836217003e-08,2.64944441914335e-07
60090,316.007,515,ENST00000412524,236.931705,23.073839000000003,242,13115555063.097357,1.3079831603450002e-09,1.845137310883597e-08
10534,3385.991,3585,ENST00000529168,2720.9103579999996,24.729851,3514,13089039939.15123,2.6578057020694004e-08,2.684688881926729e-07
52044,3336.991,3536,ENST00000533371,2897.5207379999997,26.721729999999997,3722,12504520697.681168,5.2307048969850516e-08,2.9765235229191146e-07
18789,1721.991,1921,ENST00000316664,46.621221000000006,0.8331930000000001,69,12159782934.604593,4.0225062740300003e-10,5.6744433984290905e-09
54931,2768.991,2968,ENST00000534534,2016.909971,22.415996,2319,11481550714.54088,1.493408350926e-08,2.0197620144186225e-07
66169,5127.991,5327,ENST00000338373,955.000826,5.731252,1079,11236594833.994528,6.8070695036999996e-09,9.602553228393091e-08
17704,1066.991,1266,ENST00000471745,50.0,1.442123,54,10690864653.553682,5.346578930525e-10,5.051041403046437e-09
83396,383.005,582,ENST00000567105,381.71261699999997,30.670820000000003,487,9551398189.627157,3.614393829915e-09,5.0987299485144365e-08
46788,5801.991,6001,ENST00000517700,471.317841,2.499942,533,9532957444.361008,3.96344664782e-09,5.5911295430288523e-08
14139,1056.991,1256,ENST00000420173,67.081947,1.953114,65,7767014367.390629,5.932431195e-10,8.368724058539866e-09
88197,15177.991000000002,15377,ENST00000355481,146.950097,0.297954,255,7747211778.739615,1.02233644346305e-08,3.2915067675000654e-08
72636,3323.991,3523,ENST00000553558,44.978769,0.416429,11,6937361027.706621,1.1240143368450001e-10,1.5856173487231672e-09
7502,1202.991,1402,ENST00000539317,1921.941541,49.166685,2288,6663675591.210462,2.4339723247950002e-08,3.433540496769656e-07
82514,958.9910000000001,1158,ENST00000566679,845.0,27.116607000000002,876,5955528391.251384,1.1116379944020002e-08,1.470902231405226e-07
18132,926.9910000000001,1126,ENST00000259038,332.118336,11.02581,321,5841856751.491392,5.3044969545849996e-09,5.494828333692812e-08
71918,585.998,785,ENST00000556813,589.508445,30.958976,533,5746368613.198783,6.5751730823e-09,9.2754230692612e-08
3801,401.004,600,ENST00000468442,19.155781,1.47009,24,5601917476.669297,3.03702241078e-10,4.284247331320177e-09
12479,2969.991,3169,ENST00000441839,7.000000000000001e-06,0.0,19,5244629254.084368,2.56810200349e-10,3.622753693208444e-09
26436,528.999,728,ENST00000506563,113.767536,6.618448,88,4800203519.661638,1.299560441225e-09,1.833255603397905e-08
15471,2896.991,3096,ENST00000394672,0.0,0.0,18,4649282035.878256,3.8758411933699997e-10,3.871565514999391e-09
9973,794.998,994,ENST00000426101,1.8937419999999998,0.07330700000000001,5,4597764483.259501,7.708976912350001e-11,1.0874850197586135e-09
75468,374.005,573,ENST00000556535,4.3792029999999995,0.36033899999999996,9,4531817325.053238,1.4078084766799997e-10,1.985958249046036e-09
78204,35.658,229,ENST00000584089,60.0,51.783678,61,4520972232.883659,9.56470229795e-10,1.3492673004128419e-08
5755,1094.991,1294,ENST00000545482,2857.742327,80.316665,3700,4492562401.539162,8.032276228415248e-08,8.235834406333564e-07
10832,1805.991,2005,ENST00000368236,0.0,0.0,50,4341390419.930702,4.6001699775315e-09,1.151704757209971e-08
25761,4766.991,4966,ENST00000280285,427.797243,2.761765,502,4287218184.8587165,8.574626424609e-09,1.1709224451518522e-07
80642,891.9910000000001,1091,ENST00000576268,11.534214,0.397943,22,4145977341.216696,3.7615706084249995e-10,5.30634834419226e-09
29663,1812.991,2012,ENST00000542778,782.575537,13.283842000000002,1024,3924935656.6708813,2.5806994938538e-08,2.608959966601712e-07
54906,325.007,524,ENST00000531341,247.91009300000002,23.474429999999998,303,3216246394.651634,6.6783131251999995e-09,9.420920004673366e-08
57843,7181.991,7381,ENST00000376454,821.0,3.517964,963,3201513722.0992193,3.26191450094805e-08,3.0079521237720817e-07
6752,2473.991,2673,ENST00000531191,0.0,0.0,16,3176290035.105055,1.1893878599185001e-09,5.037323362153676e-09
1135,818.9910000000001,1018,ENST00000373403,320.388713,12.039024000000001,400,2854088654.4706597,9.9349570502e-09,1.4014981607649183e-07
49,1537.991,1737,ENST00000381939,24.507194000000002,0.49038000000000004,49,2786114963.2802596,1.24672454304e-09,1.7587213968034776e-08
74234,363.005,562,ENST00000468539,54.476656000000006,4.618389,70,2669003558.6701894,1.859183896105e-09,2.622701635999983e-08
58420,3239.991,3439,ENST00000515869,0.0,0.0,38,2663246951.4430866,1.0784535000915e-09,1.4268297567497883e-08
16724,1280.991,1480,ENST00000508835,51.320844,1.2329370000000002,63,2662690146.037823,1.67723292854e-09,2.3660282099315604e-08
65898,814.9910000000001,1014,ENST00000542036,438.0,16.5392,456,2334043254.657762,1.38493504278e-08,1.9536912997484847e-07
62140,380.005,579,ENST00000538715,480.72146100000003,38.931175,601,2223404600.9824796,1.9161496922700003e-08,2.7030617806370836e-07
86103,1537.991,1737,ENST00000602107,101.0,2.0209740000000003,106,2218828390.612218,3.4388421706545e-09,4.7772960020271643e-08
56002,2648.991,2848,ENST00000542662,762.2435830000001,8.855363,863,2132022995.5066946,2.869408450055e-08,4.047798742274851e-07
56541,2495.991,2695,ENST00000531452,0.000392,5e-06,83,2084686097.3814833,2.0493169660713996e-08,3.9814147599372794e-08
64365,1700.991,1900,ENST00000555218,1049.0,18.978704999999998,1257,1693132129.3224978,5.2628123890999995e-08,7.424110488354839e-07
12695,4853.991,5053,ENST00000366929,0.0,0.0,6,1614756820.615242,7.20140423886e-10,3.715729775950899e-09
37249,2933.991,3133,ENST00000541791,155.399426,1.629985,173,1550959180.0241773,7.90713579315e-09,1.1154387698933251e-07
65727,6729.991,6929,ENST00000339433,0.0,0.0,24,1341089636.9128134,1.4430253126465e-09,1.7895895500173233e-08
41181,3813.991,4013,ENST00000367102,81.49553399999999,0.657578,98,1275735818.9337764,4.700326782234249e-08,7.681841216538259e-08
30967,4108.991,4308,ENST00000513238,71.652966,0.536651,86,1265797228.7508082,4.81623614293e-09,6.794137168403788e-08
19460,1424.991,1624,ENST00000453014,140.85882900000001,3.0420409999999998,159,1214662483.3037434,9.27929471265e-09,1.3090056058886322e-07
23280,1192.991,1392,ENST00000374970,96.979,2.501691,80,1110945048.1084914,5.104707608500001e-09,7.201076248650125e-08
68880,1493.991,1693,ENST00000559711,977.0,20.125176,1073,1087288160.0955746,7.0602355635805e-08,9.868589020918605e-07
59232,1983.991,2183,ENST00000371994,209.12446,3.243831,257,1046294583.958679,3.17464051254405e-08,2.4562872054243876e-07
47499,1132.991,1332,ENST00000520847,223.656615,6.07503,225,983416941.7837274,1.621878415335e-08,2.2879410596249734e-07
19813,1438.991,1638,ENST00000404798,25.49879,0.545324,50,964996954.8618335,3.67297120154e-09,5.1813635001040947e-08
86290,505.0,704,ENST00000587318,106.89646,6.514256,184,945661691.1452109,1.3792896860799999e-08,1.9457275441006846e-07
5161,1933.991,2133,ENST00000448072,173.222245,2.7564,220,934797126.1303009,1.7899695685735e-08,2.3534518221383e-07
64623,568.999,768,ENST00000556689,2403.930889,130.017978,3195,867442335.800976,2.61098099129e-07,3.6832419492054345e-06
36287,2783.991,2983,ENST00000538546,2029.0,22.428865,2147,854744509.3417014,1.81378717631455e-07,2.5118617041157437e-06
61364,1033.991,1233,ENST00000376714,27.423848,0.8162149999999999,36,851310461.7319587,2.997698786205e-09,4.228774532355877e-08
15351,4625.991,4825,ENST00000337303,1041.0,6.925306,1109,806269545.0850486,9.76490688348905e-08,1.3754705317380792e-06
28940,496.001,695,ENST00000519974,130.940304,8.124266,145,764871517.1406995,1.473255488205e-08,1.895743229233027e-07
43492,2526.991,2726,ENST00000436847,360.598765,4.391507,497,707588207.8132857,1.6369340087188754e-07,7.02385927787327e-07
88288,365.005,564,ENST00000602004,0.0,0.0,1,678861789.3017746,1.0442202169950001e-10,1.4730538905777885e-09
41317,8033.991,8233,ENST00000366882,0.0,0.0,6,636383545.0763636,3.745361944007499e-09,9.428276457925482e-09
7884,1981.991,2181,ENST00000528266,9.0,0.139744,13,606095430.5671523,6.859979103446001e-09,2.144876753315118e-08
73978,6584.991,6784,ENST00000453495,20.0,0.09346900000000001,23,577703089.5594147,4.6264901255975e-09,3.981283882853121e-08
7062,5203.991,5403,ENST00000373658,0.0,0.0,16,574792111.9091933,1.2962268543510498e-08,2.7836150941412783e-08
66072,367.005,566,ENST00000547294,479.948901,40.245351,642,557452564.2802638,1.0772001970029999e-07,1.1516674978815047e-06
81589,2626.991,2826,ENST00000357370,49.79103,0.583291,159,556678522.3805594,2.8079770566700005e-08,2.856226593617776e-07
5808,2010.991,2210,ENST00000294401,620.6581940000001,9.498072,803,550050602.0008888,1.0348713472500001e-07,1.459865686857689e-06
27733,70.223,269,ENST00000507390,5.657385,2.479298,5,523620956.02279824,6.769030123399999e-10,9.548892078920919e-09
33276,583.998,783,ENST00000397048,71.707161,3.7787129999999998,67,522577776.94389176,1.2432327786887497e-08,1.282105802114148e-07
43488,785.998,985,ENST00000449773,116.37831000000001,4.556628,143,518495406.2798237,1.9639130456094502e-08,2.7579800755879033e-07
26078,1417.991,1617,ENST00000508934,20.573651,0.44651,35,514908415.32854867,4.8184961506300005e-09,6.797325301597369e-08
36359,572.999,772,ENST00000468226,17.499277,0.939852,22,500528870.93811476,3.11578160891e-09,4.395350852719201e-08
12551,3426.991,3626,ENST00000367010,82.290288,0.738973,152,497146600.61765856,4.7908885399775505e-08,3.0574482408859924e-07
23319,20854.991,21054,ENST00000343098,470.416874,0.69417,1315,449280335.1394795,2.236271268581383e-06,2.9269030823605614e-06
91815,405.004,604,ENST00000582882,68.22156,5.183887,78,447283572.80301446,1.2361896869e-08,1.7438601533884104e-07
13865,1549.991,1749,ENST00000396957,189060.95325999998,3753.753721,219910,349842551.9840287,6.379995387898607e-05,0.000628597060846502
35151,12113.991000000002,12313,ENST00000358100,1489.0033019999998,3.782696,1603,348385226.53047645,6.680386233942206e-07,4.6012284025245035e-06
30589,1219.991,1419,ENST00000508499,221.0,5.574793,247,336004312.69744766,5.240615953807e-08,7.351096120304949e-07
48095,2205.991,2405,ENST00000377406,357.129082,4.982124,548,307013025.22901523,2.4025330067915e-07,1.7849405553753564e-06
72957,1772.991,1972,ENST00000341211,31.725253000000002,0.55067,38,306571899.00586396,8.786678058700001e-09,1.2395134751240354e-07
28298,1940.991,2140,ENST00000334744,0.0,0.0,1,286248499.2151005,6.671443485665e-10,3.493468095290899e-09
55217,5567.991,5767,ENST00000359373,292.42424500000004,1.616248,271,279959522.21234626,6.9028713828995e-08,9.679970796829004e-07
47453,689.998,889,ENST00000519548,360.416612,16.074959,313,260278558.95810485,8.5247059149e-08,1.2025577564578967e-06
58733,2566.991,2766,ENST00000404387,1195.911264,14.33731,1581,256483171.33069104,4.5863050038705005e-07,6.164147110856413e-06
58618,1377.991,1577,ENST00000435510,961.37274,21.470321,1060,254673272.59088758,2.950502302245e-07,4.162195698516647e-06
26335,1655.991,1855,ENST00000381018,20.250199,0.37632600000000005,20,246116177.82252288,3.3793443310145e-08,8.12624352578268e-08
49158,1235.991,1435,ENST00000377005,647.0,16.109502,910,238169175.76846138,2.7285960640812003e-07,3.820813490204989e-06
58917,6047.991,6247,ENST00000339859,201.24541000000002,1.024019,261,233619149.84134638,3.07153234392456e-07,1.1172029342204826e-06
57267,1464.991,1664,ENST00000403354,0.0,0.0,1,233388349.9282206,3.0373461443599996e-10,4.284704013734271e-09
73199,2659.991,2859,ENST00000531499,71.282535,0.8247,35,218613141.915372,9.906629008016303e-08,1.6010016412683307e-07
78519,4652.991,4852,ENST00000583097,737.8903429999999,4.880369,876,217265955.35126513,2.88123764372227e-07,4.031924828239204e-06
61545,6674.991,6874,ENST00000356711,0.0,0.0,6,202570805.44961563,1.4260232118326998e-08,2.9619272986660045e-08
76429,763.998,963,ENST00000585719,34.146901,1.375473,66,199511072.9411573,2.3508475564372e-08,3.308087065220545e-07
52782,2414.991,2614,ENST00000379129,0.0,0.0,1,193796144.7075545,9.122056338465e-10,5.160061365497395e-09
12042,742.998,942,ENST00000412162,2.0,0.082839,2,188254642.1639276,3.0289445755444994e-09,1.062390798963408e-08
32443,6383.991,6583,ENST00000511601,0.0,0.0,8,184271458.7786045,2.72083578719835e-08,4.3414210892004456e-08
6167,581.998,781,ENST00000440484,87.07359100000001,4.604237,112,168091639.02759832,4.7232982786499993e-08,6.663032177012573e-07
43011,6069.991,6269,ENST00000357054,31.0,0.157169,43,162582968.64437184,1.200531911914345e-07,2.6448034648698945e-07
16101,2296.991,2496,ENST00000465413,968.0,12.969078999999999,1058,152787368.04339805,5.19752493739015e-07,6.924656226683156e-06
1926,1347.991,1547,ENST00000436421,176.847503,4.037431,239,150836985.0994861,1.5405986539450001e-07,1.5844920242094813e-06
57348,4337.991,4537,ENST00000542957,493.02106799999996,3.4975980000000004,765,149450685.9227044,3.83118010858449e-07,5.118745323206736e-06
86868,3671.991,3871,ENST00000600359,14.0,0.11733299999999999,17,145643718.1745609,1.98035232596375e-08,1.1672319406059911e-07
63935,459.001,658,ENST00000548915,462.0,30.975735999999998,588,140729310.07250327,2.96732542278865e-07,4.178234082156246e-06
71455,368.005,567,ENST00000555152,8.791779,0.735217,6,139287711.88474986,3.053598318425e-09,4.307630526597315e-08
39161,2372.991,2572,ENST00000436109,13.367911,0.17336500000000002,34,137584975.8132961,2.30341922846265e-08,2.471200054801338e-07
54953,2435.991,2635,ENST00000376618,70.100481,0.885602,185,112212481.83554567,1.168702631815e-07,1.6486579465754857e-06
53552,5707.991,5907,ENST00000528621,167.294469,0.901968,1013,104660694.47289766,1.0198282016932527e-06,9.678896209144614e-06
68068,5477.991,5677,ENST00000565380,862.7302699999999,4.846707,1008,103821105.40899496,7.199439036419064e-07,9.709008542233494e-06
52930,11496.991000000002,11696,ENST00000278379,1e-06,0.0,14,101555927.02307715,5.6936186955307e-08,1.3785507506501822e-07
56501,740.998,940,ENST00000375320,1.4999999999999999e-05,1e-06,1,95449006.4373923,4.065446992440501e-09,1.0476798379147942e-08
59223,3090.991,3290,ENST00000381707,0.0,0.0,3,89891290.49477705,2.365794952595e-09,3.337364477828376e-08
79064,1193.991,1393,ENST00000578363,0.0,0.0,2,89196321.96001957,5.2499815464034995e-09,2.2422449163839708e-08
36303,8988.991,9188,ENST00000325888,0.0,0.0,4,86368988.47002472,2.7342636531096992e-08,4.631291906406437e-08
29734,3006.991,3206,ENST00000503455,2200.752381,22.523305,3102,78184065.62966749,2.8126661473109715e-06,3.967560361826795e-05
89682,1438.991,1638,ENST00000602848,8.668877,0.185395,5,74680306.7846052,3.7192135699501996e-08,6.695205440477084e-08
23337,5023.991,5223,ENST00000409998,158.211504,0.9691299999999999,208,71612092.30648257,6.711203358907228e-07,2.9045373850925844e-06
68972,883.9910000000001,1083,ENST00000558559,118.402667,4.121989,124,70413263.33281852,1.248362384755e-07,1.7610318568684956e-06
50312,5252.991,5452,ENST00000288381,2279.0,13.35152,2792,69855828.8221494,5.554877392103133e-06,3.996803189542652e-05
36615,335.006,534,ENST00000485861,10.0,0.91863,11,66827074.731274344,1.1668464134e-08,1.6460394282653908e-07
60416,2972.991,3172,ENST00000541506,67.50721999999999,0.6987949999999999,136,65432679.09094096,1.5160570737987154e-06,2.0784721086374085e-06
33499,1339.991,1539,ENST00000422063,63.0,1.446878,66,64228008.57517892,9.916342184634999e-08,1.027589074688242e-06
41044,6087.991,6287,ENST00000354675,0.0,0.0,8,64046271.82610114,7.642510644566601e-08,1.2490968943979357e-07
300,3349.991,3549,ENST00000378883,117.798805,1.082157,122,62579426.39623384,1.3819798597299998e-07,1.9495225010426785e-06
54244,505.0,704,ENST00000535126,2647.5149030000002,161.339199,3451,62072855.42437697,5.07144187357249e-06,5.559596012355018e-05
57547,424.00300000000004,623,ENST00000422887,84.0,6.096814,103,62030667.999844104,1.17707524982e-07,1.6604689777409995e-06
72757,1957.991,2157,ENST00000556848,52.0,0.817308,68,58831569.10034991,8.4588223706415e-08,1.1558420241932207e-06
26384,7464.991,7664,ENST00000261569,70.0,0.288577,91,56392848.134360455,3.0545391353124994e-07,1.6136797963765075e-06
69251,8685.991,8885,ENST00000424560,273.169025,0.967843,336,55361447.44683206,4.302345685715e-07,6.069205468163609e-06
77025,542.999,742,ENST00000586771,29.086033,1.6484590000000001,31,52891636.77958522,5.7935374922289994e-08,5.861040011155376e-07
85196,7150.991,7350,ENST00000372412,386.412343,1.6629450000000001,486,49948073.703768186,1.7884938310568961e-06,9.730104930449827e-06
56936,3724.991,3924,ENST00000529051,18.256934,0.150833,15,46903747.49169954,4.288208247485151e-08,3.19803869824526e-07
92064,3893.991,4093,ENST00000538170,183.96017,1.453858,215,46084034.461053565,3.307207379405e-07,4.665390133126898e-06
91226,337.005,536,ENST00000609864,5.256908999999999,0.48005,7,41807962.14925442,1.427551752255e-08,1.6743222165994322e-07
27200,355.005,554,ENST00000504122,167.0,14.476871,169,40299296.8441799,2.98775058846645e-07,4.193621550139584e-06
45392,2230.991,2430,ENST00000521777,1584.0,21.84995,1965,39640740.20771914,4.185668677736007e-06,4.9570214519649455e-05
2163,7471.991,7671,ENST00000400202,0.0,0.0,10,38191027.39561408,1.781791206121355e-07,2.6184160269459773e-07
8910,4422.991,4622,ENST00000409154,0.0,0.0,7,37794027.2093536,1.1556530573234852e-07,1.8521444792478405e-07
77618,3648.991,3848,ENST00000536300,6.0,0.050602,9,32848917.859133743,1.8919488953529702e-07,2.7398162245100055e-07
63945,1692.991,1892,ENST00000544024,0.0,0.0,1,32389556.756115634,3.7190407545425002e-09,3.0874148844045055e-08
72505,5068.991,5268,ENST00000381269,56.736070999999995,0.344454,95,31534584.309839576,3.78784261377627e-07,3.0125654642472445e-06
83224,1961.991,2161,ENST00000541479,86.837615,1.362084,96,29283636.477803428,7.024867777773785e-07,3.278281349048976e-06
60471,2516.991,2716,ENST00000537103,56.090825,0.685809,48,28045121.97574789,1.21326973667e-07,1.711527584732246e-06
8107,2710.991,2910,ENST00000484723,530.145204,6.0181059999999995,488,27917642.975200642,1.2536735673801351e-06,1.7479985655659356e-05
50379,3127.991,3327,ENST00000420625,7.214580000000001,0.07098,7,27743220.316893864,1.6971086220921802e-07,2.523138896758348e-07
77149,371.005,570,ENST00000589709,120.94951100000002,10.032695,155,24592009.453853402,4.467979189165e-07,6.302860278419201e-06
2996,6994.991,7194,ENST00000467908,1481.870055,6.519526,1805,24530876.15047679,1.0784770092556557e-05,7.358073874504263e-05
40032,2497.991,2697,ENST00000360666,772.0,9.510854,830,24518388.6462075,2.39971478936e-06,3.3852142960001144e-05
41028,7037.991,7237,ENST00000367328,26.317659000000003,0.115078,57,23605824.02183987,1.0214336329776432e-06,2.414658303214942e-06
61967,1224.991,1424,ENST00000304581,32.825534000000005,0.8246549999999999,26,23328618.959750477,7.90055823965e-08,1.1145108917871629e-06
79432,162.013,361,ENST00000587578,31.0,5.888505,60,22656298.81719924,1.877308933405e-07,2.6482701475812488e-06
88518,360.005,559,ENST00000595741,15.738826999999999,1.345416,29,21781756.02478435,1.5809362723124998e-07,1.3313894347594727e-06
79555,354.005,553,ENST00000576547,222.894968,19.376867,334,20326135.77276559,1.1648368597649997e-06,1.6432046040087962e-05
69802,6094.991,6294,ENST00000419573,240.803488,1.2158579999999999,313,18405817.825854354,2.6054849015548575e-06,1.700549252176391e-05
90668,562.999,762,ENST00000391724,5.0,0.27331,5,17601444.91495731,5.31379879322895e-08,2.840675848499872e-07
89644,1303.991,1503,ENST00000544287,153.794893,3.629614,196,16963990.950325973,9.113896311489295e-07,1.1553884912019723e-05
13860,4229.991,4429,ENST00000295989,20.901583,0.152066,30,16724076.10514058,1.27160603231e-07,1.7938210567947677e-06
50402,6464.991,6664,ENST00000276204,1518.0,7.225982000000001,1586,16607672.67848166,1.277430470828787e-05,9.549802780498283e-05
54812,629.998,829,ENST00000544620,75.96206,3.710654,96,15844471.119392022,4.2950373580499997e-07,6.0588958032813105e-06
4001,4533.991,4733,ENST00000413209,498.234734,3.381788,778,15595258.930286692,3.5363925501650003e-06,4.9886956025635234e-05
2122,5414.991,5614,ENST00000536311,0.0,0.0,1,14777165.319466716,3.3782176148164996e-08,6.767197528070372e-08
36834,2022.991,2222,ENST00000540950,0.0,0.0,10,11682187.538112728,6.068051881500001e-08,8.560040580323533e-07
11239,1957.991,2157,ENST00000367962,274.277637,4.310948000000001,746,11293182.493677048,1.3927326585823867e-05,6.605755166803974e-05
13042,4957.991,5157,ENST00000284617,72.912403,0.45257299999999995,170,11017476.234392377,1.185612334898249e-05,1.543002993854448e-05
66111,9160.991,9360,ENST00000338432,5.9999999999999995e-05,0.0,129,10571668.014118662,9.067380344450384e-06,1.2202425460233687e-05
8959,4012.991,4212,ENST00000271234,73.991908,0.567426,69,10387606.44343365,5.60632038726e-07,6.642531156249681e-06
6137,1742.991,1942,ENST00000428417,35.729504,0.630848,75,10193996.454078952,8.638733008238166e-07,7.3572714561928995e-06
13536,2003.991,2203,ENST00000432408,782.0,12.008923,837,9930623.99356069,1.0399162433796656e-05,8.428473277646732e-05
80491,2293.991,2493,ENST00000564139,311.7243,4.181883999999999,481,9461086.697352627,3.9058371765347845e-06,5.0839825432395075e-05
