,EffectiveLength,Length,transcript_id,NumReads,TPM,count,deviation,faulty,mean,std
50400,3829.991,4029,ENST00000371825,732,5.881748,795,19963143980,1,4.83E-09,3.98E-08
80124,1715.991,1915,ENST00000409527,194.696637,3.491697,298,18301337938,1,1.15E-09,1.63E-08
42908,4198.991,4398,ENST00000288976,94.868515,0.695297,110,17656535491,1,4.42E-10,6.23E-09
12949,2302.991,2502,ENST00000438896,886,11.839533,1207,17091205609,1,8.42E-09,7.06E-08
72784,366.005,565,ENST00000555694,124.671026,10.482653,133,14216931084,1,6.63E-10,9.36E-09
39871,1980.991,2180,ENST00000538899,161.919253,2.515412,144,14005971261,1,7.29E-10,1.03E-08
40335,1025.991,1225,ENST00000368573,8.269398,0.248041,23,13899649851,1,1.17E-10,1.65E-09
21283,3703.991,3903,ENST00000542128,3359,27.908284,3627,13689662534,1,2.51E-08,2.65E-07
60090,316.007,515,ENST00000412524,236.931705,23.073839,242,13115555063,1,1.31E-09,1.85E-08
10534,3385.991,3585,ENST00000529168,2720.910358,24.729851,3514,13089039939,1,2.66E-08,2.68E-07
52044,3336.991,3536,ENST00000533371,2897.520738,26.72173,3722,12504520698,1,5.23E-08,2.98E-07
18789,1721.991,1921,ENST00000316664,46.621221,0.833193,69,12159782935,1,4.02E-10,5.67E-09
54931,2768.991,2968,ENST00000534534,2016.909971,22.415996,2319,11481550715,1,1.49E-08,2.02E-07
66169,5127.991,5327,ENST00000338373,955.000826,5.731252,1079,11236594834,1,6.81E-09,9.60E-08
17704,1066.991,1266,ENST00000471745,50,1.442123,54,10690864654,1,5.35E-10,5.05E-09
83396,383.005,582,ENST00000567105,381.712617,30.67082,487,9551398190,1,3.61E-09,5.10E-08
46788,5801.991,6001,ENST00000517700,471.317841,2.499942,533,9532957444,1,3.96E-09,5.59E-08
14139,1056.991,1256,ENST00000420173,67.081947,1.953114,65,7767014367,1,5.93E-10,8.37E-09
88197,15177.991,15377,ENST00000355481,146.950097,0.297954,255,7747211779,1,1.02E-08,3.29E-08
72636,3323.991,3523,ENST00000553558,44.978769,0.416429,11,6937361028,1,1.12E-10,1.59E-09
7502,1202.991,1402,ENST00000539317,1921.941541,49.166685,2288,6663675591,1,2.43E-08,3.43E-07
82514,958.991,1158,ENST00000566679,845,27.116607,876,5955528391,1,1.11E-08,1.47E-07
18132,926.991,1126,ENST00000259038,332.118336,11.02581,321,5841856751,1,5.30E-09,5.49E-08
71918,585.998,785,ENST00000556813,589.508445,30.958976,533,5746368613,1,6.58E-09,9.28E-08
3801,401.004,600,ENST00000468442,19.155781,1.47009,24,5601917477,1,3.04E-10,4.28E-09
12479,2969.991,3169,ENST00000441839,7.00E-06,0,19,5244629254,1,2.57E-10,3.62E-09
26436,528.999,728,ENST00000506563,113.767536,6.618448,88,4800203520,1,1.30E-09,1.83E-08
15471,2896.991,3096,ENST00000394672,0,0,18,4649282036,1,3.88E-10,3.87E-09
9973,794.998,994,ENST00000426101,1.893742,0.073307,5,4597764483,1,7.71E-11,1.09E-09
75468,374.005,573,ENST00000556535,4.379203,0.360339,9,4531817325,1,1.41E-10,1.99E-09
78204,35.658,229,ENST00000584089,60,51.783678,61,4520972233,1,9.56E-10,1.35E-08
5755,1094.991,1294,ENST00000545482,2857.742327,80.316665,3700,4492562402,1,8.03E-08,8.24E-07
10832,1805.991,2005,ENST00000368236,0,0,50,4341390420,1,4.60E-09,1.15E-08
25761,4766.991,4966,ENST00000280285,427.797243,2.761765,502,4287218185,1,8.57E-09,1.17E-07
80642,891.991,1091,ENST00000576268,11.534214,0.397943,22,4145977341,1,3.76E-10,5.31E-09
29663,1812.991,2012,ENST00000542778,782.575537,13.283842,1024,3924935657,1,2.58E-08,2.61E-07
54906,325.007,524,ENST00000531341,247.910093,23.47443,303,3216246395,1,6.68E-09,9.42E-08
57843,7181.991,7381,ENST00000376454,821,3.517964,963,3201513722,1,3.26E-08,3.01E-07
6752,2473.991,2673,ENST00000531191,0,0,16,3176290035,1,1.19E-09,5.04E-09
1135,818.991,1018,ENST00000373403,320.388713,12.039024,400,2854088654,1,9.93E-09,1.40E-07
49,1537.991,1737,ENST00000381939,24.507194,0.49038,49,2786114963,1,1.25E-09,1.76E-08
74234,363.005,562,ENST00000468539,54.476656,4.618389,70,2669003559,1,1.86E-09,2.62E-08
58420,3239.991,3439,ENST00000515869,0,0,38,2663246951,1,1.08E-09,1.43E-08
16724,1280.991,1480,ENST00000508835,51.320844,1.232937,63,2662690146,1,1.68E-09,2.37E-08
65898,814.991,1014,ENST00000542036,438,16.5392,456,2334043255,1,1.38E-08,1.95E-07
62140,380.005,579,ENST00000538715,480.721461,38.931175,601,2223404601,1,1.92E-08,2.70E-07
86103,1537.991,1737,ENST00000602107,101,2.020974,106,2218828391,1,3.44E-09,4.78E-08
56002,2648.991,2848,ENST00000542662,762.243583,8.855363,863,2132022996,1,2.87E-08,4.05E-07
56541,2495.991,2695,ENST00000531452,0.000392,5.00E-06,83,2084686097,1,2.05E-08,3.98E-08
64365,1700.991,1900,ENST00000555218,1049,18.978705,1257,1693132129,1,5.26E-08,7.42E-07
12695,4853.991,5053,ENST00000366929,0,0,6,1614756821,1,7.20E-10,3.72E-09
37249,2933.991,3133,ENST00000541791,155.399426,1.629985,173,1550959180,1,7.91E-09,1.12E-07
65727,6729.991,6929,ENST00000339433,0,0,24,1341089637,1,1.44E-09,1.79E-08
41181,3813.991,4013,ENST00000367102,81.495534,0.657578,98,1275735819,1,4.70E-08,7.68E-08
30967,4108.991,4308,ENST00000513238,71.652966,0.536651,86,1265797229,1,4.82E-09,6.79E-08
19460,1424.991,1624,ENST00000453014,140.858829,3.042041,159,1214662483,1,9.28E-09,1.31E-07
23280,1192.991,1392,ENST00000374970,96.979,2.501691,80,1110945048,1,5.10E-09,7.20E-08
68880,1493.991,1693,ENST00000559711,977,20.125176,1073,1087288160,1,7.06E-08,9.87E-07
59232,1983.991,2183,ENST00000371994,209.12446,3.243831,257,1046294584,1,3.17E-08,2.46E-07
47499,1132.991,1332,ENST00000520847,223.656615,6.07503,225,983416941.8,1,1.62E-08,2.29E-07
19813,1438.991,1638,ENST00000404798,25.49879,0.545324,50,964996954.9,1,3.67E-09,5.18E-08
86290,505,704,ENST00000587318,106.89646,6.514256,184,945661691.1,1,1.38E-08,1.95E-07
5161,1933.991,2133,ENST00000448072,173.222245,2.7564,220,934797126.1,1,1.79E-08,2.35E-07
64623,568.999,768,ENST00000556689,2403.930889,130.017978,3195,867442335.8,1,2.61E-07,3.68E-06
36287,2783.991,2983,ENST00000538546,2029,22.428865,2147,854744509.3,1,1.81E-07,2.51E-06
61364,1033.991,1233,ENST00000376714,27.423848,0.816215,36,851310461.7,1,3.00E-09,4.23E-08
15351,4625.991,4825,ENST00000337303,1041,6.925306,1109,806269545.1,1,9.76E-08,1.38E-06
28940,496.001,695,ENST00000519974,130.940304,8.124266,145,764871517.1,1,1.47E-08,1.90E-07
43492,2526.991,2726,ENST00000436847,360.598765,4.391507,497,707588207.8,1,1.64E-07,7.02E-07
88288,365.005,564,ENST00000602004,0,0,1,678861789.3,1,1.04E-10,1.47E-09
41317,8033.991,8233,ENST00000366882,0,0,6,636383545.1,1,3.75E-09,9.43E-09
7884,1981.991,2181,ENST00000528266,9,0.139744,13,606095430.6,1,6.86E-09,2.14E-08
73978,6584.991,6784,ENST00000453495,20,0.093469,23,577703089.6,1,4.63E-09,3.98E-08
7062,5203.991,5403,ENST00000373658,0,0,16,574792111.9,1,1.30E-08,2.78E-08
66072,367.005,566,ENST00000547294,479.948901,40.245351,642,557452564.3,1,1.08E-07,1.15E-06
81589,2626.991,2826,ENST00000357370,49.79103,0.583291,159,556678522.4,1,2.81E-08,2.86E-07
5808,2010.991,2210,ENST00000294401,620.658194,9.498072,803,550050602,1,1.03E-07,1.46E-06
27733,70.223,269,ENST00000507390,5.657385,2.479298,5,523620956,1,6.77E-10,9.55E-09
33276,583.998,783,ENST00000397048,71.707161,3.778713,67,522577776.9,1,1.24E-08,1.28E-07
43488,785.998,985,ENST00000449773,116.37831,4.556628,143,518495406.3,1,1.96E-08,2.76E-07
26078,1417.991,1617,ENST00000508934,20.573651,0.44651,35,514908415.3,1,4.82E-09,6.80E-08
36359,572.999,772,ENST00000468226,17.499277,0.939852,22,500528870.9,1,3.12E-09,4.40E-08
12551,3426.991,3626,ENST00000367010,82.290288,0.738973,152,497146600.6,1,4.79E-08,3.06E-07
23319,20854.991,21054,ENST00000343098,470.416874,0.69417,1315,449280335.1,1,2.24E-06,2.93E-06
91815,405.004,604,ENST00000582882,68.22156,5.183887,78,447283572.8,1,1.24E-08,1.74E-07
13865,1549.991,1749,ENST00000396957,189060.9533,3753.753721,219910,349842552,1,6.38E-05,0.000628597
35151,12113.991,12313,ENST00000358100,1489.003302,3.782696,1603,348385226.5,1,6.68E-07,4.60E-06
30589,1219.991,1419,ENST00000508499,221,5.574793,247,336004312.7,1,5.24E-08,7.35E-07
48095,2205.991,2405,ENST00000377406,357.129082,4.982124,548,307013025.2,1,2.40E-07,1.78E-06
72957,1772.991,1972,ENST00000341211,31.725253,0.55067,38,306571899,1,8.79E-09,1.24E-07
28298,1940.991,2140,ENST00000334744,0,0,1,286248499.2,1,6.67E-10,3.49E-09
55217,5567.991,5767,ENST00000359373,292.424245,1.616248,271,279959522.2,1,6.90E-08,9.68E-07
47453,689.998,889,ENST00000519548,360.416612,16.074959,313,260278559,1,8.52E-08,1.20E-06
58733,2566.991,2766,ENST00000404387,1195.911264,14.33731,1581,256483171.3,1,4.59E-07,6.16E-06
58618,1377.991,1577,ENST00000435510,961.37274,21.470321,1060,254673272.6,1,2.95E-07,4.16E-06
26335,1655.991,1855,ENST00000381018,20.250199,0.376326,20,246116177.8,1,3.38E-08,8.13E-08
49158,1235.991,1435,ENST00000377005,647,16.109502,910,238169175.8,1,2.73E-07,3.82E-06
58917,6047.991,6247,ENST00000339859,201.24541,1.024019,261,233619149.8,1,3.07E-07,1.12E-06
57267,1464.991,1664,ENST00000403354,0,0,1,233388349.9,1,3.04E-10,4.28E-09
73199,2659.991,2859,ENST00000531499,71.282535,0.8247,35,218613141.9,1,9.91E-08,1.60E-07
78519,4652.991,4852,ENST00000583097,737.890343,4.880369,876,217265955.4,1,2.88E-07,4.03E-06
61545,6674.991,6874,ENST00000356711,0,0,6,202570805.4,1,1.43E-08,2.96E-08
76429,763.998,963,ENST00000585719,34.146901,1.375473,66,199511072.9,1,2.35E-08,3.31E-07
52782,2414.991,2614,ENST00000379129,0,0,1,193796144.7,1,9.12E-10,5.16E-09
12042,742.998,942,ENST00000412162,2,0.082839,2,188254642.2,1,3.03E-09,1.06E-08
32443,6383.991,6583,ENST00000511601,0,0,8,184271458.8,1,2.72E-08,4.34E-08
6167,581.998,781,ENST00000440484,87.073591,4.604237,112,168091639,1,4.72E-08,6.66E-07
43011,6069.991,6269,ENST00000357054,31,0.157169,43,162582968.6,1,1.20E-07,2.64E-07
16101,2296.991,2496,ENST00000465413,968,12.969079,1058,152787368,1,5.20E-07,6.92E-06
1926,1347.991,1547,ENST00000436421,176.847503,4.037431,239,150836985.1,1,1.54E-07,1.58E-06
57348,4337.991,4537,ENST00000542957,493.021068,3.497598,765,149450685.9,1,3.83E-07,5.12E-06
86868,3671.991,3871,ENST00000600359,14,0.117333,17,145643718.2,1,1.98E-08,1.17E-07
63935,459.001,658,ENST00000548915,462,30.975736,588,140729310.1,1,2.97E-07,4.18E-06
71455,368.005,567,ENST00000555152,8.791779,0.735217,6,139287711.9,1,3.05E-09,4.31E-08
39161,2372.991,2572,ENST00000436109,13.367911,0.173365,34,137584975.8,1,2.30E-08,2.47E-07
54953,2435.991,2635,ENST00000376618,70.100481,0.885602,185,112212481.8,1,1.17E-07,1.65E-06
53552,5707.991,5907,ENST00000528621,167.294469,0.901968,1013,104660694.5,1,1.02E-06,9.68E-06
68068,5477.991,5677,ENST00000565380,862.73027,4.846707,1008,103821105.4,1,7.20E-07,9.71E-06
52930,11496.991,11696,ENST00000278379,1.00E-06,0,14,101555927,1,5.69E-08,1.38E-07
56501,740.998,940,ENST00000375320,1.50E-05,1.00E-06,1,95449006.44,1,4.07E-09,1.05E-08
59223,3090.991,3290,ENST00000381707,0,0,3,89891290.49,1,2.37E-09,3.34E-08
79064,1193.991,1393,ENST00000578363,0,0,2,89196321.96,1,5.25E-09,2.24E-08
36303,8988.991,9188,ENST00000325888,0,0,4,86368988.47,1,2.73E-08,4.63E-08
29734,3006.991,3206,ENST00000503455,2200.752381,22.523305,3102,78184065.63,1,2.81E-06,3.97E-05
89682,1438.991,1638,ENST00000602848,8.668877,0.185395,5,74680306.78,1,3.72E-08,6.70E-08
23337,5023.991,5223,ENST00000409998,158.211504,0.96913,208,71612092.31,1,6.71E-07,2.90E-06
68972,883.991,1083,ENST00000558559,118.402667,4.121989,124,70413263.33,1,1.25E-07,1.76E-06
50312,5252.991,5452,ENST00000288381,2279,13.35152,2792,69855828.82,1,5.55E-06,4.00E-05
36615,335.006,534,ENST00000485861,10,0.91863,11,66827074.73,1,1.17E-08,1.65E-07
60416,2972.991,3172,ENST00000541506,67.50722,0.698795,136,65432679.09,1,1.52E-06,2.08E-06
33499,1339.991,1539,ENST00000422063,63,1.446878,66,64228008.58,1,9.92E-08,1.03E-06
41044,6087.991,6287,ENST00000354675,0,0,8,64046271.83,1,7.64E-08,1.25E-07
300,3349.991,3549,ENST00000378883,117.798805,1.082157,122,62579426.4,1,1.38E-07,1.95E-06
54244,505,704,ENST00000535126,2647.514903,161.339199,3451,62072855.42,1,5.07E-06,5.56E-05
57547,424.003,623,ENST00000422887,84,6.096814,103,62030668,1,1.18E-07,1.66E-06
72757,1957.991,2157,ENST00000556848,52,0.817308,68,58831569.1,1,8.46E-08,1.16E-06
26384,7464.991,7664,ENST00000261569,70,0.288577,91,56392848.13,1,3.05E-07,1.61E-06
69251,8685.991,8885,ENST00000424560,273.169025,0.967843,336,55361447.45,1,4.30E-07,6.07E-06
77025,542.999,742,ENST00000586771,29.086033,1.648459,31,52891636.78,1,5.79E-08,5.86E-07
85196,7150.991,7350,ENST00000372412,386.412343,1.662945,486,49948073.7,1,1.79E-06,9.73E-06
56936,3724.991,3924,ENST00000529051,18.256934,0.150833,15,46903747.49,1,4.29E-08,3.20E-07
92064,3893.991,4093,ENST00000538170,183.96017,1.453858,215,46084034.46,1,3.31E-07,4.67E-06
91226,337.005,536,ENST00000609864,5.256909,0.48005,7,41807962.15,1,1.43E-08,1.67E-07
27200,355.005,554,ENST00000504122,167,14.476871,169,40299296.84,1,2.99E-07,4.19E-06
45392,2230.991,2430,ENST00000521777,1584,21.84995,1965,39640740.21,1,4.19E-06,4.96E-05
2163,7471.991,7671,ENST00000400202,0,0,10,38191027.4,1,1.78E-07,2.62E-07
8910,4422.991,4622,ENST00000409154,0,0,7,37794027.21,1,1.16E-07,1.85E-07
77618,3648.991,3848,ENST00000536300,6,0.050602,9,32848917.86,1,1.89E-07,2.74E-07
63945,1692.991,1892,ENST00000544024,0,0,1,32389556.76,1,3.72E-09,3.09E-08
72505,5068.991,5268,ENST00000381269,56.736071,0.344454,95,31534584.31,1,3.79E-07,3.01E-06
83224,1961.991,2161,ENST00000541479,86.837615,1.362084,96,29283636.48,1,7.02E-07,3.28E-06
60471,2516.991,2716,ENST00000537103,56.090825,0.685809,48,28045121.98,1,1.21E-07,1.71E-06
8107,2710.991,2910,ENST00000484723,530.145204,6.018106,488,27917642.98,1,1.25E-06,1.75E-05
50379,3127.991,3327,ENST00000420625,7.21458,0.07098,7,27743220.32,1,1.70E-07,2.52E-07
77149,371.005,570,ENST00000589709,120.949511,10.032695,155,24592009.45,1,4.47E-07,6.30E-06
2996,6994.991,7194,ENST00000467908,1481.870055,6.519526,1805,24530876.15,1,1.08E-05,7.36E-05
40032,2497.991,2697,ENST00000360666,772,9.510854,830,24518388.65,1,2.40E-06,3.39E-05
41028,7037.991,7237,ENST00000367328,26.317659,0.115078,57,23605824.02,1,1.02E-06,2.41E-06
61967,1224.991,1424,ENST00000304581,32.825534,0.824655,26,23328618.96,1,7.90E-08,1.11E-06
79432,162.013,361,ENST00000587578,31,5.888505,60,22656298.82,1,1.88E-07,2.65E-06
88518,360.005,559,ENST00000595741,15.738827,1.345416,29,21781756.02,1,1.58E-07,1.33E-06
79555,354.005,553,ENST00000576547,222.894968,19.376867,334,20326135.77,1,1.16E-06,1.64E-05
69802,6094.991,6294,ENST00000419573,240.803488,1.215858,313,18405817.83,1,2.61E-06,1.70E-05
90668,562.999,762,ENST00000391724,5,0.27331,5,17601444.91,1,5.31E-08,2.84E-07
89644,1303.991,1503,ENST00000544287,153.794893,3.629614,196,16963990.95,1,9.11E-07,1.16E-05
13860,4229.991,4429,ENST00000295989,20.901583,0.152066,30,16724076.11,1,1.27E-07,1.79E-06
50402,6464.991,6664,ENST00000276204,1518,7.225982,1586,16607672.68,1,1.28E-05,9.55E-05
54812,629.998,829,ENST00000544620,75.96206,3.710654,96,15844471.12,1,4.30E-07,6.06E-06
4001,4533.991,4733,ENST00000413209,498.234734,3.381788,778,15595258.93,1,3.54E-06,4.99E-05
2122,5414.991,5614,ENST00000536311,0,0,1,14777165.32,1,3.38E-08,6.77E-08
36834,2022.991,2222,ENST00000540950,0,0,10,11682187.54,1,6.07E-08,8.56E-07
11239,1957.991,2157,ENST00000367962,274.277637,4.310948,746,11293182.49,1,1.39E-05,6.61E-05
13042,4957.991,5157,ENST00000284617,72.912403,0.452573,170,11017476.23,1,1.19E-05,1.54E-05
66111,9160.991,9360,ENST00000338432,6.00E-05,0,129,10571668.01,1,9.07E-06,1.22E-05
8959,4012.991,4212,ENST00000271234,73.991908,0.567426,69,10387606.44,1,5.61E-07,6.64E-06
6137,1742.991,1942,ENST00000428417,35.729504,0.630848,75,10193996.45,1,8.64E-07,7.36E-06
13536,2003.991,2203,ENST00000432408,782,12.008923,837,9930623.994,1,1.04E-05,8.43E-05
80491,2293.991,2493,ENST00000564139,311.7243,4.181884,481,9461086.697,1,3.91E-06,5.08E-05
11676,320.007,519,ENST00000367625,22.967185,2.208726,47,9221171.094,1,3.61E-07,5.10E-06
89710,1967.991,2167,ENST00000601519,0,0,21,9156981.428,1,4.69E-07,2.29E-06
84567,745.998,945,ENST00000586283,348.792828,14.388742,512,9145359.595,1,4.01E-06,5.60E-05
7377,4494.991,4694,ENST00000373023,40.485956,0.277184,187,9115088.612,1,1.45E-06,2.05E-05
19860,587.998,787,ENST00000296126,35.049121,1.8344,35,8070243.879,1,3.15E-07,4.34E-06
33348,566.999,766,ENST00000396904,3.043742,0.165203,4,7994227.425,1,3.55E-08,5.00E-07
5733,9446.991,9646,ENST00000262450,9.00E-06,0,15,7627662.778,1,1.57E-06,1.97E-06
12720,316.007,515,ENST00000484658,89.802875,8.745546,99,7556621.551,1,9.29E-07,1.31E-05
89365,574.998,774,ENST00000593713,8.391798,0.44914,12,7476272.531,1,1.52E-07,1.61E-06
74325,5044.991,5244,ENST00000570628,95.189245,0.580658,114,7468137.71,1,3.21E-06,1.53E-05
31490,858.991,1058,ENST00000514051,53.639973,1.921733,63,7326725.371,1,6.11E-07,8.60E-06
83376,2062.991,2262,ENST00000411657,3.231042,0.048199,7,7303064.612,1,6.79E-08,9.59E-07
12952,1667.991,1867,ENST00000418653,1290,23.800666,1549,7231069.897,1,1.52E-05,0.000214214
71069,5741.991,5941,ENST00000405093,7.00E-06,0,10,7208310.199,1,8.69E-07,1.39E-06
59465,4632.991,4852,ENST00000371097,0,0,51,6518083.364,1,5.55E-07,7.82E-06
11042,1697.991,1897,ENST00000368078,71,1.286815,89,5091371.21,1,3.98E-06,1.75E-05
68159,5497.991,5697,ENST00000420765,418.253603,2.341147,666,5048125.574,1,0.000108217,0.00013193
53539,6086.991,6286,ENST00000360682,1341.586301,6.7828,1908,4756178.693,1,9.40E-05,0.000401162
60845,4096.991,4296,ENST00000379274,14.89539,0.111887,27,4583853.756,1,2.51E-06,5.89E-06
33699,6137.991,6337,ENST00000440481,542.807553,2.721527,637,4448742.434,1,1.13E-05,0.000143187
88861,167.012,366,ENST00000596141,47,8.660485,69,4245879.789,1,1.15E-06,1.63E-05
19832,689.998,889,ENST00000436647,13,0.579814,17,4225661.571,1,2.85E-07,4.02E-06
71487,1200.991,1400,ENST00000356180,243,6.226725,274,4189424.352,1,4.64E-06,6.54E-05
28665,2962.991,3162,ENST00000522038,2018.952132,20.969533,2156,3966326.254,1,0.000118487,0.000543576
82298,3790.991,3990,ENST00000562522,3143,25.51436,4099,3891030.75,1,8.04E-05,0.001053448
9509,6308.991,6508,ENST00000369615,30.331686,0.147955,27,3799642.59,1,5.88E-06,7.11E-06
49713,6623.991,6823,ENST00000374102,2150.90377,9.992963,2800,3717180.618,1,9.73E-05,0.000753259
27451,1202.991,1402,ENST00000543198,691.576828,17.691766,754,3643471.108,1,1.47E-05,0.000206946
29970,297.007,496,ENST00000510712,0,0,2,3550262.608,1,3.08E-07,5.63E-07
27661,1106.991,1306,ENST00000378564,199.078749,5.534444,437,3327509.385,1,6.91E-05,0.000131329
57527,6921.991,7121,ENST00000354440,128.542354,0.571489,185,3096351.465,1,8.27E-06,5.97E-05
32571,3158.991,3358,ENST00000508457,0,0,66,2779418.367,1,1.96E-06,2.37E-05
76154,1062.991,1262,ENST00000431505,5.501455,0.159273,14,2768360.781,1,3.58E-07,5.06E-06
30882,1565.991,1765,ENST00000514161,4089.322471,80.362827,4691,2748685.535,1,0.000676248,0.001706634
61791,5596.991,5796,ENST00000355446,263.872411,1.450883,305,2596768.792,1,1.37E-05,0.000117454
60760,5247.991,5447,ENST00000350148,7.50E-05,0,32,2518781.529,1,1.86E-06,1.27E-05
24287,4819.991,5019,ENST00000454775,43.051263,0.274873,70,2490634.603,1,2.24E-06,2.81E-05
8720,4000.991,4200,ENST00000394839,0,0,6,2226404.773,1,1.92E-07,2.69E-06
68141,5815.991,6015,ENST00000382039,2471,13.075011,2836,1888520.874,1,0.000201289,0.001501704
9599,8447.991,8647,ENST00000369510,342.950831,1.249314,369,1885460.599,1,2.67E-05,0.000195708
18676,3334.991,3534,ENST00000401815,3.00E-06,0,5,1824317.742,1,1.77E-06,2.74E-06
38458,851.991,1051,ENST00000437001,46.144296,1.666772,59,1743011.711,1,2.40E-06,3.38E-05
79099,5489.991,5689,ENST00000449880,182,1.020218,259,1732173.529,1,2.07E-05,0.000149523
20448,2048.991,2248,ENST00000401408,0,0,5,1656343.721,1,2.10E-06,3.02E-06
68587,7940.991,8140,ENST00000545554,0,0,31,1581294.637,1,9.02E-06,1.96E-05
1048,1898.991,2098,ENST00000373773,1022,16.562317,1150,1567610.139,1,5.89E-05,0.000733601
18688,1997.991,2197,ENST00000381975,152.783209,2.353289,200,1356951.96,1,1.43E-05,0.000147389
59483,3838.991,4038,ENST00000315563,1396,11.190806,1819,1287347.506,1,0.000159436,0.001412983
