,Unnamed: 0,EffectiveLength,Length,Name,NumReads,TPM,count,deviation,faulty,mean,std,diff
188,38506,1029.991,1229,ENST00000360004,40264.063175,1203.032404,52343,57.8867192716,1,40255.7667059,208.808401067,12087
189,89558,836.991,1036,ENST00000549273,29553.893774,1086.643556,39676,57.7216611226,1,29570.9066313,175.065879467,10105
190,41787,663.998,863,ENST00000315377,118947.24307,5512.904847,137985,57.5928647106,1,118958.797763,330.356934538,19026
191,84422,329.007,528,ENST00000467736,8865.870216,829.296506,15754,57.5787813342,1,8861.59262507,119.703946753,6892
192,7808,681.998,881,ENST00000396651,72807.599026,3285.386742,88553,57.0324012484,1,72775.4565983,276.641751993,15777
193,21604,625.998,825,ENST00000409733,41354.154947,2033.007985,53976,56.1140523286,1,41366.8284642,224.706129972,12609
194,75342,1025.991,1225,ENST00000302182,28570.515144,856.974061,40705,54.9964258545,1,28580.0233978,220.468447064,12124
195,21173,293.007,492,ENST00000233143,39646.0,4164.032199,50827,54.8663063821,1,39651.37,203.688397068,11175
196,48182,765.998,965,ENST00000394920,45663.527204,1834.572143,61994,54.3949709812,1,45617.3923677,301.068413805,16376
197,84811,4523.991,4723,ENST00000262965,20569.819471,139.927088,28639,54.2844664808,1,20569.9382458,148.644027975,8069
198,38686,1720.991,1920,ENST00000311487,20256.556075,362.226409,27432,53.7787486223,1,20243.8749141,133.661070033,7188
199,28471,781.998,981,ENST00000009530,63363.56564,2493.600878,84202,53.6804584911,1,63397.5766224,387.560463573,20804
200,89757,231.01,430,ENST00000599561,34253.719264,4563.21369,44147,53.6487380708,1,34239.1252255,184.680481421,9907
201,64427,270.007,469,ENST00000501597,62166.110599,7085.513582,77653,53.5435579359,1,62166.8998751,289.224338499,15486
202,43733,434.002,633,ENST00000361436,54463.550109,3861.952903,66367,53.5361338328,1,54480.2105548,222.033019462,11886
203,81360,602.998,802,ENST00000565420,34497.994505,1760.640441,44945,52.6484529402,1,34490.0774349,198.579862869,10454
204,89553,342.005,541,ENST00000546623,23514.927014,2115.942308,31623,52.5840467285,1,23518.251155,154.129424212,8104
205,74790,1239.991,1439,ENST00000576930,25227.056545,626.096362,32942,51.5965353284,1,25242.1395887,149.232121155,7699
206,6901,12.989,171,ENST00000601459,0.0,0.0,10,51.3601047739,1,0.0227435786848,0.194260826866,9
207,76770,1674.991,1874,ENST00000579344,27645.843778,507.93773,35333,51.091153065,1,27639.2082949,150.589509994,7693
208,62109,1563.991,1763,ENST00000229270,36539.189013,718.981577,52574,50.8182284121,1,36539.7689999,315.521250959,16034
209,91244,1320.991,1520,ENST00000596046,46525.681116,1083.891988,58598,50.6967343628,1,46480.5745341,239.017870051,12117
210,28469,1527.991,1727,ENST00000518797,66883.195694,1347.067411,86067,50.2396099429,1,66870.4903154,382.099098826,19196
211,84957,1408.991,1608,ENST00000327141,11947.890725,260.96132,17571,49.7726898293,1,11957.0660446,112.791451991,5613
212,76585,851.991,1051,ENST00000579260,31375.873824,1133.323798,42436,49.5884169741,1,31369.1255892,223.174585641,11066
213,59486,1630.991,1830,ENST00000334828,49534.139082,934.643863,60711,48.9887123635,1,49532.2097666,228.191142286,11178
214,58625,5005.991,5205,ENST00000373758,282.766344,1.738324,875,48.9542553486,1,276.417933664,12.227375579,598
215,69050,366.005,565,ENST00000569438,42061.52494,3536.638725,51911,48.8855367643,1,42061.797814,201.474768161,9849
216,38027,2401.991,2601,ENST00000376630,31718.36903,406.380207,40358,48.4372382128,1,31700.7458185,178.731374886,8657
217,82105,1148.991,1348,ENST00000565497,20377.418173,545.790124,27557,48.3354784574,1,20373.5117187,148.61729956,7183
218,86901,1839.991,2039,ENST00000545187,0.0,0.0,4,48.2845769797,1,0.00952565466548,0.0826449064059,3
219,66041,5083.991,5283,ENST00000312143,2850.966893,17.257602,213,48.0903909574,1,2844.34081049,54.7165610032,-2631
220,84751,237.009,436,ENST00000586656,14642.397013,1901.251246,20213,48.0117589461,1,14636.2559087,116.15371346,5576
221,62000,1675.991,1875,ENST00000229239,52102.144605,956.702744,70319,48.003551339,1,52070.9372059,380.139849762,18248
222,11023,1404.991,1604,ENST00000368097,23268.0,509.657749,30385,47.5325414022,1,23270.34,149.679772849,7114
223,4947,5229.991,5429,ENST00000338758,29740.0,174.997992,38136,47.3744783047,1,29746.725,177.084271958,8389
224,84889,946.991,1146,ENST00000602676,23143.008387,752.085351,29859,47.1809996174,1,23119.4732058,142.844086577,6739
225,29454,688.998,888,ENST00000509148,65283.251203,2915.92741,77592,47.029693351,1,65249.9236558,262.431571732,12342
226,19070,564.999,764,ENST00000403564,50991.809928,2777.446355,60460,46.803873391,1,50997.7640197,202.167797124,9462
227,15016,946.991,1146,ENST00000419783,13397.117616,435.370188,18902,46.6347088653,1,13403.8592051,117.898040508,5498
228,10660,1278.991,1478,ENST00000356657,21712.318624,522.434494,27802,46.6268095775,1,21731.4546756,130.194310514,6070
229,34303,618.998,818,ENST00000355968,77383.653326,3847.27173,89555,46.551742294,1,77386.7347554,261.392262565,12168
230,5865,532.999,732,ENST00000489867,6438.559614,371.753445,10095,46.503589619,1,6445.32264386,78.4816266021,3649
231,80407,793.998,993,ENST00000529806,17629.979207,683.321949,25447,46.3809079721,1,17655.1471165,167.996988938,7791
