,EffectiveLength,Length,Name,NumReads,TPM,count,deviation,mean,std
40755,4173.991,4373,ENST00000527759,655.922356,4.836086,723,1.9812390787105856,651.2492457481051,36.21509136524361
11387,2464.991,2664,ENST00000541643,65.491787,0.817645,112,1.9809984709149222,63.474210994992866,24.495621635990233
770,289.007,488,ENST00000474815,52.235215,5.562214,67,1.9807510965752189,51.10083543276001,8.026836180845816
83316,2758.991,2958,ENST00000304372,16.558276,0.184696,25,1.980589401372487,16.169078867754003,4.45873391331209
84454,801.991,1001,ENST00000335360,26.17501,1.004409,39,1.9803981882252821,25.859690652248563,6.635185502531195
70004,807.991,1007,ENST00000360476,19.107343,0.727758,38,1.9798375111479982,18.8277549254277,9.683746755285677
88276,1767.991,1967,ENST00000448145,102.327223,1.781165,144,1.9796154904548624,103.82112821017448,20.29630096529175
40939,254.008,453,ENST00000359838,2.0,0.242312,5,1.979524821394902,2.125,1.4523687548277813
9734,1210.991,1410,ENST00000447389,31.571142,0.802311,44,1.9793218110480588,31.077035497803514,6.528986054750604
17619,1684.991,1884,ENST00000340171,59.0,1.077575,74,1.9788062732123872,59.58,7.287221692798974
7265,3969.991,4169,ENST00000318121,726.0,5.627819,779,1.9787558148084567,724.274994317185,27.656270305445624
7795,717.998,917,ENST00000418644,21.0,0.900096,29,1.9786919014033924,20.386904040974,4.352924249054206
43572,3906.991,4106,ENST00000373659,423.0,3.331893,463,1.9782299329075919,422.16,20.64471845291187
31873,6469.991,6669,ENST00000388822,349.331219,1.661601,390,1.9774594018256868,348.017898403125,21.23032288709193
44403,2731.991,2931,ENST00000436881,30.0,0.337936,41,1.9774407711093036,29.635,5.7473276398688125
8747,1529.991,1729,ENST00000284027,435.813488,8.766069,331,1.9771272390043733,433.95444489243533,52.072746185157186
21011,3962.991,4162,ENST00000407639,379.855998,2.949775,510,1.9771090523149937,370.45872901938526,70.57843916966851
5962,489.001,688,ENST00000473118,29.441101,1.852839,57,1.9768393384919822,29.7765163313055,13.771217083054275
68695,1134.991,1334,ENST00000558772,240.0,6.507467,268,1.9757344759428013,238.075,15.146266041503422
26258,1396.991,1596,ENST00000545085,158.319838,3.487666,226,1.9757198735367691,160.61950739507594,33.09198509396241
91148,262.007,461,ENST00000600634,15.300476,1.797151,23,1.9756668047071537,15.3071581168053,3.8937951808807068
5532,2249.991,2449,ENST00000404249,366.366561,5.011043,500,1.975611556222446,371.3453171186998,65.1214468128036
24552,3169.991,3369,ENST00000281828,431.867238,4.192618,492,1.9753590636228286,434.8748395468303,28.918874297415876
78973,1464.991,1664,ENST00000580169,34.0,0.714228,44,1.9752184154311605,33.06,5.538627988951774
13129,5250.991,5450,ENST00000418460,91.0,0.533326,109,1.9751435221051785,91.385,8.918339251228335
55345,569.999,769,ENST00000527115,37.0,1.997655,49,1.9749989619516353,37.104999999985495,6.022787975675805
77610,1525.991,1725,ENST00000351111,596.018118,12.019893,500,1.9748564726702316,598.0950081705852,49.67196833193124
54535,362.005,561,ENST00000529839,20.618014,1.75277,33,1.9748063399512994,20.87133695431685,6.141697441574071
9661,835.991,1035,ENST00000369441,254.707109,9.376325,287,1.9746353910698446,253.98820477935988,16.71791935358484
37246,2397.991,2597,ENST00000603222,139.0,1.783858,161,1.9744324988905488,139.015,11.134845081993728
1626,7325.991,7525,ENST00000371564,954.508435,4.00965,1096,1.974211719309497,920.1105546017856,89.0935068806773
44691,4833.991,5033,ENST00000523898,289.113186,1.840582,411,1.9740332734689656,293.4498859518949,59.54819284354538
65063,6436.991,6636,ENST00000338356,93.693008,0.447937,113,1.9739980900061405,92.21950513761496,10.527109913424688
49126,255.008,454,ENST00000523034,125.057661,15.092081,148,1.9738098437326386,125.40647686507248,11.446656427754606
3527,2425.991,2625,ENST00000389355,80.723573,1.02401,111,1.9737558187421815,80.53047316416047,15.437333507270871
48176,703.998,903,ENST00000534337,80.0,3.497128,98,1.9735497120830148,80.665,8.78366523724578
50431,3069.991,3269,ENST00000304449,211.888653,2.124045,313,1.97342925966668,218.04429772007495,48.11710468707829
33751,1503.991,1703,ENST00000409761,305.058909,6.242112,342,1.9734034984670177,304.8145429593549,18.84331160329428
20509,764.998,964,ENST00000449070,613.506521,24.680381,676,1.9732205903435183,612.6841856248002,32.08755001090737
38422,1428.991,1628,ENST00000337523,139.869399,3.012218,169,1.9729408323869086,140.548704655335,14.420754478604396
44114,1914.991,2114,ENST00000372211,198.259974,3.186115,291,1.9725171395556345,196.09328860191502,48.11451799068545
16841,4668.991,4868,ENST00000418265,911.295653,6.006608,1054,1.9723034419363743,904.7973126121651,75.64895148251134
31010,360.005,559,ENST00000509561,360.782147,30.841053,396,1.9722956008682635,358.77618686129495,18.87334389546781
36032,6405.991,6605,ENST00000320239,114.0,0.547661,139,1.972250492932575,110.14257703662948,14.631723032535232
64834,2026.991,2226,ENST00000312635,1325.483676,20.124062,1397,1.9720948568977779,1323.5521614808501,37.243562733431425
62506,453.002,652,ENST00000545027,504.0,34.23918,547,1.9717760018619215,502.6,22.517770760001977
72085,614.998,814,ENST00000557508,85.491076,4.277991,161,1.9715041880144815,86.16967219637907,37.955956806251166
76985,360.005,559,ENST00000588352,0.0,0.0,3,1.9710700851814953,0.25262708095415276,1.3938484175172647
61964,2681.991,2881,ENST00000011684,50.128911,0.575207,86,1.9692893435533685,48.12542158020762,19.23261228411048
7036,966.991,1166,ENST00000418618,80.0,2.546014,98,1.9692801620072145,80.575,8.848410874275674
8509,814.991,1014,ENST00000436161,145.854268,5.507564,177,1.9692366629615308,145.9897190705501,15.747361154049202
37110,3257.991,3457,ENST00000415428,863.463209,8.156184,921,1.968981470886897,864.5225731631748,28.683574564765117
74395,3658.991,3858,ENST00000263087,92.0,0.773784,109,1.967522130437634,91.155,9.06978362476195
56542,2646.991,2846,ENST00000530849,498.676023,5.797745,554,1.9673080310630915,499.0666082750602,27.923126860441343
65899,1378.991,1578,ENST00000546436,0.0,0.0,9,1.9672696899652753,1.5880381807738153,3.7676389043319296
38697,566.999,766,ENST00000586726,10.654705,0.578299,21,1.9670912743659261,10.601803542213093,5.286077262041982
21340,2702.991,2902,ENST00000415570,1436.0,16.349441,1512,1.966956542888102,1434.875,39.21032230165929
66686,2783.991,2983,ENST00000328963,43.472553,0.480552,60,1.9669453490651385,40.61663371396857,9.85455254018322
78557,3073.991,3273,ENST00000400877,317.100983,3.174593,352,1.9668223924377486,315.15350528946004,18.734022376505038
72111,2039.991,2239,ENST00000556859,76.231583,1.150005,99,1.9663514568340736,75.088553418891,12.160311676737411
40206,10501.991,10701,ENST00000368802,656.742923,1.924495,1000,1.96616348511475,675.7674196136296,164.90621600952343
37088,348.005,547,ENST00000438356,15.0,1.326473,22,1.9660319453478434,14.44,3.8453088302501794
7126,163.013,362,ENST00000428500,6.562405,1.238895,12,1.9659011767182526,6.434248419077331,2.831145149530747
28729,5050.991,5250,ENST00000313708,179.20844,1.09188,212,1.9654254592247187,179.7632938952299,16.401897082113802
9818,3147.991,3347,ENST00000338347,696.963549,6.81349,801,1.9653842053793464,695.2662160913304,53.79802260508219
20423,793.998,993,ENST00000394666,29.121057,1.128706,41,1.96483701281681,28.89984047559351,6.158352802535809
87405,344.005,543,ENST00000588833,33.657124,3.01096,49,1.9645480346726059,33.55257261779914,7.863094772724755
90633,355.005,554,ENST00000456337,13.0,1.126942,20,1.9644757405656215,13.155,3.4843901905498487
36338,6883.991,7083,ENST00000608694,82.0,0.366578,98,1.9643830166750247,81.525,8.386857277908097
5169,368.005,567,ENST00000427829,109.695171,9.17332,137,1.9636676142564167,110.29373038875845,13.600198637158067
40861,245.009,444,ENST00000447498,99.023626,12.437977,118,1.9632937991166992,98.7326494910375,9.813788704284107
10575,3394.991,3594,ENST00000368426,106.72065,0.967393,135,1.963078408773834,105.98010050525352,14.782852974717763
16483,4233.991,4433,ENST00000273390,8.482504,0.061655,14,1.9627364765831228,8.287882048036401,2.910282669178125
39081,872.991,1072,ENST00000372808,12.0,0.423024,19,1.9624986485234115,11.91,3.6127413414192833
45974,546.999,746,ENST00000518546,132.369046,7.447193,162,1.962201806737845,129.0035196282809,16.816048307781166
61674,401.004,600,ENST00000375399,2.239701,0.171883,9,1.9614209047402213,2.308039410484713,3.411792223353303
82299,3712.991,3912,ENST00000389202,45.0,0.372977,59,1.96138773184662,45.62,6.82170066772209
62274,252.009,451,ENST00000536034,29.883709,3.64932,40,1.9612348540251192,29.40826890797148,5.400541944423788
25474,396.004,595,ENST00000505818,715.624885,55.613281,811,1.9606858090895716,717.9565352105351,47.45455103419598
80536,451.002,650,ENST00000568753,75.836377,5.17478,94,1.9603195140789331,75.76154866504845,9.303815630035691
91687,2739.991,2939,ENST00000262127,212.624752,2.388129,245,1.9602552419356225,212.10018083657008,16.783436391142374
23822,9483.991,9683,ENST00000374574,490.142185,1.590464,649,1.95986749929192,509.87202124593495,70.98846162015063
48340,680.998,880,ENST00000415360,25.472797,1.151128,42,1.959131167453662,24.91516148770557,8.720620036125542
25606,1733.991,1933,ENST00000503026,1542.429559,27.374841,1718,1.9588342766452027,1536.9915934004,92.40618706632192
74073,160.013,359,ENST00000497872,60.0,11.539552,74,1.958784230913179,59.505,7.399998310810616
28025,2671.991,2871,ENST00000333305,150.0,1.727624,177,1.9585494285831786,150.015,13.778054107892011
62428,3058.991,3258,ENST00000336164,4.558064,0.045856,10,1.9585315751241434,3.434176840975999,3.3524213969375602
11684,11944.991,12144,ENST00000502732,677.792015,1.746239,825,1.9583504373194895,615.9192308869948,106.7637155887107
10038,742.998,942,ENST00000369157,98.113236,4.063805,118,1.9581950378978135,97.78321804412249,10.324192209975614
76313,2475.991,2675,ENST00000225873,292.0,3.629333,327,1.9580336827588254,291.091834216905,18.33889074497493
20349,3733.991,3933,ENST00000316377,854.439227,7.04208,631,1.9579237333548791,849.471698270365,111.58335462639104
84900,4471.991,4671,ENST00000325327,1331.267334,9.161306,2241,1.957641316783234,1389.7430870624946,434.8380398592514
80123,1086.991,1286,ENST00000422307,71.8425,2.033989,96,1.957417110402404,71.31356954806198,12.611737335259631
21212,1727.991,1927,ENST00000409017,669.780042,11.928445,733,1.95716358745995,668.1767120816496,33.12103716505347
81804,63.449,262,ENST00000569951,104.999994,50.927723,125,1.9571568933999108,104.88999516992797,10.275111258524383
41465,4955.991,5155,ENST00000476287,681.071773,4.229173,768,1.9571377817208544,680.711342284115,44.60015974916936
38304,1703.991,1903,ENST00000409691,6.970571,0.125891,46,1.9569118877332272,14.163484708256874,16.26875256433783
19058,455.001,654,ENST00000415131,145.637383,9.850383,173,1.9569006480860305,146.39408087960987,13.595947830265352
67335,526.999,726,ENST00000356456,97.0,5.664409,116,1.9566240369880943,96.275,10.08113956852101
75985,2210.991,2410,ENST00000323372,22.779879,0.317072,31,1.9565968194350625,21.6969339089295,4.754717987202198
43288,1248.991,1448,ENST00000374294,129.356403,3.187291,5,1.9564720050256303,113.73758609726258,55.57840123341713
43943,1837.991,2037,ENST00000406974,186.875735,3.128979,256,1.9562058297120706,185.48487671924408,36.04688331346752
72515,775.998,975,ENST00000554963,398.814219,15.816231,447,1.956016090626246,399.5868322891552,24.239661390344082
37990,1770.991,1970,ENST00000376751,2.0,0.034754,5,1.9558963830033431,2.095,1.4852525037851325
37562,3116.991,3316,ENST00000229922,9.682627,0.095598,19,1.955648773324353,9.515488358134299,4.849803181040143
9350,3470.991,3670,ENST00000369787,47.59539,0.421992,75,1.9556416533222625,47.71531359519901,13.951782198159622
26153,3992.991,4192,ENST00000230640,862.045016,6.643924,955,1.9553426350612455,860.2085807969002,48.47816311238505
53334,397.004,596,ENST00000531067,91.596241,7.100279,115,1.9552846645920876,89.41141405977905,13.086885200707721
57927,418.003,617,ENST00000375802,52.89427,3.894231,74,1.9551980089274656,52.004974808606974,11.249512883586924
87842,1516.991,1716,ENST00000352614,95.320595,1.933735,117,1.955087235394701,92.88452627985855,12.33473027881179
38263,6682.991,6893,ENST00000376033,5363.414635,24.698099,6109,1.9547831373885183,5358.363828203199,383.9997171244322
36648,1287.991,1487,ENST00000483369,94.778943,2.264603,121,1.954756001409758,94.46018840808505,13.577045714541665
69949,6001.991,6201,ENST00000558090,121.0,0.620416,141,1.9547491804802666,121.18,10.139408266757975
9073,1559.991,1759,ENST00000427993,152.126327,3.001065,182,1.9541614471818227,151.48436305270994,15.615719464375847
28432,5442.991,5642,ENST00000255266,76.0,0.429704,94,1.9536766010029738,76.775,8.816709987291174
68391,428.002,627,ENST00000558367,1236.654915,88.91914,1302,1.9536755173619509,1236.4932262418,33.53001722960317
26356,6665.991,6865,ENST00000380939,2085.75472,9.62923,2289,1.9536507008687831,2078.62017361055,107.68548661021886
12243,8597.991,8797,ENST00000391954,69.0,0.246971,84,1.9535370418849805,66.74221704266704,8.834121179847616
81025,445.002,644,ENST00000568335,18.0,1.244811,27,1.9530284607961468,18.17,4.521183473383933
80432,1851.991,2051,ENST00000248121,6.430305,0.106853,12,1.9528856821986103,6.221589166402052,2.958908904023742
39266,1891.991,2091,ENST00000371459,538.936396,8.766203,592,1.9527044106422178,536.1076906416549,28.62302612404243
12708,2768.991,2968,ENST00000609181,4588.011811,50.991296,4738,1.9522754780798346,4586.970192293452,77.3609100776566
12732,1927.991,2127,ENST00000366913,76.849823,1.226679,99,1.9520192880166238,77.13319207546498,11.202147467893669
62312,524.0,723,ENST00000422780,69.0,4.052387,86,1.9520092289281368,69.41,8.498935227427024
66443,3371.991,3571,ENST00000392561,595.43176,5.434238,701,1.9519785465756183,590.1998982227904,56.762971074445325
27740,5421.991,5621,ENST00000512783,167.537806,0.950927,196,1.9513479657764052,167.4944340633599,14.608140852673735
59831,852.991,1052,ENST00000539281,1095.677883,39.530438,1201,1.9508023945518036,1097.5195456348956,53.04507245536726
25453,3629.991,3829,ENST00000296820,105.361491,0.893243,140,1.9508022574916795,104.25110453439848,18.32522764842761
14247,359.005,558,ENST00000436768,9.042988,0.775183,16,1.9506745286214495,6.848141589156285,4.6916378291520395
53986,1747.991,1947,ENST00000377953,178.180543,3.136998,238,1.950456180521467,178.19526770626987,30.661920473261258
55666,916.991,1116,ENST00000530270,419.0,14.061839,456,1.9503583483124334,416.3961357927001,20.305942362626617
57278,4005.991,4205,ENST00000381496,9.225071,0.070868,15,1.9500742539563993,8.738418502054952,3.210945165416787
55926,331.007,530,ENST00000528786,19.096597,1.775466,4,1.9499958981045402,19.02850824292648,7.706943515899025
15573,1278.991,1478,ENST00000383714,122.280425,2.94227,199,1.949780934961536,120.39852961327084,40.31297515393941
32893,989.991,1189,ENST00000302327,16.623776,0.516763,28,1.9497647844023387,16.456707335900898,5.920351396457018
37285,3016.991,3216,ENST00000538861,1243.116699,12.680341,1344,1.9497426850336141,1240.5127388771002,53.07739422092799
27169,3573.991,3773,ENST00000496714,344.0,2.962089,380,1.9497370808185777,343.54,18.699957219202403
80434,305.007,504,ENST00000567515,20.327898,2.051046,34,1.9492855316861704,20.982462124028448,6.678107267697784
47816,1900.991,2100,ENST00000519651,27.420512,0.443904,39,1.9490160691441845,27.594271036447008,5.8520446004127935
52060,3248.991,3448,ENST00000278319,51.0,0.483075,28,1.9490139907644182,47.83347162024449,10.17615661777043
74362,2566.991,2766,ENST00000576742,44.657904,0.535386,68,1.9489596683187573,44.072770331449505,12.276923970002409
88124,1760.991,1960,ENST00000414789,4.424608,0.077323,10,1.948772742700129,3.3841067914229996,3.3949023729726058
53140,329.007,528,ENST00000530518,0.0,0.0,1,1.9486572839415828,0.06693920658917812,0.4788224184416378
83899,143.014,342,ENST00000566254,168.0,36.151391,192,1.9484702309324262,168.42,12.101801518782237
38647,1936.991,2136,ENST00000374467,365.411697,5.805611,481,1.9479388580107382,362.8435213965503,60.657180340923404
86757,1984.991,2184,ENST00000442725,0.0,0.0,1,1.9479209958491455,0.11760601509780001,0.4529926967174268
53024,525.999,725,ENST00000532129,93.0,5.44115,113,1.9476352762516829,92.915,10.312505757574147
2683,503.0,702,ENST00000419461,50.275365,3.075956,66,1.9475959082160403,50.411509680003,8.00396542950008
1633,7906.991,8106,ENST00000338821,33.362836,0.129851,46,1.9472384650033279,29.263011360560995,8.595243438461145
6060,1523.991,1723,ENST00000376223,51.456278,1.03908,65,1.9466505809786088,51.695228696360985,6.834699269424366
47371,434.002,633,ENST00000518918,955.0,67.718043,1020,1.9463379966924117,957.04,32.34792729063177
88932,1641.991,1841,ENST00000324394,203.830364,3.820245,178,1.946235719774876,204.31878242512488,13.522916138939847
15401,423.003,622,ENST00000486659,0.0,0.0,3,1.9461518914050475,0.47595054626967837,1.2969437097266103
49375,2497.991,2697,ENST00000508866,63.0,0.776145,80,1.9461235261366638,63.61,8.42187033858869
92279,387.005,586,ENST00000588730,76.0,6.043525,93,1.9458268803466205,75.67,8.906239385958587
54668,1324.991,1524,ENST00000528852,2.360468,0.054825,8,1.945783434366908,2.8310915223312985,2.6564664835634644
81167,321.007,520,ENST00000573791,1272.225924,121.967261,1354,1.9456484717935105,1270.3453555034996,42.99576501575695
35760,1646.991,1846,ENST00000249270,1197.0,22.366397,1265,1.9456375810316646,1195.955,35.487081804510225
25425,4916.991,5116,ENST00000360578,7.0,0.043812,12,1.9454860782326708,6.87,2.6368731482572327
75585,666.998,866,ENST00000577213,85.243407,3.933047,108,1.9453885738911223,86.096132197247,11.259379281200042
31534,354.005,553,ENST00000513992,0.0,0.0,1,1.9452413135586508,0.15584195261648498,0.43396057933768684
34915,1829.991,2029,ENST00000440088,156.025365,2.623852,181,1.9450010729388825,155.33383657993508,13.195963630643933
6612,614.998,814,ENST00000374468,482.606274,24.149716,547,1.943811352726192,481.428666221605,33.73338348211174
34282,1354.991,1554,ENST00000431640,264.016905,5.99637,327,1.943672072760851,266.65091233813996,31.04900693260379
87754,3509.991,3709,ENST00000262623,33.0,0.289335,44,1.9430077725808859,33.535,5.385979483807934
90889,187.011,386,ENST00000586787,44.0,7.240654,56,1.9423489603145765,43.15,6.615701021055896
14397,1537.991,1737,ENST00000542835,53.642539,1.073368,69,1.942269101111904,54.09964498290101,7.6716223352206345
53460,482.001,681,ENST00000529411,9.521845,0.607948,16,1.942092876482642,9.549193678436644,3.3215745753861796
65661,1936.991,2136,ENST00000266736,77.0,1.223365,94,1.9419964023128053,76.58,8.970150500409677
10533,5667.991,5867,ENST00000368476,1.0,0.00543,3,1.9419055020396747,1.025,1.0170422803404
12841,566.999,766,ENST00000436927,295.0,16.011523,327,1.9418104757246546,294.35,16.814205303849484
66519,1219.991,1419,ENST00000542304,176.776802,4.45925,210,1.9412984952099224,176.4216766014351,17.296836875636632
23417,798.997,998,ENST00000396974,80.888159,3.115538,50,1.9412339887881638,82.37983661384,16.680027652953605
28402,347.005,546,ENST00000513661,62.0,5.498556,77,1.94110996409426,61.395,8.039214824844525
82414,3041.991,3241,ENST00000303155,196.362781,1.986526,229,1.9409883860248616,197.7033048246699,16.124102236090977
37446,4486.991,4686,ENST00000416247,260.0,1.783246,293,1.9408441777457603,262.355,15.78952105036755
34867,1283.991,1483,ENST00000336517,32.93849,0.789469,49,1.9407783740216302,29.669057881440057,9.960406802402105
32346,3099.991,3299,ENST00000336498,329.273588,3.268809,382,1.9404143819271882,328.43365956783,27.605619155929364
61196,1417.991,1617,ENST00000377666,27.0,0.585981,38,1.9401395217476007,27.045,5.64650112901786
72936,1318.991,1518,ENST00000554901,129.832619,3.02925,159,1.9398293544766085,128.13487891496555,15.911255809077216
31555,3038.991,3238,ENST00000394833,602.067427,6.096896,750,1.9395960133244918,604.2748622292249,75.13169586330524
62538,1543.991,1743,ENST00000332427,15.569679,0.310333,7,1.939482149755861,15.393206547296943,4.3275502939552535
76882,597.998,797,ENST00000591776,829.948518,42.71143,915,1.9391984316837778,835.6312556911148,40.92863474521814
82096,874.991,1074,ENST00000395199,812.522079,28.577535,892,1.9391120345768158,812.7948704940402,40.846082172475
46867,3134.991,3334,ENST00000286688,122.0,1.197613,145,1.9386308893991844,123.425,11.128988049234309
20898,1868.991,2068,ENST00000498451,262.875619,4.328488,303,1.9384825956992755,261.74512706911486,21.28204453442778
8055,1953.991,2153,ENST00000396122,339.91099,5.353474,239,1.9379236001894615,340.661534848365,52.45900036432089
23709,1069.991,1269,ENST00000409588,571.114604,16.426169,630,1.9375754951862076,573.9281820468151,28.93916551509453
45469,379.005,578,ENST00000520334,127.0,10.312218,149,1.9373127040449512,127.025,11.343032002070695
59206,5097.991,5297,ENST00000361373,7.879429,0.047565,19,1.9372026671972264,6.798173569934546,6.298683476272123
