,transcript_id,EffectiveLength,NumReads,Length,TPM,eq_param,mean,faulty,count,predict_diff,diff,new_std,new_mean,new_deviation
3154,ENST00000428878,3769.991,692.272569,3969,5.651059,8.0,694.344439829,1,1018,238.557718808,393.766087049,41,932,2
1931,ENST00000292174,4231.991,1310.95522,4431,9.533144,1.66666666667,1310.27239542,1,1730,324.355082318,463.965811442,38,1634,2
1923,ENST00000504110,468.001,1298.0,667,85.353475,2.0,1298.71,1,1692,307.269053137,325.716523315,36,1605,2
3351,ENST00000407422,1443.991,869.192308,1643,18.524415,3.2,850.286851295,1,1233,280.09429966,146.065,51,1130,2
2012,ENST00000396738,1473.991,1041.973094,1673,21.754785,3.0,1042.38242198,1,1445,297.762475767,697.887154038,37,1340,2
1563,ENST00000266839,974.991,1754.997866,1174,55.394819,4.5,1758.67296162,1,2286,414.904771502,684.064623345,42,2173,2
1562,ENST00000392845,9017.991,2348.0,9217,8.012745,3.0,2346.13905258,1,2912,475.178483472,111.808830154,45,2821,2
1917,ENST00000403663,2107.991,813.822535,2324,11.881029,1.0,808.418326283,1,1123,241.19004531,510.185450455,28,1049,2
1577,ENST00000512088,428.002,2409.0,627,173.214214,3.33333333333,2403.42,1,2961,460.754925768,454.300195224,45,2864,2
1956,ENST00000416905,539.999,1320.976718,739,75.282648,2.6,1320.79495754,1,1724,320.467311981,371.778260382,37,1641,2
1944,ENST00000414946,382.005,457.0,581,36.816328,1.0,455.485,1,690,183.813799398,499.431707983,21,639,2
1899,ENST00000312049,2561.991,1185.681256,2761,14.242408,10.3636363636,1181.75143034,1,1637,347.907433024,449.599479659,41,1529,2
1591,ENST00000228463,1504.991,1405.407526,1704,28.738327,2.0,1411.39317905,1,1867,353.044531041,1074.66399079,37,1764,2
1590,ENST00000372343,3694.991,1550.0,3894,12.909558,2.0,1549.425,1,2029,372.731283724,506.467802868,39,1922,2
1589,ENST00000330452,2480.991,2924.071945,2680,36.2707,2.57142857143,2922.34974532,1,3740,625.572262616,473.13,66,3547,2
1555,ENST00000291906,3175.991,929.0,3375,9.001803,3.0,927.34,1,1278,269.950920483,839.050266334,28,1197,2
2189,ENST00000584086,487.001,2851.959049,686,180.221558,5.4,2854.7273267,1,3553,539.98745548,,69,3394,2
2180,ENST00000583312,599.998,649.476235,799,33.312418,4.5,648.95127297,1,963,231.802688806,709.431643769,31,880,2
7014,ENST00000455934,2173.991,308.500619,2373,4.367082,4.75,313.650698539,1,842,170.77898816,143.495063637,139,484,2
1909,ENST00000301327,1348.991,442.0,1548,10.083385,2.0,442.915,1,679,192.175154642,1177.30522972,21,635,2
1910,ENST00000236017,464.001,1230.673741,663,81.623895,2.0,1232.53600868,1,1609,296.778743699,,34,1529,2
2017,ENST00000598676,627.998,591.943421,827,29.007802,1.0,591.248426791,1,855,211.27278263,578.912660469,24,802,2
1579,ENST00000543605,1254.991,1517.0,1454,37.199585,5.16666666667,1516.605,1,2016,385.438873049,524.215,40,1902,2
3288,ENST00000356926,4541.991,3573.782819,4741,24.214468,3.85714285714,3583.47523627,1,4669,731.772910982,232.27,143,4315,2
1914,ENST00000360957,2904.991,403.303302,3104,4.27248,2.5,400.836682836,1,625,177.309320998,553.764448839,20,578,2
2000,ENST00000539574,2104.991,1826.63882,2304,26.705181,2.4,1830.47820491,1,2422,429.097219302,395.932861949,55,2259,2
1578,ENST00000425753,1162.991,1737.235365,1362,45.9701,4.66666666667,1736.00154204,1,2258,419.689751226,791.361671403,42,2155,2
2188,ENST00000346786,824.991,1150.914183,1024,42.932574,4.0,1152.86495747,1,1548,312.4405199,397.485,39,1465,2
2025,ENST00000588767,607.998,1589.747413,807,80.46716,6.5,1593.16924566,1,2107,378.002657678,479.645000073,48,1971,2
1720,ENST00000428207,2085.991,1328.21547,2285,19.595177,4.5,1328.7896745,1,1778,351.474763749,482.694242434,38,1680,2
1881,ENST00000599395,637.998,1247.400032,837,60.169904,1.0,1250.44173127,1,1646,308.711402668,600.519638823,35,1559,2
1672,ENST00000372409,2547.991,1324.0,2747,15.991278,1.5,1324.675,1,1731,337.66432981,1438.45556066,34,1662,2
3457,ENST00000371320,1877.991,1032.666501,2077,16.922311,4.28571428571,1034.38458506,1,1522,299.283906371,323.655560171,67,1333,2
1766,ENST00000379378,1896.991,1234.141551,2096,20.021324,1.5,1233.24520801,1,1663,325.619477223,1122.15022994,37,1558,2
1767,ENST00000438323,1032.991,2109.504893,1232,62.84593,4.0,2110.0017221,1,2688,474.757586845,1130.69786929,50,2584,2
3198,ENST00000375153,1953.991,620.142703,2153,9.767022,3.5,601.349498323,1,920,236.035210006,109.2179903,41,837,2
1680,ENST00000565361,639.998,1233.0,839,59.289439,2.0,1231.25,1,1630,313.00059205,431.56,33,1544,2
3456,ENST00000597602,131.014,828.976623,330,194.722889,6.0,830.364659445,1,1063,162.160239777,171.537480616,32,992,2
1678,ENST00000246784,829.991,942.588807,1029,34.94959,3.83333333333,943.276746122,1,1310,279.497135826,390.983269185,31,1222,2
1677,ENST00000403427,1042.991,1401.406586,1242,41.350117,1.0,1396.46846576,1,1834,350.776145089,638.095,36,1747,2
7126,ENST00000443164,2892.991,435.101218,3092,4.628458,6.66666666667,387.758788264,1,1499,223.812787379,39.9582720038,299,611,2
2097,ENST00000377069,5024.991,1525.972088,5224,9.345539,5.0,1518.56418976,1,1990,372.304925557,389.584556091,45,1890,2
1771,ENST00000270221,676.998,1707.466973,876,77.617172,3.6,1703.81454954,1,2214,394.60196426,1579.31164001,44,2098,2
1675,ENST00000394998,1298.991,1297.641755,1498,30.742685,2.5,1296.53428526,1,1714,339.631585288,300.900114261,35,1636,2
1775,ENST00000219069,3630.991,1681.605692,3830,14.252533,4.33333333333,1666.52396309,1,2186,413.534550348,482.52,45,2080,2
1760,ENST00000303596,1685.991,1191.01691,1885,21.739812,3.0,1191.52125106,1,1605,323.185551957,416.401577255,35,1514,2
2146,ENST00000550520,553.999,2723.207124,753,151.274082,13.724137931,2727.2953421,1,3450,564.982130747,607.596316824,70,3292,2
1670,ENST00000539737,1012.991,1344.726163,1212,40.852762,1.0,1344.09991054,1,1756,338.468402804,527.115,34,1682,2
2151,ENST00000448364,1004.991,1156.391038,1204,35.410797,4.0,1161.18695417,1,1571,315.250777456,303.431756461,40,1476,2
2152,ENST00000415666,347.005,1077.700303,546,95.577344,1.5,1073.06275747,1,1418,261.87282313,,33,1334,2
1781,ENST00000248846,5412.991,1263.0,5612,7.180573,2.66666666667,1260.615,1,1672,309.962461957,428.06,36,1570,2
1784,ENST00000429586,2424.991,1630.0,2624,20.685716,2.0,1631.085,1,2131,393.82812828,370.07692412,43,2024,2
1785,ENST00000458159,544.999,1244.0,744,70.245314,2.6,1244.965,1,1652,309.011506477,303.680389545,35,1553,2
2608,ENST00000421939,503.0,187.000254,702,11.441081,2.33333333333,187.992702104,1,387,153.639931384,371.274170685,22,341,2
1786,ENST00000269554,5534.991,1946.0,5734,10.819793,2.0,1945.33,1,2489,429.197663368,377.535,47,2374,2
6441,ENST00000261866,7574.991,512.511203,7774,2.082161,3.9375,506.573002045,1,858,159.771905272,1324.81766262,85,666,2
2087,ENST00000575783,676.998,1225.434099,876,55.705165,6.22222222222,1227.70237789,1,1673,326.726208731,369.805,42,1554,2
1794,ENST00000450833,1107.991,1647.777782,1307,45.767328,2.0,1642.56829202,1,2142,396.431320152,514.505,43,2038,2
1761,ENST00000433143,508.0,409.0,707,24.777216,3.5,408.43,1,644,190.543029066,678.991780756,20,598,2
1758,ENST00000561603,3706.991,1493.417819,3906,12.398035,2.6,1492.86808128,1,1952,364.65823011,624.295619998,39,1857,2
1879,ENST00000257665,5500.991,1259.231691,5700,7.044623,4.28571428571,1256.39886048,1,1662,314.608993364,612.77,36,1571,2
3485,ENST00000376925,673.998,126.192545,873,5.76193,2.0,126.704331849,1,357,143.689590685,172.202249791,31,270,2
1727,ENST00000444897,829.991,1364.711239,1029,50.601172,2.25,1366.95824444,1,1811,340.119176695,638.22,38,1707,2
1728,ENST00000228928,6519.991,2323.532102,6719,10.967174,2.66666666667,2323.00601077,1,2921,491.481975933,460.375,51,2814,2
1730,ENST00000526659,429.002,2250.891457,628,161.46851,3.0,2250.08039829,1,2832,435.699400174,621.245,50,2685,2
1731,ENST00000301457,402.004,2029.0,601,155.326131,1.5,2033.375,1,2557,390.771499469,432.045,45,2424,2
3225,ENST00000318837,3642.991,1082.260227,3842,9.142535,2.5,1080.00143287,1,1536,292.093510559,401.441806181,59,1372,2
1733,ENST00000370018,4755.991,1076.0,4955,6.962485,4.25,1074.24,1,1450,287.433136241,624.916306011,32,1361,2
2123,ENST00000241041,1279.991,845.051111,1479,20.31745,3.25,843.661123883,1,1173,266.188713295,398.079904175,32,1109,2
1710,ENST00000592537,995.991,833.498166,1195,25.753864,4.66666666667,833.16324835,1,1176,267.640851999,499.395,29,1100,2
1737,ENST00000366872,2062.991,2129.37101,2262,31.764871,2.75,2125.48036118,1,2726,487.705238058,1121.75537656,51,2613,2
6250,ENST00000374316,9670.991,631.159496,9870,2.008451,2.0,628.003698424,1,1018,152.311451884,518.501731012,91,780,2
1739,ENST00000362020,628.998,1565.866124,828,76.612255,5.0,1560.74570665,1,2042,375.490969314,416.390192102,41,1936,2
1740,ENST00000251547,2703.991,1249.0,2903,14.215111,6.2,1247.655,1,1671,341.658810405,1009.055,36,1589,2
4240,ENST00000352007,3718.991,0.87031,3918,0.007202,4.8,16.5194601136,1,163,95.695978584,538.33,23,112,2
1757,ENST00000371219,560.999,1261.498169,760,69.201812,11.25,1261.63291167,1,1701,344.64353515,828.702920967,38,1606,2
1703,ENST00000370985,603.998,1112.858851,803,56.701857,1.0,1108.76730549,1,1482,290.636856439,321.125,31,1399,2
1745,ENST00000497116,461.001,2140.68416,660,142.903883,2.0,2137.90584098,1,2674,425.356319256,460.825,46,2563,2
2131,ENST00000216840,1888.991,1098.617956,2088,17.898222,1.5,1098.45599221,1,1474,301.676520269,,36,1400,2
3209,ENST00000293349,2787.991,325.21304,2987,3.589795,2.66666666667,325.064803998,1,563,163.777564453,215.275,30,488,2
3472,ENST00000406902,4284.991,1360.3077,4484,9.769679,2.75,1339.66762421,1,1821,348.126350316,157.98,66,1687,2
1700,ENST00000370110,677.998,1738.0,877,78.8886,3.85714285714,1745.89,1,2236,393.696379253,391.831629703,41,2139,2
1533,ENST00000372133,862.991,2091.741739,1062,74.592469,3.5,2088.80475684,1,2685,465.170380358,477.935566581,47,2553,2
1753,ENST00000456793,362.005,3655.580156,561,310.766675,1.5,3642.53064297,1,4417,594.33926513,,67,4236,2
1690,ENST00000392585,2687.991,1357.0,2887,15.536211,3.0,1353.605,1,1791,350.455873678,530.95,37,1704,2
1689,ENST00000539880,1991.991,1701.322305,2191,26.284052,4.5,1701.98480188,1,2204,416.755109991,801.738987692,42,2118,2
1687,ENST00000377893,3882.991,528.0,4082,4.184664,7.5,528.695,1,787,207.03078259,,21,735,2
3199,ENST00000587309,4017.991,743.620738,4217,5.695549,3.75,741.323893894,1,1079,232.650527286,231.31,43,973,2
1799,ENST00000302165,2311.991,571.0,2511,7.600515,1.0,571.635,1,832,204.718851433,552.645,22,776,2
6165,ENST00000399231,12025.991,1077.150279,12225,2.756439,5.25,1079.27414107,1,1784,219.647061753,46.4994467057,163,1298,2
1800,ENST00000535135,440.002,439.599901,639,30.746501,2.66666666667,440.702542874,1,682,188.768381991,483.007525614,21,629,2
2055,ENST00000313597,1344.991,1337.159768,1544,30.595464,4.71428571429,1333.96838141,1,1794,355.805150346,,43,1689,2
1841,ENST00000594216,694.998,1027.0,894,45.475744,3.0,1029.7763284,1,1398,284.952328636,479.25,32,1314,2
1843,ENST00000580571,752.998,1088.738766,952,44.496187,5.71428571429,1086.3395976,1,1464,309.273788186,373.232694515,33,1395,2
1847,ENST00000244520,642.998,2998.047531,842,143.490046,3.0,2990.08084506,1,3759,588.35575616,,68,3578,2
1628,ENST00000298537,2114.991,1574.0,2314,22.902837,3.2,1570.33,1,2050,392.081313962,496.273621079,39,1962,2
1849,ENST00000252050,7580.991,1386.0,7780,5.626396,2.5,1384.29110708,1,1791,311.23986338,675.600023766,36,1695,2
1624,ENST00000471292,447.002,1323.196887,646,91.097775,5.0,1317.59842275,1,1734,322.638910722,449.271771122,34,1640,2
4292,ENST00000556210,3844.991,522.825104,4044,4.184602,7.3,504.881690049,1,849,216.377010933,185.722056776,56,721,2
2651,ENST00000361198,2075.991,1040.342842,2285,15.422121,1.5,1040.43552797,1,1421,284.152595981,195.398852768,42,1324,2
1854,ENST00000366784,2946.991,1331.947156,3146,13.909171,4.6,1335.02889723,1,1791,346.470802037,421.99,40,1681,2
1855,ENST00000405983,659.998,1448.509628,859,67.541648,7.5,1446.70973781,1,1913,366.921230455,7545.23844458,41,1813,2
1620,ENST00000416441,4580.991,1433.0,4780,9.626752,3.5,1435.885,1,1875,348.006041096,1021.8692624,36,1783,2
7087,ENST00000355666,7512.991,1277.557991,7712,5.233121,5.46153846154,1283.88501889,1,1956,298.268577756,102.07,180,1582,2
3533,ENST00000373382,3029.991,1481.376123,3229,15.045862,4.25,1480.12224486,1,2074,373.713246806,269.714613874,83,1853,2
2081,ENST00000540710,259.007,1325.0,458,157.433416,6.5,1322.08,1,1693,282.775635156,560.61,35,1604,2
1616,ENST00000303251,1111.991,973.0,1311,26.928038,3.0,975.725,1,1338,283.693396596,,29,1259,2
3262,ENST00000266000,2406.991,2296.444118,2606,29.361247,3.375,2286.04690185,1,3088,522.844521056,239.766156635,105,2808,2
1614,ENST00000389561,12068.991,2225.545402,12268,5.674904,7.46153846154,2225.91130901,1,2781,438.692493879,694.145439431,45,2664,2
1868,ENST00000262887,2602.991,1403.642492,2802,16.594987,3.8,1402.73823754,1,1849,360.674009564,,40,1763,2
6593,ENST00000393622,5124.991,44.644013,5324,0.268079,3.28571428571,60.5132621034,1,336,84.0126531843,16.7588812894,68,144,2
1613,ENST00000215919,2316.991,1283.0,2516,17.041012,1.0,1284.625,1,1713,329.293559399,711.127390929,35,1613,2
2047,ENST00000494035,688.998,947.35782,888,42.314477,1.5,943.654510592,1,1277,270.733011107,302.797037639,31,1214,2
3396,ENST00000538010,6045.991,380.171603,6245,1.935108,1.5,382.004484991,1,570,137.322004727,642.666996029,25,519,2
1611,ENST00000263563,4355.991,1516.0,4555,10.71039,2.0,1517.175,1,1978,360.389453377,521.12,38,1877,2
1609,ENST00000530349,1063.991,576.0,1263,16.660103,4.0,574.765,1,847,223.722976637,584.825,22,798,2
2042,ENST00000397333,4518.991,647.0,4718,4.406115,1.5,646.64,1,915,201.420822698,524.2,25,848,2
1878,ENST00000320785,7719.991,1575.657365,7919,6.281133,2.0,1575.71131876,1,2031,341.673671578,525.984358688,41,1917,2
2067,ENST00000430370,395.004,1059.645998,594,82.556622,4.0,1063.31177309,1,1397,271.396587955,491.006058852,31,1334,2
1634,ENST00000250495,509.0,3101.317319,708,187.508659,2.0,3101.22228656,1,3826,570.164536447,498.686258849,60,3671,2
1836,ENST00000315563,3838.991,1396.0,4038,11.190806,3.5,1393.02,1,1819,350.808948931,503.318155601,38,1743,2
2068,ENST00000340175,541.999,918.0,741,52.123897,3.2,918.236972338,1,1253,263.876160258,555.81,32,1182,2
2654,ENST00000215742,1013.991,672.148753,1213,20.399732,1.5,673.490694419,1,975,228.88277,,33,902,2
1806,ENST00000503427,5075.991,1188.974414,5275,7.208497,2.5,1191.22173962,1,1563,296.348127212,800.7289102,32,1487,2
1659,ENST00000430348,1811.991,5484.712139,2011,93.151724,3.0,5480.81506174,1,6783,1069.36596178,445.865931193,109,6550,2
1813,ENST00000369016,723.998,561.835356,923,23.881666,7.125,564.947224083,1,842,228.327752775,678.517756166,24,793,2
3524,ENST00000340748,5208.991,3567.901377,5408,21.07911,4.27272727273,3572.84359961,1,4626,730.443640497,237.935196002,147,4303,2
1814,ENST00000439427,824.991,1362.0,1024,50.806712,3.5,1355.88,1,1786,348.837231853,437.531534245,38,1704,2
1654,ENST00000250113,2757.991,1122.0,2957,12.519676,2.0,1121.75,1,1504,302.948749334,,32,1424,2
1818,ENST00000450772,733.998,1133.0,933,47.503757,2.0,1135.52,1,1516,299.292246934,826.800494994,33,1434,2
2156,ENST00000360271,3001.991,1407.657944,3201,14.430481,1.0,1410.27307532,1,1852,346.787010574,231.108169743,43,1757,2
3179,ENST00000542638,2870.991,3453.076888,3070,37.014125,2.83333333333,3442.86109492,1,4433,724.856161116,351.712298153,127,4167,2
1819,ENST00000378268,481.001,314.318515,680,20.110242,2.0,312.104045253,1,542,172.03131903,450.863597171,20,484,2
1822,ENST00000395053,1533.991,1132.894695,1733,22.727928,1.5,1135.89828091,1,1536,306.393426535,423.048209162,35,1442,2
1647,ENST00000338675,1705.991,1011.000041,1905,18.237594,3.33333333333,1013.92307588,1,1384,291.933682123,563.377949372,30,1305,2
1646,ENST00000566073,516.0,367.920847,715,21.943081,1.0,367.481713197,1,587,175.690154131,1298.73,18,543,2
1645,ENST00000583369,641.998,437.681995,841,20.980599,2.33333333333,441.112527451,1,689,190.63172947,1433.82686475,20,631,2
1644,ENST00000232888,1378.991,1288.0,1578,28.744023,3.5,1289.94,1,1718,340.320679357,961.768681465,35,1630,2
1642,ENST00000343905,1389.991,586.0,1589,12.974145,1.0,585.38,1,844,213.658598253,415.895,21,799,2
1825,ENST00000339992,1428.991,955.0,1628,20.566813,3.4,956.09,1,1300,284.002879144,,30,1240,2
1829,ENST00000399464,5000.991,1027.0,5200,6.319859,3.0,1028.35629885,1,1370,270.063461183,502.015198124,30,1298,2
1832,ENST00000340381,3576.991,963.0,3776,8.285171,3.5,959.87,1,1299,275.401725482,314.626730815,30,1235,2
1833,ENST00000380317,2209.991,880.187561,2409,12.25682,2.0,884.161483914,1,1237,261.428737685,20.7440455956,31,1145,2
1834,ENST00000510794,1407.991,1275.738405,1607,27.883987,5.93333333333,1274.20892255,1,1727,349.163007817,472.6,40,1623,2
6139,ENST00000259021,3510.991,558.6872,3710,4.897022,4.66666666667,579.064813437,1,990,194.39722871,118.177725098,94,773,2
1639,ENST00000219244,416.003,1691.0,615,125.094912,5.4,1687.48,1,2170,367.697326683,1131.66595633,40,2055,2
1636,ENST00000372168,2330.991,1356.0,2530,17.902438,2.0,1356.85,1,1781,346.131442579,917.325,35,1702,2
1752,ENST00000533977,1880.991,1639.468094,2080,26.823123,3.5,1638.6061988,1,2143,403.287601127,887.551400268,43,2041,2
3608,ENST00000219479,795.998,725.488451,995,28.048621,4.0,725.33031739,1,1143,245.542851996,1085.52476373,59,970,2
1532,ENST00000335514,295.007,5446.919597,494,568.213233,3.0,5448.31466439,1,6356,745.185995942,556.615,72,6193,2
7539,ENST00000446921,3658.991,305.895742,3858,2.572795,2.5,286.785960192,1,665,162.475052124,57.6919187183,108,449,2
1185,ENST00000460219,1372.991,3084.538159,1572,69.137803,3.6,3087.84124467,1,3841,644.360354408,700.244004949,52,3732,2
3051,ENST00000361361,2882.991,885.226103,3082,9.449395,2.6,884.184849348,1,1256,262.652814291,468.055,46,1146,2
1179,ENST00000372969,349.005,6169.464383,548,544.012025,1.5,6170.37257777,1,7236,889.946464812,818.349511192,73,7060,2
1530,ENST00000453195,3118.991,3267.108049,3318,32.236096,3.57142857143,3264.3233676,1,4155,689.722240097,375.470961141,71,3954,2
2776,ENST00000438011,2049.991,2672.796032,2249,40.124252,1.5,2674.0713645,1,3458,575.101277198,,91,3249,2
3689,ENST00000299206,2470.991,1099.165884,2670,13.689423,7.6875,1070.39331077,1,1547,337.684043782,209.482096892,69,1408,2
1165,ENST00000376444,2682.991,2326.0,2882,26.679861,3.33333333333,2323.09,1,2972,522.996326285,5020.3268791,44,2846,2
2782,ENST00000268893,7283.991,640.296791,7483,2.705235,3.5,639.511841452,1,875,181.346894796,228.941893597,27,820,2
1162,ENST00000395354,1372.991,3674.0,1572,82.350186,2.0,3679.21,1,4601,737.374741966,2705.68891817,63,4416,2
123,ENST00000314138,4716.991,293476.44609,4916,1914.702258,4.42857142857,293531.382996,1,347898,53033.387198,121.351069786,476,346564,2
1151,ENST00000332556,2499.991,3632.0,2699,44.709567,2.0,3636.085,1,4554,745.124420752,1073.21654045,62,4381,2
1149,ENST00000220166,1990.991,3560.078663,2190,55.027957,1.5,3561.30728264,1,4468,729.549085204,756.89,61,4290,2
2786,ENST00000267023,1217.991,1439.221566,1417,36.364424,3.0,1441.60529013,1,1922,362.553351733,721.153787915,56,1804,2
2787,ENST00000224073,441.002,1852.184904,640,129.251783,2.0,1851.43896195,1,2406,380.479011787,,64,2231,2
4821,ENST00000539497,3309.991,240.903758,3509,2.239803,2.0,239.664734436,1,501,142.128413002,320.177457885,47,381,2
1138,ENST00000453963,4634.991,3263.817456,4834,21.670554,5.22222222222,3259.40400964,1,4112,688.270494259,564.32,57,3947,2
5623,ENST00000360876,2855.991,616.879035,3055,6.647162,2.6,616.159126838,1,988,215.030754899,189.91,77,831,2
2314,ENST00000403394,1778.991,644.352376,1978,11.146609,6.625,645.763003445,1,980,241.081996749,,34,886,2
2498,ENST00000369606,2086.991,750.060887,2286,11.060354,7.63157894737,741.513913899,1,1115,266.974880763,314.190995929,40,1008,2
2320,ENST00000552321,539.999,1835.233826,739,104.590233,4.42857142857,1841.11680511,1,2355,398.464411819,536.415,52,2239,2
166,ENST00000361390,756.998,112794.0,956,4585.474032,1.0,112842.95,1,131391,17783.0271991,25525.4067403,314,130625,2
169,ENST00000315377,663.998,118947.24307,863,5512.904847,2.5,118958.797763,1,137985,18306.4234095,18051.0319578,331,137265,2
3990,ENST00000374943,1456.991,2015.29808,1656,42.567244,3.2,2010.78008959,1,2703,467.13052109,173.953065843,106,2477,2
2321,ENST00000366718,1075.991,1249.061993,1275,35.724693,8.03448275862,1245.09914115,1,1689,351.102743214,326.023565658,45,1596,2
3722,ENST00000357481,2363.991,1623.938291,2563,21.140574,4.5,1613.35598231,1,2226,408.727673456,172.781010701,89,2022,2
2801,ENST00000475248,352.005,9867.919695,551,862.719201,4.0,9851.5333431,1,11757,1372.24995702,154.76,223,11223,2
2488,ENST00000593043,174.012,562.203581,373,99.427774,3.0,561.665747409,1,789,168.647673724,350.597340068,24,730,2
8257,ENST00000486794,1002.991,77.301096,1202,2.37182,3.0,98.8362465427,1,468,125.327709237,,117,224,2
2814,ENST00000455009,381.005,1519.180501,580,122.707756,6.28571428571,1521.45902345,1,1991,337.808687507,,55,1859,2
4749,ENST00000264694,3064.991,1855.061818,3264,18.626114,4.0,1849.66824623,1,2619,441.481793519,135.150606948,137,2291,2
2294,ENST00000277865,2839.991,3367.729695,3039,36.493316,2.25,3368.97928222,1,4363,701.068405452,392.57,101,4070,2
2527,ENST00000375630,8568.991,2422.083753,8768,8.698663,4.16666666667,2403.20088877,1,3075,506.832506235,551.473574235,72,2910,2
2551,ENST00000293861,1705.991,432.739138,1905,7.806252,2.5,433.602535581,1,703,190.330647095,311.78,29,623,2
4123,ENST00000393841,2285.991,622.356098,2485,8.378331,5.6,623.934411392,1,1017,230.076064173,250.643582164,62,854,2
1288,ENST00000524932,1086.991,3892.834626,1286,110.213084,5.0,3881.51504478,1,4878,781.717045758,628.379134865,72,4663,2
4613,ENST00000591455,3086.991,1811.194225,3286,18.056049,4.58333333333,1829.20838684,1,2640,422.28032394,116.934125188,140,2251,2
