transcript_id,tcount
ENST00000396218,0
ENST00000396219,0
ENST00000536305,52
ENST00000536300,2
ENST00000396210,9
ENST00000396211,0
ENST00000396212,9
ENST00000396213,0
ENST00000396217,5
ENST00000573771,25
ENST00000573778,105
ENST00000597830,1
ENST00000597832,36
ENST00000597836,16
ENST00000407653,19
ENST00000407654,1
ENST00000393792,0
ENST00000393793,6
ENST00000393791,59
ENST00000393796,30
ENST00000393797,61
ENST00000393794,111
ENST00000393795,20
ENST00000291971,0
ENST00000509185,3
ENST00000600022,174
ENST00000509180,3
ENST00000600020,0
ENST00000329312,3
ENST00000329314,0
ENST00000329319,21
ENST00000376872,13
ENST00000376873,0
ENST00000376871,12
ENST00000376876,33
ENST00000376874,1
ENST00000376875,33
ENST00000276185,0
ENST00000240050,14
ENST00000240055,6
ENST00000584811,53
ENST00000584810,0
ENST00000246841,1
ENST00000439362,27
ENST00000439363,5
ENST00000449408,3
ENST00000449409,22
ENST00000439365,1
ENST00000449405,0
ENST00000449406,34
ENST00000439369,25
ENST00000440486,0
ENST00000294613,7
ENST00000222115,0
ENST00000582415,14
ENST00000294618,0
ENST00000582416,0
ENST00000582410,46
ENST00000395747,13
ENST00000447533,10
ENST00000447530,0
ENST00000395744,27
ENST00000447536,2
ENST00000395741,39
ENST00000447535,3
ENST00000447539,25
ENST00000276893,1
ENST00000395749,11
ENST00000395748,0
ENST00000524132,0
ENST00000524131,14
ENST00000524137,111
ENST00000457630,9
ENST00000543630,35
ENST00000085219,146
ENST00000587473,1
ENST00000488653,52
ENST00000424016,250
ENST00000424017,0
ENST00000424014,10
ENST00000376255,13
ENST00000376250,0
ENST00000376251,7
ENST00000591064,0
ENST00000591066,0
ENST00000591067,10
ENST00000591060,0
ENST00000376259,26
ENST00000555919,8
ENST00000258484,4
ENST00000321944,16
ENST00000321945,0
ENST00000313234,0
ENST00000308650,3
ENST00000243501,3
ENST00000270457,0
ENST00000541965,0
ENST00000541966,0
ENST00000541961,92
ENST00000541963,15
ENST00000400191,0
ENST00000400192,9
ENST00000594582,1
ENST00000609089,0
ENST00000400199,7
ENST00000609087,0
ENST00000270452,41
ENST00000373758,0
ENST00000373759,7
ENST00000452935,49
ENST00000373750,14
ENST00000373754,0
ENST00000373755,0
ENST00000289407,1
ENST00000292616,19
ENST00000289409,38
ENST00000440480,9
ENST00000599699,6
ENST00000599694,8
ENST00000599693,5
ENST00000559260,82
ENST00000559269,5
ENST00000368602,0
ENST00000368603,47
ENST00000368600,10
ENST00000368601,33
ENST00000368606,4
ENST00000368607,39
ENST00000368604,1
ENST00000467317,3
ENST00000528164,0
ENST00000368608,1
ENST00000368609,0
ENST00000528160,120
ENST00000528163,582
ENST00000543845,4
ENST00000390667,10
ENST00000390666,4
ENST00000390665,1
ENST00000390664,0
ENST00000390661,0
ENST00000452931,62
ENST00000390669,0
ENST00000390668,70
ENST00000597053,12
ENST00000597051,0
ENST00000529411,44
ENST00000529417,0
ENST00000529414,76
ENST00000529415,5
ENST00000597058,7
ENST00000372407,1
ENST00000372406,5
ENST00000357089,59
ENST00000372403,90
ENST00000460223,11
ENST00000357082,6
ENST00000357083,16
ENST00000357080,0
ENST00000357081,22
ENST00000357086,39
ENST00000372409,3
ENST00000357085,3
ENST00000508448,12
ENST00000311812,0
ENST00000508445,5
ENST00000508447,0
ENST00000508440,28
ENST00000508442,21
ENST00000246069,23
ENST00000317318,5
ENST00000441159,13
ENST00000366139,1
ENST00000441152,0
ENST00000441150,18
ENST00000586997,49
ENST00000202625,5
ENST00000443947,0
ENST00000443946,0
ENST00000443941,6
ENST00000443940,0
ENST00000466045,6
ENST00000325752,19
ENST00000369551,0
ENST00000369550,64
ENST00000369553,48
ENST00000369552,8
ENST00000369555,55
ENST00000369554,76
ENST00000369557,2
ENST00000369556,11
ENST00000369559,64
ENST00000369558,56
ENST00000361764,28
ENST00000361762,0
ENST00000361763,2
ENST00000361760,0
ENST00000425042,2
ENST00000470018,31
ENST00000599748,49
ENST00000425043,0
ENST00000370656,3
ENST00000596046,0
ENST00000425041,1
ENST00000593032,30
ENST00000468059,3
ENST00000455195,0
ENST00000406904,5
ENST00000333407,0
ENST00000406900,4
ENST00000406902,11
ENST00000423376,15
ENST00000423377,46
ENST00000423375,32
ENST00000423372,0
ENST00000423371,0
ENST00000425048,0
ENST00000286523,11
ENST00000370658,0
ENST00000424696,0
ENST00000560848,21
ENST00000560846,3
ENST00000571471,11
ENST00000560840,8
ENST00000560841,0
ENST00000440209,0
ENST00000440208,0
ENST00000531895,11
ENST00000531890,6
ENST00000440200,0
ENST00000440203,3
ENST00000273286,0
ENST00000440205,11
ENST00000351030,49
ENST00000351035,0
ENST00000329122,0
ENST00000452939,16
ENST00000304414,15
ENST00000402102,0
ENST00000304411,17
ENST00000402105,18
ENST00000251343,19
ENST00000358514,3
ENST00000358517,7
ENST00000358511,0
ENST00000358510,3
ENST00000513283,0
ENST00000313548,0
ENST00000477742,100
ENST00000477743,11
ENST00000477740,2
ENST00000313546,15
ENST00000477745,20
ENST00000289877,5
ENST00000538202,0
ENST00000355640,1
ENST00000392436,23
ENST00000338835,0
ENST00000355648,15
ENST00000326474,0
ENST00000326470,19
ENST00000520158,3
ENST00000311946,13
ENST00000508724,0
ENST00000563308,5
ENST00000348120,0
ENST00000520152,5
ENST00000520153,69
ENST00000520154,48
ENST00000520155,0
ENST00000348127,69
ENST00000348126,166
ENST00000215919,1
ENST00000215917,5
ENST00000215912,7
ENST00000417865,34
ENST00000417864,61
ENST00000349458,1
ENST00000349459,16
ENST00000349456,20
ENST00000349457,3
ENST00000349455,0
ENST00000479081,0
ENST00000349451,0
ENST00000333119,4
ENST00000357869,10
ENST00000357864,14
ENST00000357865,7
ENST00000357866,0
ENST00000357867,98
ENST00000357861,11
ENST00000590790,62
ENST00000566877,46
ENST00000566876,0
ENST00000566871,96
ENST00000566873,0
ENST00000566872,20
ENST00000220562,9
ENST00000333110,0
ENST00000450619,8
ENST00000587678,5
ENST00000587679,48
ENST00000587676,0
ENST00000496687,0
ENST00000496684,50
ENST00000450618,24
ENST00000496682,14
ENST00000496681,3
ENST00000450617,3
ENST00000585684,0
ENST00000443163,0
ENST00000370384,0
ENST00000443166,15
ENST00000263981,15
ENST00000263980,4
ENST00000354514,2
ENST00000263985,7
ENST00000564657,0
ENST00000302053,0
ENST00000564655,25
ENST00000564653,2
ENST00000370380,3
ENST00000262059,134
ENST00000262056,30
ENST00000482059,14
ENST00000262052,110
ENST00000262053,7
ENST00000262051,145
ENST00000555288,0
ENST00000481503,10
ENST00000481508,0
ENST00000555282,0
ENST00000555283,0
ENST00000555287,1
ENST00000429851,3
ENST00000336199,13
ENST00000470820,1
ENST00000470821,0
ENST00000470827,10
ENST00000535408,9
ENST00000535404,49
ENST00000535406,18
ENST00000535407,5
ENST00000535400,10
ENST00000535401,0
ENST00000264065,0
ENST00000593587,155
ENST00000593583,15
ENST00000593582,13
ENST00000593588,0
ENST00000560025,17
ENST00000560027,7
ENST00000560029,20
ENST00000300880,7
ENST00000497553,39
ENST00000340477,5
ENST00000490689,16
ENST00000405222,88
ENST00000518989,10
ENST00000489752,5
ENST00000518984,0
ENST00000512921,2
ENST00000518986,27
ENST00000512923,111
ENST00000518980,35
ENST00000512927,8
ENST00000011619,3
ENST00000450247,0
ENST00000450240,10
ENST00000450241,75
ENST00000450242,3
ENST00000607000,16
ENST00000607001,15
ENST00000607003,12
ENST00000607004,0
ENST00000583388,4
ENST00000514135,38
ENST00000514134,0
ENST00000511324,0
ENST00000511323,0
ENST00000530541,6
ENST00000412996,0
ENST00000412997,36
ENST00000608587,5
ENST00000608581,1
ENST00000243776,5
ENST00000458166,100
ENST00000561779,26
ENST00000561778,0
ENST00000561777,1
ENST00000432747,2
ENST00000526127,0
ENST00000526126,13
ENST00000583121,5
ENST00000526123,3
ENST00000526122,0
ENST00000231790,107
ENST00000490025,59
ENST00000458076,16
ENST00000458073,7
ENST00000415413,0
ENST00000379453,5
ENST00000458070,0
ENST00000404172,1
ENST00000404171,0
ENST00000458078,10
ENST00000378324,11
ENST00000378325,37
ENST00000378322,27
ENST00000378323,9
ENST00000517440,4
ENST00000566096,30
ENST00000451591,82
ENST00000451590,14
ENST00000566093,18
ENST00000451596,1
ENST00000451594,19
ENST00000585973,0
ENST00000437502,6
ENST00000606358,1
ENST00000546343,48
ENST00000453571,47
ENST00000453576,32
ENST00000588158,1
ENST00000588156,6
ENST00000453579,0
ENST00000301411,0
ENST00000446691,0
ENST00000446692,12
ENST00000446693,0
ENST00000603207,0
ENST00000589289,10
ENST00000589288,50
ENST00000543814,68
ENST00000589284,5
ENST00000543818,0
ENST00000589280,0
ENST00000589283,27
ENST00000330575,331
ENST00000330574,19
ENST00000249071,5
ENST00000531689,113
ENST00000548790,0
ENST00000249075,3
ENST00000519618,1
ENST00000249079,9
ENST00000519614,6
ENST00000330579,0
ENST00000519611,132
ENST00000338382,32
ENST00000595322,5
ENST00000338380,0
ENST00000558262,0
ENST00000595327,35
ENST00000307632,0
ENST00000550553,11
ENST00000550552,35
ENST00000550551,49
ENST00000510536,0
ENST00000510533,27
ENST00000527296,5
ENST00000582165,68
ENST00000528935,5
ENST00000582161,11
ENST00000582160,21
ENST00000582169,174
ENST00000297347,2
ENST00000552955,17
ENST00000429031,1
ENST00000322165,0
ENST00000429036,10
ENST00000429035,12
ENST00000322166,124
ENST00000316218,15
ENST00000316219,7
ENST00000429039,0
ENST00000429038,16
ENST00000552959,46
ENST00000552958,0
ENST00000422298,1
ENST00000567328,5
ENST00000383131,3
ENST00000266037,1
ENST00000266031,5
ENST00000591512,0
ENST00000591513,0
ENST00000266039,0
ENST00000598633,0
ENST00000457508,0
ENST00000338965,3
ENST00000338962,4
ENST00000338963,12
ENST00000338961,3
ENST00000457500,15
ENST00000338969,4
ENST00000264895,0
ENST00000264896,2
ENST00000333007,8
ENST00000549447,0
ENST00000549446,0
ENST00000549445,47
ENST00000264893,46
ENST00000558945,29
ENST00000558940,0
ENST00000264899,0
ENST00000558943,3
ENST00000448743,65
ENST00000582486,65
ENST00000503767,105
ENST00000497946,0
ENST00000497947,0
ENST00000340941,7
ENST00000340940,0
ENST00000582485,24
ENST00000497948,0
ENST00000341099,15
ENST00000315741,3
ENST00000231188,2
ENST00000597227,15
ENST00000323699,6
ENST00000504771,34
ENST00000463642,0
ENST00000253788,15
ENST00000298992,1
ENST00000273398,10
ENST00000424789,3
ENST00000424786,0
ENST00000424787,0
ENST00000424784,10
ENST00000273390,7
ENST00000273395,6
ENST00000424781,202
ENST00000274629,3
ENST00000286918,15
ENST00000427255,11
ENST00000427254,141
ENST00000427257,6
ENST00000427256,13
ENST00000274625,0
ENST00000371228,0
ENST00000542791,0
ENST00000589574,3
ENST00000542797,0
ENST00000371222,0
ENST00000557672,0
ENST00000371220,6
ENST00000371221,12
ENST00000371226,24
ENST00000371227,18
ENST00000371224,3
ENST00000371225,1
ENST00000426788,1
ENST00000426789,17
ENST00000593918,12
ENST00000393029,30
ENST00000593916,8
ENST00000426783,0
ENST00000426784,0
ENST00000426787,8
ENST00000460298,49
ENST00000371370,10
ENST00000335879,10
ENST00000335877,14
ENST00000268082,0
ENST00000335875,3
ENST00000599877,0
ENST00000557723,1
ENST00000335870,2
ENST00000507489,5
ENST00000507488,189
ENST00000507481,11
ENST00000507483,0
ENST00000507482,0
ENST00000428245,7
ENST00000242577,0
ENST00000242576,2
ENST00000371376,9
ENST00000371377,7
ENST00000425952,8
ENST00000371378,12
ENST00000425953,3
ENST00000462598,47
ENST00000505420,0
ENST00000505425,9
ENST00000568369,23
ENST00000505427,8
ENST00000505426,123
ENST00000536306,64
ENST00000484100,0
ENST00000290942,3
ENST00000537516,0
ENST00000392776,10
ENST00000290949,12
ENST00000328945,3
ENST00000296733,0
ENST00000296734,3
ENST00000372935,31
ENST00000296736,13
ENST00000328942,0
ENST00000426124,3
ENST00000296739,0
ENST00000426126,19
ENST00000426127,0
ENST00000426121,71
ENST00000426123,15
ENST00000370578,42
ENST00000308448,9
ENST00000370571,5
ENST00000370570,3
ENST00000308440,7
ENST00000588717,3
ENST00000370575,5
ENST00000370574,3
ENST00000435603,34
ENST00000435602,31
ENST00000543448,1
ENST00000300692,5
ENST00000430545,7
ENST00000430547,9
ENST00000584137,19
ENST00000430541,6
ENST00000430540,0
ENST00000430542,0
ENST00000537776,20
ENST00000537770,4
ENST00000430548,5
ENST00000582995,5
ENST00000515286,0
ENST00000515287,13
ENST00000515280,11
ENST00000515282,0
ENST00000515283,26
ENST00000343638,54
ENST00000456755,0
ENST00000526468,73
ENST00000537512,7
ENST00000343631,0
ENST00000343632,68
ENST00000532694,12
ENST00000407192,23
ENST00000393614,3
ENST00000393612,9
ENST00000393611,7
ENST00000532693,16
ENST00000321453,9
ENST00000509223,0
ENST00000406829,3
ENST00000333822,0
ENST00000483457,0
ENST00000297063,0
ENST00000406824,0
ENST00000503489,0
ENST00000503488,0
ENST00000570702,0
ENST00000503485,75
ENST00000553805,3
ENST00000538974,12
ENST00000570709,49
ENST00000553802,35
ENST00000551099,23
ENST00000309318,1
ENST00000432378,0
ENST00000432379,32
ENST00000438710,0
ENST00000432376,30
ENST00000309315,39
ENST00000438715,8
ENST00000438716,0
ENST00000438717,1
ENST00000358065,8
ENST00000547879,12
ENST00000358067,3
ENST00000358066,53
ENST00000549858,0
ENST00000439442,3
ENST00000439440,15
ENST00000547871,0
ENST00000549856,3
ENST00000547876,0
ENST00000431635,3
ENST00000431636,21
ENST00000431637,0
ENST00000431630,0
ENST00000396398,6
ENST00000431632,26
ENST00000440121,3
ENST00000440122,0
ENST00000396396,0
ENST00000396391,100
ENST00000431639,16
ENST00000440126,16
ENST00000396392,0
ENST00000508791,21
ENST00000599300,18
ENST00000162391,0
ENST00000583641,129
ENST00000508793,57
ENST00000478909,0
ENST00000583648,17
ENST00000312962,3
ENST00000312960,3
ENST00000377084,0
ENST00000377086,5
ENST00000377080,7
ENST00000377081,6
ENST00000377083,8
ENST00000531342,0
ENST00000298569,15
ENST00000531340,2
ENST00000531349,0
ENST00000531348,33
ENST00000298564,45
ENST00000376936,6
ENST00000376931,41
ENST00000379696,0
ENST00000530697,0
ENST00000530692,45
ENST00000376939,0
ENST00000282282,3
ENST00000327857,0
ENST00000282286,3
ENST00000327858,4
ENST00000409345,1
ENST00000392432,54
ENST00000574717,2
ENST00000256324,255
ENST00000158166,1
ENST00000447475,8
ENST00000393799,212
ENST00000447473,8
ENST00000447472,68
ENST00000558829,5
ENST00000447478,8
ENST00000524077,9
ENST00000209668,2
ENST00000524074,3
ENST00000524073,0
ENST00000600021,3
ENST00000524070,0
ENST00000379698,54
ENST00000209665,0
ENST00000409545,24
ENST00000409544,0
ENST00000298386,0
ENST00000409845,0
ENST00000336128,9
ENST00000372181,1
ENST00000311434,0
ENST00000311437,9
ENST00000543444,32
ENST00000409541,8
ENST00000539026,0
ENST00000378123,0
ENST00000346986,4
ENST00000409543,91
ENST00000372185,7
ENST00000472991,75
ENST00000472994,10
ENST00000261211,31
ENST00000261210,38
ENST00000435208,30
ENST00000261219,25
ENST00000400256,0
ENST00000594268,0
ENST00000594261,0
ENST00000594262,0
ENST00000400259,22
ENST00000375240,25
ENST00000375241,28
ENST00000375242,15
ENST00000375244,8
ENST00000375245,1
ENST00000375247,0
ENST00000375248,0
ENST00000375249,31
ENST00000290378,3
ENST00000288699,0
ENST00000560558,20
ENST00000367612,2
ENST00000367614,0
ENST00000367615,0
ENST00000367616,0
ENST00000367618,5
ENST00000367619,4
ENST00000560552,0
ENST00000559547,1
ENST00000559540,26
ENST00000252318,1
ENST00000247270,12
ENST00000216341,0
ENST00000405755,9
ENST00000472333,18
ENST00000548981,6
ENST00000522028,3
ENST00000522024,68
ENST00000522025,0
ENST00000317876,0
ENST00000440909,41
ENST00000546918,77
ENST00000546919,37
ENST00000440902,3
ENST00000440903,1
ENST00000546917,67
ENST00000546910,0
ENST00000546911,0
ENST00000508247,30
ENST00000403750,1
ENST00000403751,0
ENST00000403754,21
ENST00000358894,9
ENST00000358896,61
ENST00000358897,11
ENST00000358892,0
ENST00000284027,8
ENST00000412601,47
ENST00000412606,2
ENST00000412608,6
ENST00000413551,17
ENST00000413553,53
ENST00000413555,79
ENST00000413554,27
ENST00000413557,0
ENST00000287598,7
ENST00000561201,0
ENST00000398391,11
ENST00000561208,218
ENST00000441059,42
ENST00000415389,5
ENST00000415386,0
ENST00000317296,5
ENST00000415384,42
ENST00000441054,46
ENST00000441053,0
ENST00000441052,73
ENST00000415380,46
ENST00000441050,1
ENST00000404406,13
ENST00000404405,77
ENST00000280614,30
ENST00000352241,18
ENST00000562955,40
ENST00000562958,36
ENST00000562959,9
ENST00000348628,0
ENST00000324382,0
ENST00000451023,0
ENST00000451021,9
ENST00000451027,0
ENST00000348624,0
ENST00000451024,0
ENST00000367820,8
ENST00000367826,49
ENST00000524858,4
ENST00000449407,30
ENST00000524851,43
ENST00000524850,19
ENST00000524853,0
ENST00000524855,33
ENST00000524854,69
ENST00000544516,14
ENST00000357542,7
ENST00000357540,52
ENST00000357546,0
ENST00000357545,0
ENST00000357544,0
ENST00000357549,1
ENST00000544518,0
ENST00000544519,2
ENST00000354082,12
ENST00000444100,4
ENST00000510085,9
ENST00000270257,10
ENST00000510080,0
ENST00000435572,0
ENST00000312513,1
ENST00000527507,0
ENST00000312511,12
ENST00000527502,23
ENST00000510088,0
ENST00000312515,9
ENST00000369073,0
ENST00000369070,8
ENST00000369071,3
ENST00000369076,7
ENST00000369077,10
ENST00000369075,12
ENST00000429543,15
ENST00000429542,0
ENST00000429541,75
ENST00000429546,9
ENST00000429544,28
ENST00000521908,0
ENST00000521903,5
ENST00000521904,0
ENST00000521905,0
ENST00000521906,0
ENST00000521907,0
ENST00000447532,185
ENST00000447531,5
ENST00000395743,3
ENST00000395839,116
ENST00000478006,208
ENST00000395831,12
ENST00000395833,0
ENST00000530224,33
ENST00000395835,3
ENST00000395834,10
ENST00000395837,45
ENST00000586065,30
ENST00000586066,30
ENST00000567206,0
ENST00000586061,0
ENST00000344629,2
ENST00000344626,10
ENST00000353533,3
ENST00000344624,25
ENST00000344622,0
ENST00000344620,66
ENST00000355560,7
ENST00000221999,0
ENST00000355568,4
ENST00000375626,0
ENST00000506442,1
ENST00000482155,8
ENST00000437626,0
ENST00000506446,26
ENST00000506447,10
ENST00000506445,52
ENST00000422595,76
ENST00000366543,9
ENST00000366542,90
ENST00000306065,20
ENST00000366541,24
ENST00000597515,63
ENST00000314583,3
ENST00000314586,9
ENST00000314584,38
ENST00000314589,18
ENST00000274392,104
ENST00000590959,5
ENST00000590958,86
ENST00000487657,0
ENST00000265272,2
ENST00000265271,3
ENST00000590950,10
ENST00000265277,6
ENST00000590956,46
ENST00000590955,0
ENST00000590954,15
ENST00000496529,14
ENST00000340635,9
ENST00000340634,0
ENST00000221992,0
ENST00000380367,0
ENST00000340630,10
ENST00000380365,4
ENST00000380368,11
ENST00000507311,6
ENST00000507310,21
ENST00000507313,0
ENST00000285928,1
ENST00000507319,22
ENST00000507318,0
ENST00000446526,21
ENST00000446524,0
ENST00000446525,2
ENST00000446520,0
ENST00000446521,0
ENST00000451813,15
ENST00000451816,5
ENST00000451814,52
ENST00000220062,0
ENST00000339772,9
ENST00000339773,1
ENST00000339775,5
ENST00000376257,3
ENST00000325568,720
ENST00000400445,10
ENST00000513040,61
ENST00000556831,35
ENST00000556834,1
ENST00000556835,0
ENST00000424011,84
ENST00000414248,30
ENST00000414245,28
ENST00000414247,7
ENST00000414241,99
ENST00000414242,8
ENST00000379799,30
ENST00000595820,0
ENST00000379792,29
ENST00000379791,51
ENST00000595828,0
ENST00000379795,12
ENST00000449294,18
ENST00000449297,4
ENST00000341947,27
ENST00000449291,20
ENST00000449290,0
ENST00000341942,10
ENST00000565224,10
ENST00000565227,6
ENST00000565226,6
ENST00000341948,0
ENST00000341949,62
ENST00000565223,12
ENST00000395290,80
ENST00000356876,19
ENST00000533150,3
ENST00000452543,24
ENST00000452542,0
ENST00000328432,2
ENST00000328435,0
ENST00000395297,0
ENST00000333598,0
ENST00000328439,2
ENST00000503085,3
ENST00000244891,0
ENST00000333592,0
ENST00000291525,3
ENST00000291526,0
ENST00000291527,9
ENST00000455001,0
ENST00000455005,1
ENST00000455004,9
ENST00000455009,44
ENST00000455008,0
ENST00000608263,42
ENST00000608264,0
ENST00000393708,6
ENST00000494311,0
ENST00000578740,0
ENST00000598962,45
ENST00000249910,20
ENST00000398536,1
ENST00000578749,24
ENST00000374429,0
ENST00000458550,29
ENST00000449878,6
ENST00000458552,14
ENST00000397885,0
ENST00000550295,7
ENST00000535764,0
ENST00000550298,9
ENST00000550299,0
ENST00000449873,5
ENST00000585577,0
ENST00000585575,32
ENST00000402259,10
ENST00000553929,0
ENST00000393703,27
ENST00000588164,14
ENST00000553921,0
ENST00000397881,7
ENST00000469730,0
ENST00000469731,6
ENST00000553924,43
ENST00000566758,0
ENST00000303892,11
ENST00000268942,27
ENST00000566752,11
ENST00000566753,6
ENST00000008876,18
ENST00000271277,3
ENST00000591726,16
ENST00000382181,0
ENST00000382180,16
ENST00000382183,0
ENST00000382185,118
ENST00000382186,113
ENST00000599029,7
ENST00000588162,6
ENST00000332645,7
ENST00000332644,0
ENST00000332647,0
ENST00000345913,0
ENST00000548619,0
ENST00000591236,47
ENST00000591231,0
ENST00000591230,49
ENST00000591232,8
ENST00000548610,36
ENST00000548613,13
ENST00000548615,0
ENST00000591238,9
ENST00000548617,2
ENST00000258214,3
ENST00000528553,0
ENST00000329908,122
ENST00000242827,10
ENST00000514608,0
ENST00000303236,1
ENST00000303230,1
ENST00000585669,15
ENST00000514600,0
ENST00000271857,9
ENST00000271854,55
ENST00000416480,23
ENST00000416481,0
ENST00000271850,43
ENST00000416488,138
ENST00000500728,0
ENST00000583937,21
ENST00000517559,133
ENST00000555518,3
ENST00000583930,0
ENST00000583932,15
ENST00000517552,23
ENST00000555516,15
ENST00000517551,12
ENST00000450636,0
ENST00000555512,0
ENST00000222033,2
ENST00000298816,7
ENST00000298815,1
ENST00000298819,0
ENST00000298818,0
ENST00000375143,78
ENST00000594587,0
ENST00000424425,0
ENST00000424424,0
ENST00000591492,8
ENST00000319471,22
ENST00000591497,44
ENST00000598776,0
ENST00000299140,0
ENST00000598774,31
ENST00000437900,0
ENST00000437901,33
ENST00000598770,9
ENST00000375147,1
ENST00000594583,13
ENST00000598779,16
ENST00000590544,0
ENST00000590545,6
ENST00000590546,9
ENST00000356740,14
ENST00000590542,0
ENST00000400198,7
ENST00000465739,22
ENST00000375144,15
ENST00000264914,4
ENST00000264917,33
ENST00000587941,80
ENST00000587943,19
ENST00000587945,29
ENST00000587947,3
ENST00000587948,69
ENST00000325962,0
ENST00000325963,1
ENST00000513381,1
ENST00000538105,53
ENST00000295992,0
ENST00000337963,7
ENST00000438025,53
ENST00000583463,21
ENST00000479780,37
ENST00000417752,6
ENST00000417751,3
ENST00000341116,28
ENST00000341115,6
ENST00000341114,270
ENST00000504637,15
ENST00000607795,1
ENST00000341119,1
ENST00000417758,81
ENST00000504630,54
ENST00000380125,30
ENST00000252487,21
ENST00000442316,2
ENST00000252482,0
ENST00000252483,0
ENST00000331523,10
ENST00000247706,3
ENST00000542617,36
ENST00000542616,36
ENST00000542614,3
ENST00000542613,102
ENST00000318709,10
ENST00000551505,5
ENST00000551509,0
ENST00000414281,119
ENST00000542619,0
ENST00000542618,22
ENST00000455871,0
ENST00000455873,0
ENST00000309902,7
ENST00000455876,40
ENST00000464068,49
ENST00000455878,0
ENST00000455879,62
ENST00000464064,0
ENST00000433119,10
ENST00000241704,7
ENST00000433112,11
ENST00000433111,75
ENST00000300150,10
ENST00000300151,0
ENST00000461727,0
ENST00000461724,5
ENST00000472031,7
ENST00000542479,0
ENST00000255432,0
ENST00000268122,0
ENST00000512039,0
ENST00000268124,10
ENST00000268125,0
ENST00000512036,0
ENST00000542912,47
ENST00000512035,0
ENST00000372856,21
ENST00000372857,83
ENST00000372850,6
ENST00000372851,0
ENST00000372852,1
ENST00000372853,1
ENST00000372858,84
ENST00000533848,12
ENST00000599809,1
ENST00000436693,7
ENST00000531169,6
ENST00000533842,0
ENST00000599803,0
ENST00000599801,0
ENST00000320602,13
ENST00000436699,8
ENST00000422218,59
ENST00000431503,16
ENST00000577745,0
ENST00000253354,19
ENST00000577747,159
ENST00000292614,19
ENST00000531165,103
ENST00000422211,10
ENST00000431501,0
ENST00000440072,0
ENST00000509924,0
ENST00000509927,0
ENST00000509921,11
ENST00000308769,0
ENST00000509923,0
ENST00000399728,19
ENST00000438699,0
ENST00000359273,96
ENST00000440292,12
ENST00000359271,1
ENST00000438696,0
ENST00000438691,9
ENST00000359276,7
ENST00000438693,0
ENST00000359274,93
ENST00000447923,3
ENST00000447924,3
ENST00000498107,26
ENST00000498104,12
ENST00000460890,0
ENST00000544286,29
ENST00000473783,18
ENST00000544284,5
ENST00000473781,13
ENST00000544280,0
ENST00000544281,65
ENST00000582818,9
ENST00000278187,32
ENST00000242057,0
ENST00000515560,1
ENST00000582812,43
ENST00000287202,12
ENST00000515567,53
ENST00000515566,0
ENST00000456596,53
ENST00000532719,0
ENST00000545843,3
ENST00000437124,170
ENST00000437125,0
ENST00000503843,0
ENST00000437120,5
ENST00000532713,0
ENST00000532715,3
ENST00000437129,23
ENST00000377988,0
ENST00000377984,0
ENST00000377981,0
ENST00000377982,4
ENST00000392867,73
ENST00000392865,6
ENST00000392863,9
ENST00000392861,0
