,transcript_id,EffectiveLength,NumReads,Length,TPM,eq_param,mean,faulty,count,predict_diff,diff,new_std,new_mean,new_deviation
8021,ENST00000366956,12785.991,3.964421,12985,0.009542,1.0,4.20712191781,0,5,-128.555101171,0.792878082187,2,-124,64
10517,ENST00000367797,6824.991,1.190681,7024,0.005369,2.5,1.02377467447,0,1,-64.0957020185,-0.0237746744707,1,-63,64
6196,ENST00000264659,6858.991,2.841338,7058,0.012748,2.5,1.94107724768,0,3,-63.7145717829,1.05892275232,1,-61,64
8592,ENST00000419488,6600.991,0.0,6800,0.0,2.4,0.599854505186,0,1,-62.884646997,0.400145494814,1,-62,63
7427,ENST00000251582,6554.991,2.783436,6754,0.013068,2.0,2.28178219083,0,3,-62.7416728215,0.718217809171,1,-60,63
9944,ENST00000378076,6555.991,1.0,6755,0.004694,2.0,0.94,0,1,-63.3281615621,0.06,1,-62,63
7778,ENST00000361851,23.475,8170.0,207,10710.459004,1.0,8173.735,0,8208,-5906.12708097,34.265,93,2267,63
4648,ENST00000439986,6027.991,2.0,6227,0.010211,1.5,1.875,0,3,-59.6699297331,1.125,1,-57,60
9620,ENST00000302909,5962.991,2.0,6162,0.010322,1.5,2.13,0,2,-59.1691224707,-0.13,1,-57,59
6587,ENST00000262861,6355.991,1.756769,6555,0.008506,2.5,1.31338227179,0,2,-59.1696826601,0.686617728214,1,-57,59
6740,ENST00000329468,7853.991,3.0,8053,0.011755,6.7,2.995,0,4,-58.8691754447,1.005,1,-55,59
9757,ENST00000395544,5810.991,2.764506,6010,0.014641,1.0,2.15259397058,0,2,-58.907151982,-0.152593970583,1,-56,58
10563,ENST00000333209,6060.991,1.0,6260,0.005077,2.0,1.02,0,1,-58.4500353489,-0.02,1,-57,58
9166,ENST00000243964,5789.991,1.0,5989,0.005315,1.5,0.85,0,1,-57.4697191024,0.15,1,-56,57
3796,ENST00000355710,5459.991,2.0,5659,0.011273,1.0,1.50232607463,0,3,-55.6199060321,1.49767392537,1,-54,57
10626,ENST00000338040,5726.991,3.0,5926,0.016121,1.5,3.025,0,3,-56.5804676741,-0.025,1,-53,56
10243,ENST00000347004,5520.991,1.0,5720,0.005574,1.0,1.04499999997,0,1,-56.7178861446,-0.0449999999749,1,-55,56
9756,ENST00000541709,6635.991,3.0,6835,0.013913,4.0,2.87760050175,0,3,-56.4747259152,0.122399498251,1,-53,56
7894,ENST00000231188,5943.991,1.712966,6143,0.008869,2.0,1.56203867785,0,1,-57.0591981445,-0.562038677854,1,-55,56
213,ENST00000368476,5667.991,1.0,5867,0.00543,2.5,1.025,0,3,-52.731208703,1.975,1,-51,54
10571,ENST00000296043,10820.991,7.0,11020,0.019908,1.0,6.955,0,7,-108.289034552,0.045,2,-101,54
5853,ENST00000289292,6061.991,2.0,6261,0.010153,3.0,1.885,0,1,-54.5763659827,-0.885,1,-52,53
9777,ENST00000288221,5938.991,1.0,6138,0.005182,3.0,1.085,0,1,-53.6486602953,-0.085,1,-52,53
7709,ENST00000393276,5501.991,0.0,5701,0.0,2.0,0.472099780398,0,1,-53.3291218524,0.527900219602,1,-52,53
3187,ENST00000518318,5725.991,2.470762,5925,0.013279,3.0,2.18649315185,0,4,-51.0522831335,1.81350684815,1,-48,52
9613,ENST00000341460,5312.991,4.0,5512,0.023169,1.5,3.825,0,4,-52.1677035837,0.175,1,-48,52
4020,ENST00000357816,9855.991,2.911249,10055,0.00909,1.0,2.94937639097,0,5,-99.4860135531,2.05062360903,2,-96,50
2462,ENST00000560674,5708.991,4.0,5908,0.021562,3.0,3.9,0,1,-50.7112730781,-2.9,2,-99,50
9887,ENST00000545208,4807.991,0.238243,5007,0.001525,1.0,1.09684087224,0,1,-50.2282337673,-0.0968408722383,1,-49,50
10631,ENST00000416516,5144.991,1.0,5344,0.005981,2.0,1.015,0,1,-49.3357210196,-0.015,1,-48,49
7932,ENST00000367175,4836.991,2.0,5036,0.012725,1.0,1.49154464281,0,2,-49.4173408827,0.508455357192,1,-47,49
6110,ENST00000514254,4840.991,2.124885,5040,0.013508,1.66666666667,1.99442628826,0,3,-47.2339197523,1.00557371174,1,-45,48
10426,ENST00000451362,5386.991,1.0,5586,0.005713,3.0,1.03,0,1,-48.1264747812,-0.03,1,-47,48
7565,ENST00000380787,5773.991,2.202971,5973,0.011742,4.0,1.69000537147,0,1,-47.8225953314,-0.690005371471,1,-46,47
4249,ENST00000311128,4455.991,1.037854,4655,0.007168,1.0,0.971112895211,0,2,-46.0538451146,1.02888710479,1,-45,47
8934,ENST00000400366,6104.991,0.0,6304,0.0,5.7,0.653498868518,0,1,-46.0188365927,0.346501131482,1,-45,46
1269,ENST00000420581,3870.991,2.09356,4086,0.016644,3.0,1.88020020844,0,5,-43.0357729299,3.11979979156,1,-41,46
6038,ENST00000430262,4501.991,0.0,4701,0.0,1.5,0.236011760366,0,1,-45.0590099608,0.763988239634,1,-44,45
2413,ENST00000418596,9133.991,8.53181,9333,0.028746,2.0,8.31274950967,0,12,-87.505557175,3.68725049033,2,-79,45
10727,ENST00000267889,4831.991,2.141841,5031,0.013641,2.0,2.00932450624,0,2,-45.9318453659,-0.0093245062354,1,-43,45
9996,ENST00000282701,5534.991,2.0,5734,0.01112,4.0,2.085,0,2,-45.8239176403,-0.085,1,-43,45
2262,ENST00000266037,8555.991,4.0,8755,0.014387,1.0,4.085,0,7,-86.3830335808,2.915,2,-82,44
7751,ENST00000548058,4603.991,2.0,4803,0.013369,2.0,1.43044177187,0,2,-43.4400864091,0.569558228134,1,-42,44
5920,ENST00000558675,4611.991,2.216238,4811,0.014788,2.0,1.75244360677,0,3,-43.5410803808,1.24755639323,1,-41,44
5249,ENST00000312841,5151.991,2.0,5351,0.011947,3.5,1.93,0,3,-43.7384398954,1.07,1,-41,44
8396,ENST00000335712,5742.991,1.558736,5942,0.008353,5.0,1.38906535374,0,1,-44.2022610851,-0.38906535374,1,-42,43
9035,ENST00000251472,4633.991,1.228581,4833,0.008159,2.0,1.21180072334,0,1,-44.1935090763,-0.211800723343,1,-42,43
5163,ENST00000377122,9016.991,5.918991,9216,0.020201,2.5,5.93466923732,0,8,-85.1408267059,2.06533076268,2,-79,43
856,ENST00000377028,4368.991,1.999975,4568,0.014088,2.0,1.54126686733,0,4,-41.1662258006,2.45873313267,1,-39,43
9661,ENST00000415801,4187.991,1.0,4387,0.007348,1.0,1.09,0,1,-43.4845599184,-0.09,1,-42,43
4689,ENST00000270458,8547.991,6.0,8747,0.021601,2.0,5.84,0,8,-82.1734403667,2.16,2,-76,42
5305,ENST00000298912,12547.991,14.393299,12747,0.0353,1.0,14.1350498053,0,17,-123.989605913,2.86495019465,3,-109,42
9365,ENST00000359271,4168.991,4.0,4368,0.029527,1.0,4.23,0,4,-42.8358704953,-0.23,1,-38,42
10544,ENST00000216264,4250.991,2.955321,4450,0.021395,1.5,2.96158127963,0,3,-41.8988910915,0.038418720365,1,-38,41
2166,ENST00000343516,5556.991,2.0,5756,0.011076,5.81818181818,2.01,0,4,-39.409018975,1.99,1,-37,41
4352,ENST00000555868,4271.991,2.0,4471,0.014408,2.0,1.47694747045,0,3,-40.1647485041,1.52305252955,1,-38,41
8169,ENST00000339732,4469.991,1.984016,4669,0.013659,2.0,1.44560462616,0,1,-42.1280527009,-0.445604626164,1,-40,41
9397,ENST00000499642,4166.991,3.0,4366,0.022156,1.5,2.82,0,3,-40.9491107271,0.18,1,-38,41
704,ENST00000346177,8842.991,5.0,9042,0.017401,2.0,4.9599999843,0,1,-85.3586886158,-3.9599999843,2,-80,40
2729,ENST00000561981,7997.991,5.0,8197,0.019239,1.5,5.14,0,8,-78.8695093221,2.86,2,-73,40
9924,ENST00000446378,12647.991,9.0,12847,0.021898,2.5,8.805,0,9,-120.571630872,0.195,3,-111,40
10072,ENST00000302277,4490.991,2.0,4690,0.013705,2.66666666667,1.925,0,2,-40.1821890762,0.075,1,-38,40
6174,ENST00000312465,4355.991,2.0,4555,0.01413,2.0,1.92,0,1,-41.2533369651,-0.92,1,-39,40
3026,ENST00000550896,5000.991,0.0,5200,0.0,4.66666666667,0.994616465068,0,3,-38.977318679,2.00538353493,1,-37,40
5479,ENST00000312428,12194.991,13.994443,12394,0.035316,2.5,14.1199942192,0,17,-115.333735609,2.88000578076,3,-101,39
6000,ENST00000375001,5291.991,2.0,5491,0.011631,5.4,2.085,0,3,-38.3320211801,0.915,1,-36,39
10285,ENST00000260505,7776.991,4.0,7976,0.015829,1.0,3.925,0,4,-78.5433533743,0.075,2,-74,39
9418,ENST00000354393,4396.991,1.0,4596,0.006999,3.0,1.115,0,1,-38.3277252275,-0.115,1,-37,38
4658,ENST00000361658,3708.991,0.235494,3908,0.001954,1.5,0.892406029417,0,2,-37.368792233,1.10759397058,1,-36,38
4574,ENST00000317775,11958.991,7.210002,12158,0.018554,2.5,6.11630656348,0,9,-113.532993205,2.88369343652,3,-107,38
4747,ENST00000402510,7624.991,6.0,7824,0.024216,1.5,5.99,0,8,-74.8917367932,2.01,2,-68,38
6432,ENST00000221444,4172.991,3.0,4372,0.022124,2.5,3.0,0,4,-37.4866598869,1.0,1,-34,38
9930,ENST00000531481,4181.991,3.0,4381,0.022077,2.5,3.115,0,3,-37.6418714106,-0.115,1,-34,37
7055,ENST00000603639,25378.991,17.037648,25578,0.02066,8.0,14.9277554369,0,18,-224.696108762,3.07224456313,6,-209,37
6350,ENST00000295190,4190.991,3.083878,4390,0.022645,3.0,2.82613308729,0,4,-35.6907897882,1.17386691271,1,-32,36
1314,ENST00000285199,3969.991,2.598174,4169,0.020141,3.0,1.8635161501,0,5,-33.3079550152,3.1364838499,1,-31,36
9441,ENST00000515655,4076.991,1.0,4276,0.007548,2.66666666667,0.89,0,1,-36.2245967314,0.11,1,-35,36
5547,ENST00000361509,3796.991,2.999998,3996,0.024315,2.0,2.83999932772,0,4,-35.4689053151,1.16000067228,1,-32,36
10199,ENST00000452027,3399.991,1.0,3599,0.009051,1.0,1.045,0,1,-35.6212462962,-0.045,1,-34,35
10194,ENST00000355999,3620.991,1.0,3820,0.008499,1.5,1.05,0,1,-36.0096738424,-0.05,1,-34,35
7969,ENST00000449802,10738.991,12.346506,10938,0.035381,2.5,12.7415938906,0,14,-101.308866168,1.25840610941,3,-88,34
1035,ENST00000344505,3732.991,0.0,3932,0.0,3.0,0.119759082454,0,3,-31.9053465664,2.88024091755,1,-31,34
4883,ENST00000537900,7934.991,14.976853,8134,0.058085,4.0,13.7129743154,0,16,-66.5591679535,2.28702568464,2,-52,34
4679,ENST00000402883,3891.991,1.899459,4091,0.015019,3.0,1.59068057209,0,3,-32.9011224737,1.40931942791,1,-31,34
8491,ENST00000335551,11934.991,10.0,12134,0.025785,5.5,10.195,0,11,-102.644543988,0.805,3,-92,34
3864,ENST00000040584,3171.991,1.0,3371,0.009702,1.0,0.925,0,2,-33.2850522009,1.075,1,-32,34
7869,ENST00000193391,8137.991,8.0,8337,0.030253,4.66666666667,8.01,0,9,-68.1613961488,0.99,2,-60,34
11618,ENST00000172229,3217.991,1.0,3417,0.009563,1.0,1.0,0,1,-33.7854071228,0.0,1,-32,33
6721,ENST00000454300,6985.991,4.0,7185,0.017621,2.0,4.145,0,3,-67.176715447,-1.145,2,-63,33
4593,ENST00000399218,6833.991,5.07098,7033,0.022836,2.0,4.79094224673,0,7,-65.2272487752,2.20905775327,2,-60,33
8682,ENST00000337231,3336.991,1.0,3536,0.009222,1.5,1.235,0,1,-33.2907463532,-0.235,1,-32,33
8850,ENST00000232564,3109.991,2.909649,3321,0.028792,3.0,2.60567525654,0,3,-32.6902760721,0.39432474346,1,-30,33
2829,ENST00000274938,7156.991,3.263562,7356,0.014033,3.5,2.69864109088,0,6,-63.168406214,3.30135890912,2,-60,33
10119,ENST00000374045,6487.991,8.0,6687,0.037947,1.0,8.13259627511,0,8,-65.1146638521,-0.13259627511,2,-56,32
8219,ENST00000371106,3070.991,2.32616,3270,0.023311,1.0,2.48223031467,0,3,-32.1764448386,0.517769685331,1,-29,32
6775,ENST00000235307,10065.991,11.0,10265,0.03363,2.0,11.345,0,13,-96.6458508205,1.655,3,-85,32
3177,ENST00000316397,3622.991,1.579448,3822,0.013416,3.0,1.03299372294,0,3,-30.1474749349,1.96700627706,1,-29,32
4935,ENST00000332312,3596.991,1.143548,3796,0.009784,2.5,1.08425688685,0,2,-32.0578353161,0.915743113152,1,-30,32
10816,ENST00000499227,3516.991,2.002406,3716,0.017522,2.0,1.99732381779,0,2,-32.9519417586,0.0026761822088,1,-30,32
10475,ENST00000395809,3904.991,3.0,4104,0.023643,3.0,3.04493662267,0,3,-33.034923738,-0.0449366226692,1,-29,32
1485,ENST00000338316,6375.991,5.0,6575,0.024133,2.0,5.02451410989,0,9,-60.8592697379,3.97548589011,2,-55,32
9057,ENST00000431979,3316.991,1.0,3516,0.009278,1.5,1.175,0,1,-33.0575453428,-0.175,1,-31,32
10469,ENST00000403714,3471.991,0.990446,3671,0.008779,2.0,0.973565640999,0,1,-32.6787256745,0.0264343590008,1,-31,32
10497,ENST00000340134,3506.991,2.0,3706,0.01755,2.0,1.97,0,2,-32.8386905395,0.03,1,-30,32
9981,ENST00000319331,3623.991,2.0,3823,0.016984,2.5,2.085,0,2,-32.2554063818,-0.085,1,-30,32
9501,ENST00000512901,1974.991,1.0,2192,0.015582,1.0,1.105,0,1,-33.0988903086,-0.105,1,-31,32
296,ENST00000602042,3460.991,2.174585,3660,0.019336,3.0,2.1206309606,0,5,-28.7113721481,2.8793690394,1,-26,31
7371,ENST00000285928,2963.991,4.0,3163,0.041531,1.0,4.165,0,5,-30.8200812172,0.835,1,-26,31
7690,ENST00000251127,6616.991,4.999992,6816,0.023254,2.0,4.15970170571,0,5,-62.7618766827,0.840298294291,2,-58,31
9828,ENST00000369950,3358.991,3.0,3558,0.027486,2.0,3.13,0,3,-31.2797297495,-0.13,1,-28,31
10791,ENST00000369769,3146.991,2.0,3346,0.019558,1.5,1.995,0,2,-31.0856862982,0.005,1,-29,31
4496,ENST00000447966,3578.991,3.0,3778,0.025796,3.0,2.20069110992,0,4,-29.3110386907,1.79930889008,1,-27,31
10709,ENST00000332578,3131.991,1.05968,3331,0.010412,1.66666666667,0.990998509485,0,1,-30.4635568108,0.0090014905148,1,-29,30
5196,ENST00000584805,5913.991,5.0,6113,0.026019,1.0,5.14,0,7,-59.9557097403,1.86,2,-54,30
3267,ENST00000319170,9608.991,3.590357,9808,0.011499,11.5,3.57845477855,0,6,-58.8141521868,2.42154522145,2,-55,30
9738,ENST00000005284,2888.991,2.0,3088,0.021305,1.0,1.885,0,2,-30.2700219334,0.115,1,-28,30
2022,ENST00000543496,2681.991,2.0,2881,0.022949,1.0,1.945,0,4,-28.24627566,2.055,1,-26,30
10564,ENST00000343735,3231.991,2.0,3431,0.019044,2.0,2.025,0,2,-30.1355402357,-0.025,1,-28,30
9527,ENST00000409864,3249.991,2.0,3449,0.018938,2.0,1.855,0,2,-30.217381427,0.145,1,-28,30
8545,ENST00000264956,6231.991,0.0,6431,0.0,2.0,0.479455389996,0,1,-60.5951385425,0.520544610004,2,-60,30
4562,ENST00000323110,2736.991,1.0,2936,0.011244,1.0,1.015,0,2,-29.0103050063,0.985,1,-27,29
10118,ENST00000358864,2969.991,2.0,3169,0.020724,1.5,2.07,0,2,-29.3686109211,-0.07,1,-27,29
4501,ENST00000601440,5763.991,7.509086,5963,0.040092,1.5,7.47180459344,0,10,-56.0952912377,2.52819540656,2,-48,29
8835,ENST00000351004,3147.991,3.0,3347,0.029328,2.0,2.64148529705,0,3,-28.9028900839,0.358514702948,1,-26,29
5243,ENST00000375400,6529.991,3.687456,6729,0.017378,3.5,3.76990348165,0,6,-57.2250230834,2.23009651835,2,-53,29
5887,ENST00000358748,3058.991,3.0,3258,0.030181,2.0,2.89,0,4,-28.1601466306,1.11,1,-25,29
5325,ENST00000320955,11522.991,19.0,11722,0.050744,1.0,19.435,0,23,-113.347748169,3.565,4,-93,29
5804,ENST00000398093,12745.991,17.91425,12945,0.043253,4.0,17.9253243968,0,21,-114.592300622,3.07467560322,4,-96,29
10614,ENST00000392441,2736.991,1.0,2936,0.011244,1.0,0.985,0,1,-28.9931619909,0.015,1,-28,29
10646,ENST00000294485,7146.991,5.0,7346,0.02153,4.85714285714,5.03,0,5,-58.1732037434,-0.03,2,-53,29
9925,ENST00000311912,3167.991,1.0,3367,0.009714,2.33333333333,0.935,0,1,-28.4176869093,0.065,1,-27,28
4555,ENST00000216144,3059.991,3.193165,3259,0.032114,2.5,3.32656818117,0,5,-26.4622973007,1.67343181883,1,-23,28
10785,ENST00000345060,2743.991,2.0,2943,0.022431,1.0,1.995,0,2,-28.8912450858,0.005,1,-26,28
4243,ENST00000230381,2774.991,1.0,2974,0.01109,1.5,1.0,0,2,-27.5671525225,1.0,1,-26,28
6937,ENST00000389520,6204.991,8.0,6404,0.039677,3.0,7.69,0,9,-54.7978064653,1.31,2,-47,28
4091,ENST00000507311,2923.991,1.0,3123,0.010525,2.0,0.98,0,2,-27.2250515573,1.02,1,-26,28
4386,ENST00000435702,2616.991,1.0,2816,0.01176,1.0,1.025,0,2,-27.8226542253,0.975,1,-26,28
9095,ENST00000272462,2861.991,1.161204,3061,0.012486,1.5,1.20337573783,0,1,-28.4278416813,-0.203375737828,1,-27,28
10675,ENST00000366917,2746.991,4.0,2946,0.044812,1.0,4.02,0,4,-28.5808487105,-0.02,1,-24,28
6905,ENST00000356107,6547.991,3.581804,6747,0.016834,4.0,2.84051482781,0,4,-55.1400546027,1.15948517219,2,-52,28
2761,ENST00000397906,11593.991,15.776787,11793,0.041877,10.2,15.9245748872,0,21,-81.1303699861,5.07542511282,3,-65,28
8241,ENST00000425042,3071.991,1.404307,3271,0.014068,2.0,1.40415373144,0,1,-28.6363019866,-0.404153731442,1,-27,28
8082,ENST00000296129,5806.991,3.676005,6006,0.019481,1.5,3.3560522,0,4,-57.0564203427,0.643947800002,2,-53,28
3780,ENST00000368223,5358.991,6.0,5558,0.034456,1.0,6.305,0,9,-54.3498574769,2.695,2,-48,28
7848,ENST00000308059,6226.991,5.187925,6426,0.025639,3.0,4.9799072091,0,6,-55.5854886448,1.0200927909,2,-50,28
7507,ENST00000429927,3183.991,2.0,3383,0.019331,2.0,1.64123430766,0,1,-29.4389533456,-0.641234307664,1,-27,28
9409,ENST00000442201,3079.991,4.0,3279,0.039967,2.0,3.79,0,4,-28.1336686267,0.21,1,-24,28
10249,ENST00000286719,3214.991,1.0,3414,0.009572,2.66666666667,0.96,0,1,-27.691091452,0.04,1,-26,27
9491,ENST00000548575,2941.991,1.0,3141,0.01046,2.0,1.105,0,1,-27.4754941506,-0.105,1,-26,27
5806,ENST00000271751,2866.991,2.999998,3066,0.032202,2.0,2.88999923823,0,4,-26.2515920468,1.11000076177,1,-23,27
10540,ENST00000265007,3065.991,1.917443,3265,0.019246,2.0,1.02981998296,0,1,-27.9781346715,-0.029819982962,1,-26,27
10451,ENST00000302805,8819.991,10.0,9019,0.034892,2.5,10.085,0,10,-82.4758637205,-0.085,3,-72,27
10261,ENST00000535756,2937.991,1.0,3137,0.010475,2.0,1.03999988115,0,1,-27.3985705204,-0.0399998811472,1,-26,27
504,ENST00000405409,6732.991,4.828247,6932,0.022069,6.0,4.74190390413,0,9,-49.8777027904,4.25809609587,2,-45,27
9337,ENST00000375377,9065.991,10.0,9265,0.033945,3.5,10.395,0,10,-81.4745106119,-0.395,3,-71,27
2349,ENST00000355044,8279.991,9.605558,8479,0.035701,2.0,9.17331331599,0,14,-78.6945665216,4.82668668401,3,-69,27
3631,ENST00000377770,3510.991,2.655817,3710,0.023279,4.0,1.92662026201,0,4,-25.1116231438,2.07337973799,1,-23,27
5499,ENST00000355946,11045.991,20.726775,11245,0.057746,1.5,20.3386266929,0,24,-106.005206257,3.66137330712,4,-85,27
4693,ENST00000567109,2780.991,2.0,2980,0.022132,2.0,1.8,0,3,-25.5226998748,1.2,1,-23,26
10124,ENST00000520902,2434.991,1.0,2634,0.012639,1.0,0.95,0,1,-25.9699264036,0.05,1,-25,26
6488,ENST00000354376,2372.991,2.0,2572,0.025937,1.0,2.195,0,3,-25.3173689972,0.805,1,-23,26
10147,ENST00000457820,2695.991,1.166216,2895,0.013312,1.5,1.04849378721,0,1,-26.6848015689,-0.0484937872126,1,-25,26
10417,ENST00000282561,2837.991,1.0,3037,0.010844,2.0,0.97,0,1,-26.3640570071,0.03,1,-25,26
9989,ENST00000541502,3582.991,1.0,3782,0.008589,4.0,1.06,0,1,-26.5750061242,-0.06,1,-25,26
4290,ENST00000409610,3256.991,1.0,3456,0.009449,3.5,0.995,0,2,-25.107998608,1.005,1,-24,26
7201,ENST00000374566,5600.991,4.314308,5800,0.023705,1.5,4.24521870815,0,3,-55.0353777905,-1.24521870815,2,-50,26
6506,ENST00000602964,8198.991,7.163824,8398,0.026889,2.0,6.28932087224,0,8,-78.0817412352,1.71067912776,3,-71,26
10262,ENST00000307522,3013.991,1.0,3213,0.010211,2.5,0.96,0,1,-26.2962108704,0.04,1,-25,26
2493,ENST00000271332,10334.991,15.0,10534,0.044666,9.0,14.96,0,20,-72.9945410499,5.04,3,-58,26
3557,ENST00000378623,7876.991,10.625913,8076,0.041514,2.0,10.0327163567,0,14,-74.4089183562,3.96728364331,3,-64,26
9915,ENST00000527818,3223.991,1.0,3423,0.009546,3.0,1.065,0,1,-26.6322788951,-0.065,1,-25,26
9191,ENST00000275493,9621.991,9.329284,9821,0.029838,5.5,8.50299417307,0,9,-79.1788424198,0.497005826931,3,-70,26
2090,ENST00000604411,36827.991,171.75127,37027,0.143521,4.5,170.544056291,0,190,-323.250665895,19.4559437088,13,-152,26
9167,ENST00000234389,3081.991,1.0,3281,0.009985,2.66666666667,1.15,0,1,-26.4769074089,-0.15,1,-25,26
8702,ENST00000358334,6480.991,3.767288,6680,0.017889,4.5,3.45834601978,0,3,-52.8745439683,-0.458346019776,2,-49,26
8035,ENST00000425340,2911.991,1.633716,3111,0.017266,2.0,1.48186125182,0,1,-26.9177558414,-0.481861251816,1,-25,26
3468,ENST00000229824,2547.991,4.0,2747,0.048312,1.5,3.95,0,6,-24.7511974988,2.05,1,-20,26
8406,ENST00000572810,1643.991,1.295874,1843,0.024258,2.66666666667,1.39541646643,0,1,-12.0984468984,-0.395416466427,1,-24,25
2181,ENST00000241125,5011.991,7.0,5211,0.042981,2.0,7.165,0,11,-47.0139254388,3.835,2,-39,25
4827,ENST00000427824,4978.991,6.0,5178,0.037085,1.5,5.92,0,8,-48.5390690878,2.08,2,-42,25
9750,ENST00000585152,2659.991,1.0,2859,0.011569,1.66666666667,1.08,0,1,-25.8650527658,-0.08,1,-24,25
9982,ENST00000567093,3255.991,1.0,3455,0.009452,3.33333333333,1.06,0,1,-25.7393583463,-0.06,1,-24,25
5858,ENST00000513882,2710.991,3.0,2910,0.034055,2.0,2.845,0,4,-24.6753211716,1.155,1,-21,25
7995,ENST00000262209,5023.991,4.0,5223,0.024502,1.0,3.26018709216,0,4,-50.7834784072,0.739812907838,2,-47,25
2202,ENST00000270112,7185.991,13.386681,7385,0.05733,1.0,13.410646696,0,19,-71.0128733138,5.58935330405,3,-57,25
2710,ENST00000409039,13966.991,30.683084,14166,0.067607,5.0,30.2481859966,0,37,-120.513018928,6.75181400341,5,-90,25
10467,ENST00000400613,2517.991,1.0,2717,0.012222,1.5,0.975,0,1,-24.9970950231,0.025,1,-24,25
810,ENST00000369519,7033.991,17.0,7233,0.074377,1.0,17.32,0,24,-69.013271947,6.68,3,-51,25
13,ENST00000329516,6965.991,7.057651,7165,0.03118,10.2222222222,16.9082864973,0,54,-42.1622325418,37.0917135027,18,-404,25
10269,ENST00000587848,2719.991,1.0,2919,0.011314,2.0,1.04,0,1,-25.2305557538,-0.04,1,-24,25
9509,ENST00000357927,2698.991,4.0,2898,0.045609,2.0,3.8,0,4,-24.3532236686,0.2,1,-20,24
1211,ENST00000372829,1931.991,4.0,2141,0.063716,2.5,3.915,0,7,-21.4415069228,3.085,1,-17,24
7876,ENST00000580942,2726.991,1.338725,2926,0.015108,2.0,1.47743527935,0,1,-25.2965551109,-0.477435279346,1,-23,24
7143,ENST00000306149,2577.991,3.0,2777,0.035812,2.0,3.205,0,4,-23.5592124067,0.795,1,-20,24
6804,ENST00000534111,5350.991,4.157724,5550,0.023912,2.66666666667,3.85429484331,0,5,-48.2145250561,1.14570515669,2,-44,24
10466,ENST00000238994,2324.991,1.0,2524,0.013236,1.0,1.025,0,1,-24.9189518601,-0.025,1,-23,24
8413,ENST00000250018,5125.991,8.0,5325,0.048029,2.0,8.18942352623,0,9,-47.980398487,0.810576473774,2,-39,24
8501,ENST00000505459,2641.991,2.725822,2841,0.031751,2.0,2.524309992,0,3,-24.0114832255,0.475690008001,1,-21,24
7742,ENST00000257408,5882.991,6.0,6082,0.031387,4.2,6.12,0,7,-47.8546912211,0.88,2,-41,24
